SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME,area
北投區,6301200,湖田里,6301200042,010,6301200042010,湖田里10鄰,9017151.38013000000
士林區,6301100,菁山里,6301100047,010,6301100047010,菁山里10鄰,4168004.02387000000
北投區,6301200,湖田里,6301200042,009,6301200042009,湖田里9鄰,967944.88840700000
北投區,6301200,湖田里,6301200042,007,6301200042007,湖田里7鄰,1121331.20312000000
北投區,6301200,湖田里,6301200042,006,6301200042006,湖田里6鄰,262083.43769800000
北投區,6301200,湖田里,6301200042,004,6301200042004,湖田里4鄰,301610.00099000000
士林區,6301100,菁山里,6301100047,006,6301100047006,菁山里6鄰,4094847.83049000000
北投區,6301200,湖田里,6301200042,005,6301200042005,湖田里5鄰,1001103.45775000000
北投區,6301200,大屯里,6301200041,006,6301200041006,大屯里6鄰,807402.81932500000
北投區,6301200,大屯里,6301200041,009,6301200041009,大屯里9鄰,1891060.13519000000
北投區,6301200,湖田里,6301200042,008,6301200042008,湖田里8鄰,1683444.23318000000
北投區,6301200,湖田里,6301200042,003,6301200042003,湖田里3鄰,1073052.54444000000
北投區,6301200,湖田里,6301200042,002,6301200042002,湖田里2鄰,500399.13720000000
士林區,6301100,平等里,6301100048,010,6301100048010,平等里10鄰,1082882.74668000000
北投區,6301200,泉源里,6301200039,015,6301200039015,泉源里15鄰,582334.09285400000
士林區,6301100,平等里,6301100048,007,6301100048007,平等里7鄰,2301554.98642000000
北投區,6301200,泉源里,6301200039,016,6301200039016,泉源里16鄰,735934.29246300000
北投區,6301200,泉源里,6301200039,009,6301200039009,泉源里9鄰,651508.13244100000
北投區,6301200,大屯里,6301200041,010,6301200041010,大屯里10鄰,21046.56521100000
北投區,6301200,大屯里,6301200041,007,6301200041007,大屯里7鄰,260625.77862600000
北投區,6301200,湖山里,6301200040,011,6301200040011,湖山里11鄰,180344.59536700000
北投區,6301200,湖田里,6301200042,001,6301200042001,湖田里1鄰,398420.11334500000
北投區,6301200,秀山里,6301200032,008,6301200032008,秀山里8鄰,515531.77249500000
北投區,6301200,湖山里,6301200040,012,6301200040012,湖山里12鄰,283095.60813000000
北投區,6301200,大屯里,6301200041,005,6301200041005,大屯里5鄰,25755.99303190000
北投區,6301200,湖山里,6301200040,010,6301200040010,湖山里10鄰,214237.62090100000
北投區,6301200,秀山里,6301200032,001,6301200032001,秀山里1鄰,457737.85943500000
北投區,6301200,泉源里,6301200039,005,6301200039005,泉源里5鄰,639303.65141700000
北投區,6301200,泉源里,6301200039,008,6301200039008,泉源里8鄰,205384.73442200000
北投區,6301200,大屯里,6301200041,003,6301200041003,大屯里3鄰,357364.28516600000
北投區,6301200,大屯里,6301200041,004,6301200041004,大屯里4鄰,281227.05013800000
北投區,6301200,湖山里,6301200040,013,6301200040013,湖山里13鄰,192599.60696400000
北投區,6301200,泉源里,6301200039,011,6301200039011,泉源里11鄰,122666.06764500000
北投區,6301200,泉源里,6301200039,012,6301200039012,泉源里12鄰,603582.31901400000
北投區,6301200,泉源里,6301200039,013,6301200039013,泉源里13鄰,185873.84624000000
北投區,6301200,泉源里,6301200039,014,6301200039014,泉源里14鄰,30327.44362700000
北投區,6301200,湖山里,6301200040,008,6301200040008,湖山里8鄰,349872.39531500000
士林區,6301100,陽明里,6301100046,023,6301100046023,陽明里23鄰,65993.31322810000
北投區,6301200,湖山里,6301200040,009,6301200040009,湖山里9鄰,98033.12191430000
北投區,6301200,大屯里,6301200041,001,6301200041001,大屯里1鄰,489824.26090400000
士林區,6301100,陽明里,6301100046,022,6301100046022,陽明里22鄰,50685.49825520000
北投區,6301200,湖山里,6301200040,014,6301200040014,湖山里14鄰,189749.73288400000
士林區,6301100,陽明里,6301100046,021,6301100046021,陽明里21鄰,50400.36667570000
北投區,6301200,湖山里,6301200040,015,6301200040015,湖山里15鄰,49835.84211409990
士林區,6301100,溪山里,6301100049,009,6301100049009,溪山里9鄰,2310629.38724000000
北投區,6301200,湖山里,6301200040,007,6301200040007,湖山里7鄰,26848.00253440000
北投區,6301200,湖山里,6301200040,006,6301200040006,湖山里6鄰,45981.02073880000
士林區,6301100,菁山里,6301100047,005,6301100047005,菁山里5鄰,488183.91736100000
北投區,6301200,泉源里,6301200039,007,6301200039007,泉源里7鄰,63368.96010590000
北投區,6301200,湖山里,6301200040,018,6301200040018,湖山里18鄰,119298.25744900000
北投區,6301200,湖山里,6301200040,004,6301200040004,湖山里4鄰,368080.29742300000
北投區,6301200,大屯里,6301200041,002,6301200041002,大屯里2鄰,125273.70414300000
士林區,6301100,陽明里,6301100046,020,6301100046020,陽明里20鄰,31748.27251250000
士林區,6301100,菁山里,6301100047,009,6301100047009,菁山里9鄰,356847.09491700000
士林區,6301100,陽明里,6301100046,019,6301100046019,陽明里19鄰,30209.25095670000
北投區,6301200,湖山里,6301200040,016,6301200040016,湖山里16鄰,397565.00484700000
北投區,6301200,稻香里,6301200035,014,6301200035014,稻香里14鄰,602867.64898300000
北投區,6301200,稻香里,6301200035,015,6301200035015,稻香里15鄰,270414.99868700000
士林區,6301100,平等里,6301100048,006,6301100048006,平等里6鄰,953026.69300900000
北投區,6301200,湖山里,6301200040,005,6301200040005,湖山里5鄰,42310.21769070000
北投區,6301200,泉源里,6301200039,004,6301200039004,泉源里4鄰,277288.70960300000
士林區,6301100,陽明里,6301100046,018,6301100046018,陽明里18鄰,79592.04124640000
北投區,6301200,泉源里,6301200039,006,6301200039006,泉源里6鄰,111950.96632800000
北投區,6301200,泉源里,6301200039,010,6301200039010,泉源里10鄰,404058.43328000000
北投區,6301200,大屯里,6301200041,008,6301200041008,大屯里8鄰,88520.95410160000
士林區,6301100,菁山里,6301100047,003,6301100047003,菁山里3鄰,376979.74138400000
北投區,6301200,秀山里,6301200032,006,6301200032006,秀山里6鄰,34897.95629000000
北投區,6301200,湖山里,6301200040,017,6301200040017,湖山里17鄰,276114.56310600000
士林區,6301100,陽明里,6301100046,017,6301100046017,陽明里17鄰,95472.39065880000
北投區,6301200,秀山里,6301200032,002,6301200032002,秀山里2鄰,118133.05975800000
北投區,6301200,開明里,6301200029,019,6301200029019,開明里19鄰,126900.99824300000
北投區,6301200,泉源里,6301200039,003,6301200039003,泉源里3鄰,372249.95976800000
北投區,6301200,秀山里,6301200032,012,6301200032012,秀山里12鄰,3781.77562003000
北投區,6301200,秀山里,6301200032,015,6301200032015,秀山里15鄰,3691.15130388000
士林區,6301100,菁山里,6301100047,008,6301100047008,菁山里8鄰,312439.26802100000
北投區,6301200,秀山里,6301200032,009,6301200032009,秀山里9鄰,7485.79542100000
北投區,6301200,秀山里,6301200032,014,6301200032014,秀山里14鄰,4815.77833082000
北投區,6301200,秀山里,6301200032,013,6301200032013,秀山里13鄰,5594.93984181000
北投區,6301200,秀山里,6301200032,004,6301200032004,秀山里4鄰,10241.64457520000
北投區,6301200,秀山里,6301200032,011,6301200032011,秀山里11鄰,7035.26872863000
北投區,6301200,中和里,6301200030,017,6301200030017,中和里17鄰,49682.36291030000
北投區,6301200,泉源里,6301200039,002,6301200039002,泉源里2鄰,5177.67617782000
北投區,6301200,秀山里,6301200032,014,6301200032014,秀山里14鄰,1379.55476558000
北投區,6301200,中和里,6301200030,016,6301200030016,中和里16鄰,30459.79473720000
北投區,6301200,秀山里,6301200032,010,6301200032010,秀山里10鄰,13079.49336110000
北投區,6301200,秀山里,6301200032,003,6301200032003,秀山里3鄰,6627.01451586000
北投區,6301200,秀山里,6301200032,009,6301200032009,秀山里9鄰,5275.72943789000
士林區,6301100,菁山里,6301100047,002,6301100047002,菁山里2鄰,454685.31526100000
士林區,6301100,菁山里,6301100047,004,6301100047004,菁山里4鄰,596650.86002300000
北投區,6301200,中和里,6301200030,018,6301200030018,中和里18鄰,28463.56406680000
北投區,6301200,秀山里,6301200032,005,6301200032005,秀山里5鄰,6519.84864623000
北投區,6301200,秀山里,6301200032,007,6301200032007,秀山里7鄰,8242.55206196000
北投區,6301200,中心里,6301200027,021,6301200027021,中心里21鄰,153404.06857900000
北投區,6301200,桃源里,6301200036,016,6301200036016,桃源里16鄰,610000.08993900000
北投區,6301200,智仁里,6301200031,020,6301200031020,智仁里20鄰,3765.73292772000
北投區,6301200,開明里,6301200029,023,6301200029023,開明里23鄰,20880.96455680000
北投區,6301200,智仁里,6301200031,018,6301200031018,智仁里18鄰,4613.12928536000
北投區,6301200,智仁里,6301200031,010,6301200031010,智仁里10鄰,3742.85911922000
北投區,6301200,智仁里,6301200031,021,6301200031021,智仁里21鄰,5594.23488376000
北投區,6301200,湖山里,6301200040,003,6301200040003,湖山里3鄰,330413.89431300000
北投區,6301200,智仁里,6301200031,019,6301200031019,智仁里19鄰,4426.77924607000
北投區,6301200,智仁里,6301200031,017,6301200031017,智仁里17鄰,3324.66403263000
北投區,6301200,中和里,6301200030,006,6301200030006,中和里6鄰,9046.03255917000
北投區,6301200,開明里,6301200029,022,6301200029022,開明里22鄰,43401.66127600000
士林區,6301100,陽明里,6301100046,016,6301100046016,陽明里16鄰,73300.01552760000
北投區,6301200,中和里,6301200030,015,6301200030015,中和里15鄰,13324.89212340000
北投區,6301200,智仁里,6301200031,016,6301200031016,智仁里16鄰,3690.41081374000
士林區,6301100,陽明里,6301100046,011,6301100046011,陽明里11鄰,242040.49111100000
北投區,6301200,智仁里,6301200031,011,6301200031011,智仁里11鄰,4165.85000249000
北投區,6301200,文化里,6301200033,001,6301200033001,文化里1鄰,431334.65115700000
北投區,6301200,中和里,6301200030,004,6301200030004,中和里4鄰,9027.32253775000
北投區,6301200,智仁里,6301200031,012,6301200031012,智仁里12鄰,3876.04606355000
北投區,6301200,林泉里,6301200026,002,6301200026002,林泉里2鄰,723584.19274300000
北投區,6301200,稻香里,6301200035,016,6301200035016,稻香里16鄰,20845.22706050000
北投區,6301200,中和里,6301200030,008,6301200030008,中和里8鄰,9000.38035814000
北投區,6301200,開明里,6301200029,017,6301200029017,開明里17鄰,51280.07093350000
北投區,6301200,中和里,6301200030,014,6301200030014,中和里14鄰,2613.34420484000
北投區,6301200,智仁里,6301200031,013,6301200031013,智仁里13鄰,4541.74122509000
北投區,6301200,中和里,6301200030,003,6301200030003,中和里3鄰,12398.14627700000
北投區,6301200,湖山里,6301200040,002,6301200040002,湖山里2鄰,287592.40509600000
北投區,6301200,永和里,6301200009,018,6301200009018,永和里18鄰,651538.68936200000
北投區,6301200,湖山里,6301200040,001,6301200040001,湖山里1鄰,299834.07340500000
北投區,6301200,智仁里,6301200031,014,6301200031014,智仁里14鄰,10056.92581690000
北投區,6301200,中和里,6301200030,013,6301200030013,中和里13鄰,3473.61116759000
北投區,6301200,中和里,6301200030,011,6301200030011,中和里11鄰,9460.13227101000
北投區,6301200,中和里,6301200030,012,6301200030012,中和里12鄰,4304.12702019000
北投區,6301200,中和里,6301200030,005,6301200030005,中和里5鄰,10902.30146310000
北投區,6301200,泉源里,6301200039,001,6301200039001,泉源里1鄰,35562.34216660000
北投區,6301200,稻香里,6301200035,012,6301200035012,稻香里12鄰,8108.30757002000
北投區,6301200,智仁里,6301200031,015,6301200031015,智仁里15鄰,8638.38628185000
北投區,6301200,稻香里,6301200035,013,6301200035013,稻香里13鄰,6387.11954977000
北投區,6301200,智仁里,6301200031,009,6301200031009,智仁里9鄰,5509.90625892000
北投區,6301200,開明里,6301200029,021,6301200029021,開明里21鄰,41083.45593350000
北投區,6301200,中和里,6301200030,002,6301200030002,中和里2鄰,6759.57926041000
北投區,6301200,中和里,6301200030,007,6301200030007,中和里7鄰,5143.28844972000
北投區,6301200,中和里,6301200030,001,6301200030001,中和里1鄰,1941.61498472000
北投區,6301200,中和里,6301200030,010,6301200030010,中和里10鄰,7209.64654953000
北投區,6301200,稻香里,6301200035,011,6301200035011,稻香里11鄰,9951.91904036000
士林區,6301100,菁山里,6301100047,007,6301100047007,菁山里7鄰,157710.53483600000
北投區,6301200,開明里,6301200029,015,6301200029015,開明里15鄰,21491.51575820000
士林區,6301100,陽明里,6301100046,012,6301100046012,陽明里12鄰,140504.00190100000
士林區,6301100,天母里,6301100042,001,6301100042001,天母里1鄰,1230642.93202000000
北投區,6301200,稻香里,6301200035,004,6301200035004,稻香里4鄰,41071.30684240000
北投區,6301200,智仁里,6301200031,008,6301200031008,智仁里8鄰,5189.47417230000
北投區,6301200,開明里,6301200029,020,6301200029020,開明里20鄰,14069.64043640000
北投區,6301200,智仁里,6301200031,006,6301200031006,智仁里6鄰,4734.15783712000
北投區,6301200,中和里,6301200030,009,6301200030009,中和里9鄰,2950.50422562000
北投區,6301200,開明里,6301200029,018,6301200029018,開明里18鄰,6894.02611176000
北投區,6301200,開明里,6301200029,003,6301200029003,開明里3鄰,4772.85212043000
北投區,6301200,智仁里,6301200031,007,6301200031007,智仁里7鄰,6237.38599955000
北投區,6301200,中和里,6301200030,001,6301200030001,中和里1鄰,2059.83958100000
北投區,6301200,林泉里,6301200026,009,6301200026009,林泉里9鄰,7498.22189374000
北投區,6301200,稻香里,6301200035,010,6301200035010,稻香里10鄰,8613.57361109000
北投區,6301200,開明里,6301200029,001,6301200029001,開明里1鄰,6043.99355212000
北投區,6301200,中心里,6301200027,010,6301200027010,中心里10鄰,9644.31846929000
北投區,6301200,中心里,6301200027,009,6301200027009,中心里9鄰,19113.14491460000
北投區,6301200,智仁里,6301200031,004,6301200031004,智仁里4鄰,4104.63630713000
北投區,6301200,稻香里,6301200035,009,6301200035009,稻香里9鄰,6606.44021214000
北投區,6301200,中和里,6301200030,019,6301200030019,中和里19鄰,2673.69387726000
北投區,6301200,林泉里,6301200026,010,6301200026010,林泉里10鄰,75232.04535160000
北投區,6301200,中心里,6301200027,011,6301200027011,中心里11鄰,55217.68767230000
北投區,6301200,開明里,6301200029,016,6301200029016,開明里16鄰,8037.18469591000
士林區,6301100,菁山里,6301100047,001,6301100047001,菁山里1鄰,711759.40659700000
士林區,6301100,公館里,6301100044,009,6301100044009,公館里9鄰,600662.73540800000
北投區,6301200,智仁里,6301200031,005,6301200031005,智仁里5鄰,4601.18741402000
北投區,6301200,開明里,6301200029,002,6301200029002,開明里2鄰,3105.71074697000
北投區,6301200,一德里,6301200037,001,6301200037001,一德里1鄰,153685.71902500000
北投區,6301200,開明里,6301200029,014,6301200029014,開明里14鄰,7489.33869809000
北投區,6301200,智仁里,6301200031,001,6301200031001,智仁里1鄰,6930.26094508000
北投區,6301200,稻香里,6301200035,008,6301200035008,稻香里8鄰,6610.39306210000
北投區,6301200,智仁里,6301200031,003,6301200031003,智仁里3鄰,5484.18920072000
北投區,6301200,中心里,6301200027,019,6301200027019,中心里19鄰,18171.62445570000
北投區,6301200,林泉里,6301200026,008,6301200026008,林泉里8鄰,6481.10095890000
北投區,6301200,開明里,6301200029,006,6301200029006,開明里6鄰,4932.04834850000
北投區,6301200,中庸里,6301200028,005,6301200028005,中庸里5鄰,4641.04487521000
北投區,6301200,中心里,6301200027,008,6301200027008,中心里8鄰,11318.73428600000
北投區,6301200,林泉里,6301200026,007,6301200026007,林泉里7鄰,18289.50071990000
北投區,6301200,稻香里,6301200035,006,6301200035006,稻香里6鄰,13362.29578680000
北投區,6301200,中庸里,6301200028,003,6301200028003,中庸里3鄰,4398.35801615000
北投區,6301200,開明里,6301200029,004,6301200029004,開明里4鄰,4370.12325368000
北投區,6301200,開明里,6301200029,008,6301200029008,開明里8鄰,3659.04879555000
北投區,6301200,開明里,6301200029,013,6301200029013,開明里13鄰,6061.53672602000
北投區,6301200,稻香里,6301200035,007,6301200035007,稻香里7鄰,11088.70313110000
北投區,6301200,中心里,6301200027,020,6301200027020,中心里20鄰,1984.12970273000
北投區,6301200,智仁里,6301200031,002,6301200031002,智仁里2鄰,3287.57975588000
北投區,6301200,中心里,6301200027,007,6301200027007,中心里7鄰,1826.92873479000
北投區,6301200,中心里,6301200027,006,6301200027006,中心里6鄰,4543.39836812000
北投區,6301200,中庸里,6301200028,004,6301200028004,中庸里4鄰,14973.36887200000
北投區,6301200,開明里,6301200029,005,6301200029005,開明里5鄰,4762.43430922000
北投區,6301200,林泉里,6301200026,006,6301200026006,林泉里6鄰,14231.89456910000
士林區,6301100,陽明里,6301100046,005,6301100046005,陽明里5鄰,298541.35483700000
北投區,6301200,中心里,6301200027,003,6301200027003,中心里3鄰,35228.80067830000
北投區,6301200,桃源里,6301200036,007,6301200036007,桃源里7鄰,26084.21212840000
北投區,6301200,開明里,6301200029,011,6301200029011,開明里11鄰,10175.62649400000
北投區,6301200,文化里,6301200033,010,6301200033010,文化里10鄰,4503.78357227000
北投區,6301200,開明里,6301200029,012,6301200029012,開明里12鄰,2267.81423432000
北投區,6301200,桃源里,6301200036,006,6301200036006,桃源里6鄰,6620.47986660000
北投區,6301200,開明里,6301200029,007,6301200029007,開明里7鄰,6154.15993899000
北投區,6301200,稻香里,6301200035,005,6301200035005,稻香里5鄰,7846.64215841000
北投區,6301200,林泉里,6301200026,005,6301200026005,林泉里5鄰,44204.43675540000
北投區,6301200,中心里,6301200027,005,6301200027005,中心里5鄰,15061.25715850000
北投區,6301200,文化里,6301200033,009,6301200033009,文化里9鄰,4334.06697284000
北投區,6301200,稻香里,6301200035,003,6301200035003,稻香里3鄰,49107.38896650000
北投區,6301200,開明里,6301200029,009,6301200029009,開明里9鄰,2553.64112567000
北投區,6301200,桃源里,6301200036,017,6301200036017,桃源里17鄰,6254.11955543000
北投區,6301200,開明里,6301200029,010,6301200029010,開明里10鄰,6156.45153067000
北投區,6301200,一德里,6301200037,014,6301200037014,一德里14鄰,621711.80631500000
北投區,6301200,桃源里,6301200036,005,6301200036005,桃源里5鄰,2520.23408419000
北投區,6301200,文化里,6301200033,008,6301200033008,文化里8鄰,5538.59630397000
士林區,6301100,陽明里,6301100046,014,6301100046014,陽明里14鄰,123201.11828400000
北投區,6301200,桃源里,6301200036,001,6301200036001,桃源里1鄰,7542.04874213000
北投區,6301200,文化里,6301200033,011,6301200033011,文化里11鄰,2767.86312271000
北投區,6301200,林泉里,6301200026,001,6301200026001,林泉里1鄰,65920.18666310000
北投區,6301200,中庸里,6301200028,001,6301200028001,中庸里1鄰,4551.02361618000
北投區,6301200,中庸里,6301200028,006,6301200028006,中庸里6鄰,5443.15697092000
北投區,6301200,林泉里,6301200026,017,6301200026017,林泉里17鄰,78569.33474960000
士林區,6301100,溪山里,6301100049,010,6301100049010,溪山里10鄰,2809801.03090000000
北投區,6301200,中心里,6301200027,004,6301200027004,中心里4鄰,6185.92521469000
士林區,6301100,陽明里,6301100046,010,6301100046010,陽明里10鄰,88692.28892820000
北投區,6301200,稻香里,6301200035,002,6301200035002,稻香里2鄰,9759.51865106000
士林區,6301100,陽明里,6301100046,013,6301100046013,陽明里13鄰,49082.33786410000
北投區,6301200,中庸里,6301200028,007,6301200028007,中庸里7鄰,2411.54448136000
北投區,6301200,桃源里,6301200036,008,6301200036008,桃源里8鄰,14840.88485120000
北投區,6301200,中庸里,6301200028,002,6301200028002,中庸里2鄰,5951.95170457000
北投區,6301200,桃源里,6301200036,002,6301200036002,桃源里2鄰,9753.98909839000
北投區,6301200,文化里,6301200033,007,6301200033007,文化里7鄰,4938.35552675000
北投區,6301200,桃源里,6301200036,007,6301200036007,桃源里7鄰,3924.84919172000
北投區,6301200,桃源里,6301200036,003,6301200036003,桃源里3鄰,5158.30774380000
北投區,6301200,中庸里,6301200028,008,6301200028008,中庸里8鄰,2807.21822469000
北投區,6301200,林泉里,6301200026,016,6301200026016,林泉里16鄰,51762.78859790000
北投區,6301200,中心里,6301200027,013,6301200027013,中心里13鄰,6036.28808398000
北投區,6301200,中庸里,6301200028,010,6301200028010,中庸里10鄰,3494.09614152000
北投區,6301200,中心里,6301200027,018,6301200027018,中心里18鄰,3224.50685343000
北投區,6301200,中庸里,6301200028,015,6301200028015,中庸里15鄰,10620.16813480000
北投區,6301200,稻香里,6301200035,001,6301200035001,稻香里1鄰,8926.02444354000
北投區,6301200,文化里,6301200033,006,6301200033006,文化里6鄰,3999.81652857000
北投區,6301200,林泉里,6301200026,011,6301200026011,林泉里11鄰,30847.13478100000
北投區,6301200,文化里,6301200033,012,6301200033012,文化里12鄰,3531.04259333000
北投區,6301200,中庸里,6301200028,011,6301200028011,中庸里11鄰,3564.49922415000
北投區,6301200,中心里,6301200027,012,6301200027012,中心里12鄰,2894.14756961000
北投區,6301200,林泉里,6301200026,004,6301200026004,林泉里4鄰,13918.50999320000
北投區,6301200,中心里,6301200027,002,6301200027002,中心里2鄰,39197.11096200000
北投區,6301200,中庸里,6301200028,009,6301200028009,中庸里9鄰,5358.71624776000
北投區,6301200,中心里,6301200027,014,6301200027014,中心里14鄰,2514.35327418000
北投區,6301200,文化里,6301200033,004,6301200033004,文化里4鄰,6528.48245314000
北投區,6301200,中庸里,6301200028,013,6301200028013,中庸里13鄰,12721.46394890000
北投區,6301200,中心里,6301200027,017,6301200027017,中心里17鄰,4712.48790607000
北投區,6301200,豐年里,6301200034,014,6301200034014,豐年里14鄰,230347.59046900000
北投區,6301200,豐年里,6301200034,011,6301200034011,豐年里11鄰,8185.66270706000
北投區,6301200,林泉里,6301200026,003,6301200026003,林泉里3鄰,62605.51858550000
北投區,6301200,豐年里,6301200034,015,6301200034015,豐年里15鄰,109804.16742000000
士林區,6301100,陽明里,6301100046,009,6301100046009,陽明里9鄰,24252.99564750000
北投區,6301200,桃源里,6301200036,009,6301200036009,桃源里9鄰,2089.74432051000
北投區,6301200,中心里,6301200027,016,6301200027016,中心里16鄰,12053.54430130000
北投區,6301200,中庸里,6301200028,012,6301200028012,中庸里12鄰,3897.65439206000
北投區,6301200,桃源里,6301200036,004,6301200036004,桃源里4鄰,7093.10102440000
北投區,6301200,文化里,6301200033,005,6301200033005,文化里5鄰,5351.98837556000
士林區,6301100,新安里,6301100045,010,6301100045010,新安里10鄰,454339.40339600000
北投區,6301200,文化里,6301200033,013,6301200033013,文化里13鄰,15560.01710440000
北投區,6301200,桃源里,6301200036,009,6301200036009,桃源里9鄰,433380.54351000000
北投區,6301200,桃源里,6301200036,010,6301200036010,桃源里10鄰,7554.05566478000
北投區,6301200,豐年里,6301200034,013,6301200034013,豐年里13鄰,243980.30509600000
北投區,6301200,豐年里,6301200034,010,6301200034010,豐年里10鄰,6578.41318119000
士林區,6301100,陽明里,6301100046,015,6301100046015,陽明里15鄰,58645.47416450000
北投區,6301200,林泉里,6301200026,012,6301200026012,林泉里12鄰,74158.70769980000
北投區,6301200,中心里,6301200027,015,6301200027015,中心里15鄰,5527.39441818000
士林區,6301100,新安里,6301100045,009,6301100045009,新安里9鄰,375038.45103300000
北投區,6301200,文化里,6301200033,014,6301200033014,文化里14鄰,4982.85177992000
士林區,6301100,平等里,6301100048,003,6301100048003,平等里3鄰,329843.92753100000
北投區,6301200,中庸里,6301200028,014,6301200028014,中庸里14鄰,15733.95882600000
北投區,6301200,文化里,6301200033,003,6301200033003,文化里3鄰,4875.64367166000
北投區,6301200,豐年里,6301200034,009,6301200034009,豐年里9鄰,7098.64080674000
士林區,6301100,平等里,6301100048,005,6301100048005,平等里5鄰,259458.68427000000
北投區,6301200,桃源里,6301200036,011,6301200036011,桃源里11鄰,3976.27802629000
士林區,6301100,天母里,6301100042,018,6301100042018,天母里18鄰,290540.69492300000
北投區,6301200,桃源里,6301200036,012,6301200036012,桃源里12鄰,7901.11554199000
北投區,6301200,文化里,6301200033,002,6301200033002,文化里2鄰,7469.41527705000
士林區,6301100,平等里,6301100048,008,6301100048008,平等里8鄰,194775.74896100000
北投區,6301200,豐年里,6301200034,004,6301200034004,豐年里4鄰,4941.02388496000
北投區,6301200,林泉里,6301200026,013,6301200026013,林泉里13鄰,33750.37252960000
北投區,6301200,中心里,6301200027,001,6301200027001,中心里1鄰,19874.27512370000
北投區,6301200,林泉里,6301200026,015,6301200026015,林泉里15鄰,87451.49917190000
北投區,6301200,長安里,6301200023,011,6301200023011,長安里11鄰,26204.28047380000
北投區,6301200,長安里,6301200023,004,6301200023004,長安里4鄰,12055.56235020000
北投區,6301200,豐年里,6301200034,005,6301200034005,豐年里5鄰,5776.82373535000
士林區,6301100,陽明里,6301100046,006,6301100046006,陽明里6鄰,86538.49749250000
北投區,6301200,桃源里,6301200036,013,6301200036013,桃源里13鄰,6626.69666805000
北投區,6301200,長安里,6301200023,007,6301200023007,長安里7鄰,11917.19319030000
北投區,6301200,一德里,6301200037,002,6301200037002,一德里2鄰,395180.58556300000
北投區,6301200,溫泉里,6301200025,001,6301200025001,溫泉里1鄰,16654.69312100000
北投區,6301200,長安里,6301200023,018,6301200023018,長安里18鄰,5645.27541556000
北投區,6301200,豐年里,6301200034,003,6301200034003,豐年里3鄰,3670.31744970000
士林區,6301100,陽明里,6301100046,007,6301100046007,陽明里7鄰,45957.97336180000
北投區,6301200,長安里,6301200023,006,6301200023006,長安里6鄰,10404.04473920000
北投區,6301200,長安里,6301200023,003,6301200023003,長安里3鄰,7704.49928131000
北投區,6301200,豐年里,6301200034,002,6301200034002,豐年里2鄰,115005.09250700000
北投區,6301200,豐年里,6301200034,006,6301200034006,豐年里6鄰,2790.02319462000
北投區,6301200,溫泉里,6301200025,011,6301200025011,溫泉里11鄰,14189.27492430000
北投區,6301200,長安里,6301200023,019,6301200023019,長安里19鄰,9101.67414053000
士林區,6301100,陽明里,6301100046,008,6301100046008,陽明里8鄰,62934.43750310000
北投區,6301200,林泉里,6301200026,014,6301200026014,林泉里14鄰,99997.93222240000
北投區,6301200,桃源里,6301200036,014,6301200036014,桃源里14鄰,7367.90312030000
北投區,6301200,豐年里,6301200034,007,6301200034007,豐年里7鄰,2443.31605792000
北投區,6301200,長安里,6301200023,005,6301200023005,長安里5鄰,10778.46206080000
北投區,6301200,長安里,6301200023,017,6301200023017,長安里17鄰,4528.47233698000
北投區,6301200,長安里,6301200023,010,6301200023010,長安里10鄰,24130.82774720000
北投區,6301200,桃源里,6301200036,015,6301200036015,桃源里15鄰,7405.87932298000
北投區,6301200,長安里,6301200023,015,6301200023015,長安里15鄰,7685.29004006000
北投區,6301200,豐年里,6301200034,016,6301200034016,豐年里16鄰,9771.06165840000
北投區,6301200,豐年里,6301200034,008,6301200034008,豐年里8鄰,2192.82530429000
北投區,6301200,長安里,6301200023,002,6301200023002,長安里2鄰,6519.32239802000
北投區,6301200,奇岩里,6301200020,023,6301200020023,奇岩里23鄰,795467.96040500000
北投區,6301200,一德里,6301200037,003,6301200037003,一德里3鄰,22813.52144320000
北投區,6301200,大同里,6301200024,004,6301200024004,大同里4鄰,13806.53100780000
北投區,6301200,長安里,6301200023,023,6301200023023,長安里23鄰,2216.17507552000
北投區,6301200,長安里,6301200023,021,6301200023021,長安里21鄰,1486.78226914000
北投區,6301200,永和里,6301200009,019,6301200009019,永和里19鄰,599345.24231400000
北投區,6301200,豐年里,6301200034,001,6301200034001,豐年里1鄰,2329.62689395000
北投區,6301200,長安里,6301200023,012,6301200023012,長安里12鄰,5641.63587701000
北投區,6301200,長安里,6301200023,022,6301200023022,長安里22鄰,4400.36755903000
北投區,6301200,大同里,6301200024,005,6301200024005,大同里5鄰,3075.47156673000
北投區,6301200,豐年里,6301200034,012,6301200034012,豐年里12鄰,1596.26731140000
北投區,6301200,溫泉里,6301200025,015,6301200025015,溫泉里15鄰,4991.44386558000
北投區,6301200,溫泉里,6301200025,012,6301200025012,溫泉里12鄰,6490.17645878000
北投區,6301200,長安里,6301200023,020,6301200023020,長安里20鄰,8421.16703015000
北投區,6301200,溫泉里,6301200025,021,6301200025021,溫泉里21鄰,52605.34581690000
北投區,6301200,長安里,6301200023,016,6301200023016,長安里16鄰,11977.33995860000
北投區,6301200,大同里,6301200024,001,6301200024001,大同里1鄰,6649.38567734000
北投區,6301200,溫泉里,6301200025,020,6301200025020,溫泉里20鄰,4972.68396841000
