SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME,area
內湖區,6301000,紫陽里,6301000019,017,6301000019017,紫陽里17鄰,6803.17104782000
中山區,6300400,圓山里,6300400012,011,6300400012011,圓山里11鄰,261184.21231200000
內湖區,6301000,瑞陽里,6301000020,003,6301000020003,瑞陽里3鄰,4820.77585227000
內湖區,6301000,金湖里,6301000034,023,6301000034023,金湖里23鄰,57459.80706280000
內湖區,6301000,港墘里,6301000005,009,6301000005009,港墘里9鄰,3693.90864311000
內湖區,6301000,康寧里,6301000035,001,6301000035001,康寧里1鄰,29957.30529880000
內湖區,6301000,港墘里,6301000005,008,6301000005008,港墘里8鄰,3837.18881346000
內湖區,6301000,瑞陽里,6301000020,006,6301000020006,瑞陽里6鄰,26846.38558560000
內湖區,6301000,瑞陽里,6301000020,010,6301000020010,瑞陽里10鄰,11614.59478330000
內湖區,6301000,瑞光里,6301000021,007,6301000021007,瑞光里7鄰,3614.59236223000
中山區,6300400,大佳里,6300400017,005,6300400017005,大佳里5鄰,412309.74763600000
內湖區,6301000,安泰里,6301000033,009,6301000033009,安泰里9鄰,4308.62594399000
大同區,6300600,老師里,6300600024,015,6300600024015,老師里15鄰,5223.96161754000
內湖區,6301000,瑞光里,6301000021,014,6301000021014,瑞光里14鄰,2865.05577294000
內湖區,6301000,內溝里,6301000025,014,6301000025014,內溝里14鄰,19124.10070620000
內湖區,6301000,港墘里,6301000005,010,6301000005010,港墘里10鄰,2731.50493150000
內湖區,6301000,瑞光里,6301000021,009,6301000021009,瑞光里9鄰,2437.54584207000
內湖區,6301000,港墘里,6301000005,018,6301000005018,港墘里18鄰,6219.70857129000
內湖區,6301000,瑞陽里,6301000020,012,6301000020012,瑞陽里12鄰,6754.02060792000
大同區,6300600,重慶里,6300600025,012,6300600025012,重慶里12鄰,3606.35492794000
內湖區,6301000,金湖里,6301000034,003,6301000034003,金湖里3鄰,29142.68913890000
內湖區,6301000,紫陽里,6301000019,018,6301000019018,紫陽里18鄰,6859.36502027000
大同區,6300600,重慶里,6300600025,020,6300600025020,重慶里20鄰,1746.25428241000
內湖區,6301000,安泰里,6301000033,008,6301000033008,安泰里8鄰,4817.12714064000
大同區,6300600,重慶里,6300600025,023,6300600025023,重慶里23鄰,1408.25537297000
大同區,6300600,重慶里,6300600025,008,6300600025008,重慶里8鄰,3985.64089883000
松山區,6300100,莊敬里,6300100002,028,6300100002028,莊敬里28鄰,678927.96206500000
大同區,6300600,重慶里,6300600025,010,6300600025010,重慶里10鄰,31941.20720920000
內湖區,6301000,瑞光里,6301000021,001,6301000020001,瑞光里1鄰,9799.42067627000
內湖區,6301000,紫陽里,6301000019,016,6301000019016,紫陽里16鄰,4996.87240135000
內湖區,6301000,瑞光里,6301000021,008,6301000021008,瑞光里8鄰,4266.59638842000
內湖區,6301000,瑞陽里,6301000020,007,6301000020007,瑞陽里7鄰,3925.34884066000
大同區,6300600,重慶里,6300600025,011,6300600025011,重慶里11鄰,10263.65791440000
內湖區,6301000,金湖里,6301000034,013,6301000034013,金湖里13鄰,6228.79386965000
內湖區,6301000,金湖里,6301000034,014,6301000034014,金湖里14鄰,10360.45357620000
內湖區,6301000,安泰里,6301000033,007,6301000033007,安泰里7鄰,4189.79649250000
大同區,6300600,重慶里,6300600025,021,6300600025021,重慶里21鄰,5231.19729449000
內湖區,6301000,瑞光里,6301000021,015,6301000021015,瑞光里15鄰,2927.54897624000
大同區,6300600,老師里,6300600024,013,6300600024013,老師里13鄰,35931.27219890000
內湖區,6301000,紫陽里,6301000019,013,6301000019013,紫陽里13鄰,3057.60220622000
內湖區,6301000,內溝里,6301000025,012,6301000025012,內溝里12鄰,5644.71504673000
大同區,6300600,重慶里,6300600025,022,6300600025022,重慶里22鄰,1763.05060400000
內湖區,6301000,安泰里,6301000033,006,6301000033006,安泰里6鄰,3993.80515072000
內湖區,6301000,康寧里,6301000035,011,6301000035011,康寧里11鄰,8279.27284212000
內湖區,6301000,瑞光里,6301000021,010,6301000021010,瑞光里10鄰,4919.32973791000
大同區,6300600,重慶里,6300600025,009,6300600025009,重慶里9鄰,6018.67951610000
內湖區,6301000,紫陽里,6301000019,014,6301000019014,紫陽里14鄰,44630.24903260000
內湖區,6301000,安泰里,6301000033,004,6301000033004,安泰里4鄰,6979.32777681000
內湖區,6301000,瑞光里,6301000021,018,6301000021018,瑞光里18鄰,2267.59645248000
內湖區,6301000,瑞陽里,6301000020,008,6301000020008,瑞陽里8鄰,4716.13755774000
內湖區,6301000,紫陽里,6301000019,015,6301000019015,紫陽里15鄰,33791.91338260000
內湖區,6301000,內溝里,6301000025,013,6301000025013,內溝里13鄰,7145.91032507000
內湖區,6301000,寶湖里,6301000039,001,6301000039001,寶湖里1鄰,232604.38056400000
內湖區,6301000,瑞光里,6301000021,005,6301000021005,瑞光里5鄰,3111.31480329000
內湖區,6301000,瑞光里,6301000021,016,6301000021016,瑞光里16鄰,3026.69519632000
內湖區,6301000,康寧里,6301000035,023,6301000035023,康寧里23鄰,7079.71359783000
大同區,6300600,重慶里,6300600025,018,6300600025018,重慶里18鄰,2198.78172619000
內湖區,6301000,瑞光里,6301000021,004,6301000021004,瑞光里4鄰,1965.64239012000
大同區,6300600,重慶里,6300600025,004,6300600025004,重慶里4鄰,2936.62334962000
大同區,6300600,重慶里,6300600025,005,6300600025005,重慶里5鄰,4350.28936991000
內湖區,6301000,瑞光里,6301000021,019,6301000021019,瑞光里19鄰,2779.04485876000
大同區,6300600,重慶里,6300600025,015,6300600025015,重慶里15鄰,8472.29612236000
內湖區,6301000,湖興里,6301000029,001,6301000029001,湖興里1鄰,14980.78608580000
大同區,6300600,重慶里,6300600025,017,6300600025017,重慶里17鄰,1901.13352846000
內湖區,6301000,瑞光里,6301000021,012,6301000021012,瑞光里12鄰,4380.54749381000
內湖區,6301000,安泰里,6301000033,005,6301000033005,安泰里5鄰,2943.03385733000
內湖區,6301000,瑞光里,6301000021,003,6301000021003,瑞光里3鄰,2471.76619563000
內湖區,6301000,瑞光里,6301000021,020,6301000021020,瑞光里20鄰,52033.74148670000
大同區,6300600,重慶里,6300600025,016,6300600025016,重慶里16鄰,10328.38442340000
內湖區,6301000,安湖里,6301000031,012,6301000031012,安湖里12鄰,61084.61454450000
內湖區,6301000,金湖里,6301000034,015,6301000034015,金湖里15鄰,10332.00003110000
內湖區,6301000,金湖里,6301000034,025,6301000034025,金湖里25鄰,4404.49383892000
內湖區,6301000,瑞光里,6301000021,017,6301000021017,瑞光里17鄰,4246.17327178000
內湖區,6301000,寶湖里,6301000039,002,6301000039002,寶湖里2鄰,7673.00605452000
內湖區,6301000,安泰里,6301000033,003,6301000033003,安泰里3鄰,3303.58850518000
內湖區,6301000,湖興里,6301000029,002,6301000029002,湖興里2鄰,27740.93627800000
內湖區,6301000,康寧里,6301000035,012,6301000035012,康寧里12鄰,3488.01068147000
內湖區,6301000,瑞光里,6301000021,006,6301000021006,瑞光里6鄰,3652.84926688000
內湖區,6301000,東湖里,6301000023,018,6301000023018,東湖里18鄰,32070.38455560000
內湖區,6301000,康寧里,6301000035,021,6301000035021,康寧里21鄰,5157.59842257000
大同區,6300600,重慶里,6300600025,003,6300600025003,重慶里3鄰,3024.11391728000
大同區,6300600,重慶里,6300600025,002,6300600025002,重慶里2鄰,5629.89926955000
大同區,6300600,重慶里,6300600025,001,6300600025001,重慶里1鄰,5083.98143740000
內湖區,6301000,康寧里,6301000035,009,6301000035009,康寧里9鄰,24528.06039760000
內湖區,6301000,康寧里,6301000035,013,6301000035013,康寧里13鄰,5278.48986551000
內湖區,6301000,安泰里,6301000033,002,6301000033002,安泰里2鄰,3732.34060913000
內湖區,6301000,瑞光里,6301000021,013,6301000021013,瑞光里13鄰,4254.46273714000
內湖區,6301000,安泰里,6301000033,001,6301000033001,安泰里1鄰,8974.63038506000
內湖區,6301000,康寧里,6301000035,016,6301000035016,康寧里16鄰,6062.51866324000
內湖區,6301000,瑞光里,6301000021,011,6301000021011,瑞光里11鄰,4554.15486202000
大同區,6300600,保安里,6300600026,010,6300600026010,保安里10鄰,31642.00816570000
大同區,6300600,保安里,6300600026,014,6300600026014,保安里14鄰,5576.09362573000
內湖區,6301000,康寧里,6301000035,020,6301000035020,康寧里20鄰,7738.75263428000
內湖區,6301000,金湖里,6301000034,007,6301000034007,金湖里7鄰,8455.46476564000
內湖區,6301000,金湖里,6301000034,016,6301000034016,金湖里16鄰,11221.01256240000
大同區,6300600,保安里,6300600026,006,6300600026006,保安里6鄰,8337.87356446000
大同區,6300600,保安里,6300600026,007,6300600026007,保安里7鄰,3494.93225955000
中山區,6300400,圓山里,6300400012,008,6300400012008,圓山里8鄰,229590.21398600000
大同區,6300600,保安里,6300600026,009,6300600026009,保安里9鄰,5091.34339839000
內湖區,6301000,金湖里,6301000034,002,6301000034002,金湖里2鄰,20405.43123540000
內湖區,6301000,金湖里,6301000034,005,6301000034005,金湖里5鄰,10606.76660670000
內湖區,6301000,金湖里,6301000034,006,6301000034006,金湖里6鄰,6911.52675887000
內湖區,6301000,康寧里,6301000035,017,6301000035017,康寧里17鄰,7677.13615211000
內湖區,6301000,瑞光里,6301000021,002,6301000021002,瑞光里2鄰,14076.53788680000
大同區,6300600,保安里,6300600026,008,6300600026008,保安里8鄰,17195.01818520000
內湖區,6301000,金湖里,6301000034,017,6301000034017,金湖里17鄰,25823.61258420000
內湖區,6301000,湖興里,6301000029,006,6301000029006,湖興里6鄰,78991.34463200000
內湖區,6301000,內溝里,6301000025,015,6301000025015,內溝里15鄰,6816.68836763000
內湖區,6301000,康寧里,6301000035,006,6301000035006,康寧里6鄰,4587.59784719000
大同區,6300600,老師里,6300600024,010,6300600024010,老師里10鄰,7100.61285241000
內湖區,6301000,樂康里,6301000024,012,6301000024012,樂康里12鄰,8868.25900180000
大同區,6300600,老師里,6300600024,020,6300600024020,老師里20鄰,2494.67467869000
大同區,6300600,老師里,6300600024,011,6300600024011,老師里11鄰,4462.77627397000
大同區,6300600,保安里,6300600026,017,6300600026017,保安里17鄰,4560.29321620000
內湖區,6301000,湖元里,6301000030,018,6301000030018,湖元里18鄰,2195742.36839000000
大同區,6300600,保安里,6300600026,005,6300600026005,保安里5鄰,34932.30106750000
內湖區,6301000,康寧里,6301000035,019,6301000035019,康寧里19鄰,5744.53524074000
內湖區,6301000,樂康里,6301000024,025,6301000024025,樂康里25鄰,2945.84198814000
內湖區,6301000,金湖里,6301000034,026,6301000034026,金湖里26鄰,93212.84519520000
內湖區,6301000,金湖里,6301000034,010,6301000034010,金湖里10鄰,21753.77650540000
內湖區,6301000,樂康里,6301000024,024,6301000024024,樂康里24鄰,4163.14438404000
內湖區,6301000,樂康里,6301000024,004,6301000024004,樂康里4鄰,2661.64570178000
內湖區,6301000,樂康里,6301000024,013,6301000024013,樂康里13鄰,29263.85643130000
大同區,6300600,保安里,6300600026,016,6300600026016,保安里16鄰,4807.09988645000
內湖區,6301000,湖興里,6301000029,013,6301000029013,湖興里13鄰,219566.55254200000
內湖區,6301000,康寧里,6301000035,018,6301000035018,康寧里18鄰,5744.81229856000
大同區,6300600,保安里,6300600026,004,6300600026004,保安里4鄰,4761.51931020000
內湖區,6301000,湖興里,6301000029,003,6301000029003,湖興里3鄰,2145.65979548000
內湖區,6301000,安湖里,6301000031,011,6301000031011,安湖里11鄰,5237.96703253000
大同區,6300600,保安里,6300600026,003,6300600026003,保安里3鄰,4896.87919691000
大同區,6300600,老師里,6300600024,009,6300600024009,老師里9鄰,3903.97727346000
大同區,6300600,老師里,6300600024,007,6300600024007,老師里7鄰,4948.63321150000
大同區,6300600,老師里,6300600024,006,6300600024006,老師里6鄰,4287.29677660000
大同區,6300600,老師里,6300600024,008,6300600024008,老師里8鄰,4720.28050578000
內湖區,6301000,葫洲里,6301000018,019,6301000018019,葫洲里19鄰,3246.08809550000
內湖區,6301000,康寧里,6301000035,007,6301000035007,康寧里7鄰,4606.72115292000
內湖區,6301000,東湖里,6301000023,016,6301000023016,東湖里16鄰,8520.00116479000
內湖區,6301000,明湖里,6301000036,018,6301000036018,明湖里18鄰,2458.83965451000
內湖區,6301000,葫洲里,6301000018,018,6301000018018,葫洲里18鄰,2799.28822115000
內湖區,6301000,湖興里,6301000029,004,6301000029004,湖興里4鄰,5544.41110975000
內湖區,6301000,明湖里,6301000036,020,6301000036020,明湖里20鄰,14765.37271550000
內湖區,6301000,樂康里,6301000024,023,6301000024023,樂康里23鄰,7458.04388039000
大同區,6300600,保安里,6300600026,015,6300600026015,保安里15鄰,6816.58318986000
大同區,6300600,保安里,6300600026,013,6300600026013,保安里13鄰,21302.29923950000
內湖區,6301000,葫洲里,6301000018,020,6301000018020,葫洲里20鄰,6579.72087457000
內湖區,6301000,金湖里,6301000034,009,6301000034009,金湖里9鄰,5926.60603007000
內湖區,6301000,金湖里,6301000034,011,6301000034011,金湖里11鄰,26311.48526470000
內湖區,6301000,湖元里,6301000030,020,6301000030020,湖元里20鄰,24399.43979000000
內湖區,6301000,樂康里,6301000024,026,6301000024026,樂康里26鄰,2972.61094260000
內湖區,6301000,葫洲里,6301000018,005,6301000018005,葫洲里5鄰,6589.16787664000
內湖區,6301000,湖興里,6301000029,005,6301000029005,湖興里5鄰,10584.75069920000
內湖區,6301000,康寧里,6301000035,008,6301000035008,康寧里8鄰,3385.83829658000
內湖區,6301000,康寧里,6301000035,010,6301000035010,康寧里10鄰,5232.25250453000
內湖區,6301000,明湖里,6301000036,003,6301000036003,明湖里3鄰,2802.65555663000
大同區,6300600,保安里,6300600026,002,6300600026002,保安里2鄰,15166.86479010000
內湖區,6301000,葫洲里,6301000018,014,6301000018014,葫洲里14鄰,4305.36227490000
大同區,6300600,老師里,6300600024,005,6300600024005,老師里5鄰,7641.65986584000
內湖區,6301000,樂康里,6301000024,022,6301000024022,樂康里22鄰,5214.84737222000
中山區,6300400,大佳里,6300400017,002,6300400017002,大佳里2鄰,57359.14138170000
內湖區,6301000,東湖里,6301000023,019,6301000023019,東湖里19鄰,4272.67159426000
大同區,6300600,老師里,6300600024,003,6300600024003,老師里3鄰,3885.73215945000
內湖區,6301000,明湖里,6301000036,016,6301000036016,明湖里16鄰,2146.82979241000
內湖區,6301000,明湖里,6301000036,019,6301000036019,明湖里19鄰,10628.08056520000
內湖區,6301000,葫洲里,6301000018,009,6301000018009,葫洲里9鄰,4490.98686532000
松山區,6300100,莊敬里,6300100002,027,6300100002027,莊敬里27鄰,112264.48524800000
內湖區,6301000,樂康里,6301000024,009,6301000024009,樂康里9鄰,2792.73775357000
大同區,6300600,老師里,6300600024,018,6300600024018,老師里18鄰,2525.46059460000
內湖區,6301000,明湖里,6301000036,002,6301000036002,明湖里2鄰,1867.25220271000
內湖區,6301000,葫洲里,6301000018,006,6301000018006,葫洲里6鄰,9331.79682590000
大同區,6300600,保安里,6300600026,012,6300600026012,保安里12鄰,2822.68901693000
內湖區,6301000,明湖里,6301000036,009,6301000036009,明湖里9鄰,24410.65511070000
大同區,6300600,老師里,6300600024,019,6300600024019,老師里19鄰,2394.17466718000
內湖區,6301000,葫洲里,6301000018,008,6301000018008,葫洲里8鄰,9420.35545766000
中山區,6300400,大佳里,6300400017,003,6300400017003,大佳里3鄰,45113.84719280000
內湖區,6301000,明湖里,6301000036,008,6301000036008,明湖里8鄰,2054.34306214000
內湖區,6301000,明湖里,6301000036,007,6301000036007,明湖里7鄰,1135.50901988000
內湖區,6301000,明湖里,6301000036,006,6301000036006,明湖里6鄰,1871.58161224000
大同區,6300600,保安里,6300600026,001,6300600026001,保安里1鄰,7389.62985034000
內湖區,6301000,葫洲里,6301000018,015,6301000018015,葫洲里15鄰,4572.32467482000
中山區,6300400,大佳里,6300400017,004,6300400017004,大佳里4鄰,32737.95228230000
內湖區,6301000,葫洲里,6301000018,001,6301000018001,葫洲里1鄰,8573.39327648000
內湖區,6301000,明湖里,6301000036,001,6301000036001,明湖里1鄰,4309.91009351000
大同區,6300600,老師里,6300600024,002,6300600024002,老師里2鄰,5585.49691587000
內湖區,6301000,明湖里,6301000036,004,6301000036004,明湖里4鄰,1599.18005594000
內湖區,6301000,東湖里,6301000023,020,6301000023020,東湖里20鄰,4688.08658827000
內湖區,6301000,葫洲里,6301000018,010,6301000018010,葫洲里10鄰,5458.29545772000
大同區,6300600,老師里,6300600024,001,6300600024001,老師里1鄰,3934.98794195000
內湖區,6301000,安湖里,6301000031,010,6301000031010,安湖里10鄰,5994.11045918000
內湖區,6301000,湖元里,6301000030,019,6301000030019,湖元里19鄰,16381.15578340000
大同區,6300600,保安里,6300600026,011,6300600026011,保安里11鄰,6556.38340959000
內湖區,6301000,安湖里,6301000031,013,6301000031013,安湖里13鄰,4882.50592927000
內湖區,6301000,樂康里,6301000024,021,6301000024021,樂康里21鄰,2250.29397116000
內湖區,6301000,樂康里,6301000024,017,6301000024017,樂康里17鄰,6623.03672644000
內湖區,6301000,明湖里,6301000036,005,6301000036005,明湖里5鄰,3158.40442041000
內湖區,6301000,樂康里,6301000024,016,6301000024016,樂康里16鄰,2574.73657575000
大同區,6300600,鄰江里,6300600021,003,6300600021003,鄰江里3鄰,26573.62059990000
內湖區,6301000,葫洲里,6301000018,012,6301000018012,葫洲里12鄰,8931.39286851000
內湖區,6301000,葫洲里,6301000018,004,6301000018004,葫洲里4鄰,2154.94122943000
內湖區,6301000,明湖里,6301000036,017,6301000036017,明湖里17鄰,3575.23219970000
內湖區,6301000,樂康里,6301000024,019,6301000024019,樂康里19鄰,1310.90923302000
大同區,6300600,鄰江里,6300600021,002,6300600021002,鄰江里2鄰,2202.71736950000
大同區,6300600,鄰江里,6300600021,001,6300600021001,鄰江里1鄰,5432.29220719000
大同區,6300600,鄰江里,6300600021,023,6300600021023,鄰江里23鄰,5457.07111494000
大同區,6300600,鄰江里,6300600021,024,6300600021024,鄰江里24鄰,3882.90507189000
大同區,6300600,鄰江里,6300600021,025,6300600021025,鄰江里25鄰,5729.33352461000
大同區,6300600,鄰江里,6300600021,026,6300600021026,鄰江里26鄰,3330.71949251000
內湖區,6301000,東湖里,6301000023,015,6301000023015,東湖里15鄰,5258.14834711000
內湖區,6301000,葫洲里,6301000018,013,6301000018013,葫洲里13鄰,8323.39223994000
大同區,6300600,至聖里,6300600022,032,6300600022032,至聖里32鄰,15485.80298270000
大同區,6300600,至聖里,6300600022,021,6300600022021,至聖里21鄰,2447.89497075000
松山區,6300100,精忠里,6300100010,011,6300100010011,精忠里11鄰,2050812.38109000000
內湖區,6301000,明湖里,6301000036,015,6301000036015,明湖里15鄰,2946.39080386000
大同區,6300600,至聖里,6300600022,020,6300600022020,至聖里20鄰,2112.61891897000
內湖區,6301000,樂康里,6301000024,011,6301000024011,樂康里11鄰,3586.14981540000
大同區,6300600,至聖里,6300600022,017,6300600022017,至聖里17鄰,5445.48695772000
大同區,6300600,至聖里,6300600022,008,6300600022008,至聖里8鄰,16904.62622500000
內湖區,6301000,樂康里,6301000024,015,6301000024015,樂康里15鄰,3477.11692707000
內湖區,6301000,樂康里,6301000024,018,6301000024018,樂康里18鄰,3519.74224320000
內湖區,6301000,安湖里,6301000031,017,6301000031017,安湖里17鄰,4320.20393158000
內湖區,6301000,樂康里,6301000024,020,6301000024020,樂康里20鄰,4357.79501444000
大同區,6300600,至聖里,6300600022,001,6300600022001,至聖里1鄰,22165.86667590000
內湖區,6301000,葫洲里,6301000018,003,6301000018003,葫洲里3鄰,131899.02685100000
內湖區,6301000,明湖里,6301000036,014,6301000036014,明湖里14鄰,2809.42481469000
大同區,6300600,鄰江里,6300600021,027,6300600021027,鄰江里27鄰,5079.24556405000
內湖區,6301000,東湖里,6301000023,017,6301000023017,東湖里17鄰,5320.84801543000
大同區,6300600,鄰江里,6300600021,029,6300600021029,鄰江里29鄰,7308.23024093000
內湖區,6301000,葫洲里,6301000018,016,6301000018016,葫洲里16鄰,8742.65903975000
內湖區,6301000,湖興里,6301000029,007,6301000029007,湖興里7鄰,33230.30815920000
內湖區,6301000,樂康里,6301000024,010,6301000024010,樂康里10鄰,3538.97486818000
大同區,6300600,至聖里,6300600022,023,6300600022023,至聖里23鄰,2516.18259375000
大同區,6300600,至聖里,6300600022,022,6300600022022,至聖里22鄰,3111.30565220000
大同區,6300600,至聖里,6300600022,026,6300600022026,至聖里26鄰,3483.36238858000
內湖區,6301000,明湖里,6301000036,013,6301000036013,明湖里13鄰,2726.45576179000
內湖區,6301000,湖興里,6301000029,010,6301000029010,湖興里10鄰,3413.40565719000
內湖區,6301000,寶湖里,6301000039,006,6301000039006,寶湖里6鄰,42469.88638440000
大同區,6300600,至聖里,6300600022,015,6300600022015,至聖里15鄰,3994.27745345000
內湖區,6301000,樂康里,6301000024,014,6301000024014,樂康里14鄰,3472.00981043000
內湖區,6301000,東湖里,6301000023,012,6301000023012,東湖里12鄰,4782.21838118000
內湖區,6301000,東湖里,6301000023,014,6301000023014,東湖里14鄰,4878.68930128000
內湖區,6301000,安湖里,6301000031,018,6301000031018,安湖里18鄰,4140.98752416000
內湖區,6301000,金湖里,6301000034,011,6301000034011,金湖里24鄰,32041.65364780000
內湖區,6301000,葫洲里,6301000018,011,6301000018011,葫洲里11鄰,5377.17061584000
內湖區,6301000,樂康里,6301000024,008,6301000024008,樂康里8鄰,9917.17438149000
中山區,6300400,大佳里,6300400017,001,6300400017001,大佳里1鄰,137715.01049400000
內湖區,6301000,寶湖里,6301000039,022,6301000039022,寶湖里22鄰,70814.92369670000
大同區,6300600,鄰江里,6300600021,004,6300600021004,鄰江里4鄰,25268.79331710000
內湖區,6301000,葫洲里,6301000018,002,6301000018002,葫洲里2鄰,8187.25175656000
大同區,6300600,鄰江里,6300600021,011,6300600021011,鄰江里11鄰,4888.72774920000
內湖區,6301000,葫洲里,6301000018,017,6301000018017,葫洲里17鄰,25495.33954430000
大同區,6300600,至聖里,6300600022,013,6300600022013,至聖里13鄰,1353.32201680000
大同區,6300600,至聖里,6300600022,024,6300600022024,至聖里24鄰,5926.03791305000
內湖區,6301000,東湖里,6301000023,013,6301000023013,東湖里13鄰,4062.94938355000
內湖區,6301000,明湖里,6301000036,012,6301000036012,明湖里12鄰,2148.79937024000
松山區,6300100,莊敬里,6300100002,025,6300100002025,莊敬里25鄰,149271.97229700000
松山區,6300100,莊敬里,6300100002,026,6300100002026,莊敬里26鄰,43954.63329040000
內湖區,6301000,葫洲里,6301000018,007,6301000018007,葫洲里7鄰,3865.72420107000
大同區,6300600,鄰江里,6300600021,018,6300600021018,鄰江里18鄰,6738.05647429000
大同區,6300600,鄰江里,6300600021,028,6300600021028,鄰江里28鄰,6331.90071172000
大同區,6300600,至聖里,6300600022,018,6300600022018,至聖里18鄰,6147.75231411000
內湖區,6301000,明湖里,6301000036,011,6301000036011,明湖里11鄰,3338.11673752000
內湖區,6301000,安湖里,6301000031,003,6301000031003,安湖里3鄰,3642.98975884000
內湖區,6301000,安湖里,6301000031,020,6301000031020,安湖里20鄰,5478.07660863000
大同區,6300600,至聖里,6300600022,010,6300600022010,至聖里10鄰,11386.42838640000
內湖區,6301000,安湖里,6301000031,016,6301000031016,安湖里16鄰,3635.52468571000
內湖區,6301000,東湖里,6301000023,010,6301000023010,東湖里10鄰,7854.91287551000
大同區,6300600,至聖里,6300600022,002,6300600022002,至聖里2鄰,6846.84336532000
內湖區,6301000,湖興里,6301000029,008,6301000029008,湖興里8鄰,2977.86010204000
大同區,6300600,鄰江里,6300600021,012,6300600021012,鄰江里12鄰,3394.96728016000
內湖區,6301000,寶湖里,6301000039,018,6301000039018,寶湖里18鄰,6795.15606980000
大同區,6300600,鄰江里,6300600021,022,6300600021022,鄰江里22鄰,3942.30977913000
內湖區,6301000,東湖里,6301000023,009,6301000023009,東湖里9鄰,4078.40688028000
大同區,6300600,至聖里,6300600022,028,6300600022028,至聖里28鄰,7019.03346775000
大同區,6300600,至聖里,6300600022,014,6300600022014,至聖里14鄰,1509.80542501000
內湖區,6301000,樂康里,6301000024,003,6301000024003,樂康里3鄰,5550.73941029000
大同區,6300600,至聖里,6300600022,027,6300600022027,至聖里27鄰,4926.47141864000
內湖區,6301000,樂康里,6301000024,006,6301000024006,樂康里6鄰,14788.05517900000
內湖區,6301000,樂康里,6301000024,007,6301000024007,樂康里7鄰,3683.64457428000
內湖區,6301000,寶湖里,6301000039,026,6301000039026,寶湖里26鄰,23557.74355440000
內湖區,6301000,安湖里,6301000031,015,6301000031015,安湖里15鄰,4541.15258765000
內湖區,6301000,安湖里,6301000031,007,6301000031007,安湖里7鄰,3177.38082171000
內湖區,6301000,安湖里,6301000031,019,6301000031019,安湖里19鄰,4450.41657300000
大同區,6300600,鄰江里,6300600021,005,6300600021005,鄰江里5鄰,25197.42402660000
內湖區,6301000,東湖里,6301000023,011,6301000023011,東湖里11鄰,5125.93769029000
內湖區,6301000,東湖里,6301000023,008,6301000023008,東湖里8鄰,4832.89135007000
內湖區,6301000,南湖里,6301000040,005,6301000040005,南湖里5鄰,11669.72854820000
內湖區,6301000,明湖里,6301000036,010,6301000036010,明湖里10鄰,2416.05534586000
內湖區,6301000,安湖里,6301000031,014,6301000031014,安湖里14鄰,4819.59179964000
大同區,6300600,至聖里,6300600022,016,6300600022016,至聖里16鄰,2662.93995902000
內湖區,6301000,安湖里,6301000031,006,6301000031006,安湖里6鄰,2645.81804393000
內湖區,6301000,寶湖里,6301000039,017,6301000039017,寶湖里17鄰,3585.76014299000
內湖區,6301000,寶湖里,6301000039,003,6301000039003,寶湖里3鄰,5375.00264791000
內湖區,6301000,寶湖里,6301000039,019,6301000039019,寶湖里19鄰,13533.37330220000
大同區,6300600,至聖里,6300600022,004,6300600022004,至聖里4鄰,4470.17649369000
內湖區,6301000,安湖里,6301000031,009,6301000031009,安湖里9鄰,5362.03026538000
內湖區,6301000,安湖里,6301000031,004,6301000031004,安湖里4鄰,6859.09173043000
內湖區,6301000,樂康里,6301000024,005,6301000024005,樂康里5鄰,25921.98660940000
大同區,6300600,至聖里,6300600022,006,6300600022006,至聖里6鄰,8266.17821297000
大同區,6300600,鄰江里,6300600021,021,6300600021021,鄰江里21鄰,4117.52962272000
內湖區,6301000,南湖里,6301000040,001,6301000040001,南湖里1鄰,6014.21928277000
大同區,6300600,鄰江里,6300600021,019,6300600021019,鄰江里19鄰,2133.12244046000
大同區,6300600,國慶里,6300600018,009,6300600018009,國慶里9鄰,12015.36778570000
內湖區,6301000,東湖里,6301000023,001,6301000023001,東湖里1鄰,29576.20579400000
大同區,6300600,國慶里,6300600018,011,6300600018011,國慶里11鄰,8719.04837987000
大同區,6300600,至聖里,6300600022,030,6300600022030,至聖里30鄰,7737.73081759000
大同區,6300600,至聖里,6300600022,019,6300600022019,至聖里19鄰,36659.70528060000
內湖區,6301000,湖興里,6301000029,009,6301000029009,湖興里9鄰,17379.02065810000
內湖區,6301000,湖興里,6301000029,011,6301000029011,湖興里11鄰,3315.88774278000
大同區,6300600,至聖里,6300600022,003,6300600022003,至聖里3鄰,6100.03618724000
內湖區,6301000,東湖里,6301000023,007,6301000023007,東湖里7鄰,5476.20586275000
內湖區,6301000,安湖里,6301000031,002,6301000031002,安湖里2鄰,5200.37335836000
內湖區,6301000,安湖里,6301000031,001,6301000031001,安湖里1鄰,12186.59738770000
內湖區,6301000,南湖里,6301000040,007,6301000040007,南湖里7鄰,328620.08349600000
內湖區,6301000,南湖里,6301000040,002,6301000040002,南湖里2鄰,12040.04759860000
內湖區,6301000,安湖里,6301000031,005,6301000031005,安湖里5鄰,4422.39842612000
大同區,6300600,鄰江里,6300600021,006,6300600021006,鄰江里6鄰,2971.53491268000
內湖區,6301000,南湖里,6301000040,006,6301000040006,南湖里6鄰,8428.65908891000
