Category,Category_Name,Classes,Classes_Name,Subcategory,Subcategories_Name,Business_Item,Business_Item_Desc,Business_Item_Content
A,農、林、漁、牧業,A1,農業,A101,農藝及園藝業,A101011,種苗業,依植物種苗法規定，從事繁殖、輸出入、銷售種苗之事業者。
A,農、林、漁、牧業,A1,農業,A101,農藝及園藝業,A101020,農作物栽培業,從事稻米、蔬菜、果樹、甘蔗及雜糧等作物栽培之行業。包括稻作栽培業、雜糧栽培業、蔬菜栽培業、果樹栽培業、甘蔗栽培業。
A,農、林、漁、牧業,A1,農業,A101,農藝及園藝業,A101030,特用作物栽培業,從事纖維料、油料、糖料、嗜好料、香料、藥料及工業原料等特用作物栽培之行業。如棕櫚栽培、苧麻栽培、亞麻栽培、大甲藺栽培、芏苡（三角藺）栽培、向日葵栽培、油菜籽栽培、葛鬱金（粉薯）栽培、甜菜栽培、茶葉栽培、菸草栽培、胡椒栽培、花椒栽培、香茅草栽培、芥末籽栽培、杭菊栽培、除蟲菊栽培、枸杞栽培、黃蓍栽培、麥門冬栽培、桑樹栽培、 棉花栽培、瓊麻栽培、黃麻栽培、洋麻（鐘麻）栽培、芝麻栽培、蓖麻籽栽培、樹薯栽培、甜菊栽培、咖啡栽培、可可豆栽培、蛇麻栽培、茴香栽培、仙草栽培、洛神葵栽培、薄荷栽培、魚藤栽培、當歸栽培、山藥栽培、柴胡栽培、牧草栽培、綠肥作物栽培。
A,農、林、漁、牧業,A1,農業,A101,農藝及園藝業,A101040,食用菌菇類栽培業,從事食用菌菇類栽培及其菌種培育之行業。木耳栽培、香菇栽培、草菇栽培、 靈芝栽培、洋菇栽培、金針菇栽培、食用菌菇類菌種培育。
A,農、林、漁、牧業,A1,農業,A101,農藝及園藝業,A101050,花卉栽培業,從事花卉栽培之行業。如盆花植物栽培、觀葉植物栽培、 切花植物栽培。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102020,農產品整理業,從事農產品收割後未銷售或加工前整理或初步處理之行業。如農產品清洗、農產品分級包裝等。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102030,蠶絲業,經營絲繭、平面繭之行業。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102041,休閒農業,利用田園景觀、自然生態及環境資源，結合農林漁牧生產、農業經營活動、農村文化及農家生活，提供國民休閒活動場所之行業。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102050,作物栽培服務業,從事作物之種植、栽培、保護、採收等服務，包括農地耕整、作物栽培、作物保護、土壤處理及施肥、作物採收等機器或人力操作之行業。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102060,糧商業,經營糧食買賣、經紀、倉儲、加工、輸出及輸入之行業。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102070,菸草整理業,從事含菸鹼之菸葉、菸株、菸苗、菸種子、菸骨、菸砂等初步整理，且整理後尚未達可供吸用、嚼用、含用、聞用或以其他方式使用之行業。
A,農、林、漁、牧業,A1,農業,A102,農事服務業,A102080,園藝服務業,從事花草、樹木之種植、施肥、修整、維護，與觀賞樹木、花草供應等服務之行業。行道樹之移植、修剪、維護亦歸入本類。
A,農、林、漁、牧業,A1,農業,A199,其他農業,A199990,其他農業,從事 A101 至 A102 小類以外之其他農業之行業。
A,農、林、漁、牧業,A2,林業及伐木業,A201,林業,A201010,造林業,從事一般林木之採種、移植、種植、保護及管理之行業。如林木採種、林木栽植、育林、森林保護、森林防火、林相改良、林木病蟲害防治等。
A,農、林、漁、牧業,A2,林業及伐木業,A201,林業,A201030,特殊林木經營業,從事特殊用途林木種植並收取其產品之行業。從事防風林之種植亦歸入本類。
A,農、林、漁、牧業,A2,林業及伐木業,A201,林業,A201040,森林遊樂區經營業,在森林區域內，經中央主管機關核定而設置，為提供遊客休閒及育樂活動之行業。
A,農、林、漁、牧業,A2,林業及伐木業,A202,伐木及林產經營業,A202010,野生物採取業,從事林區野生物採捕之行業。
A,農、林、漁、牧業,A2,林業及伐木業,A202,伐木及林產經營業,A202020,薪炭業,利用林產枝梢製造薪材或燒製木炭之行業，如燒炭、薪材採取。
A,農、林、漁、牧業,A2,林業及伐木業,A202,伐木及林產經營業,A202040,伐木業,從事木材之砍伐、剝皮、切斷等初步處理，生產幹木、圓段、粗劈材等，以及利用索道、溜槽、溪流等集運材木之行業，如包工伐木、薪材砍伐、竹林砍伐、木材溜集、伐木及粗解、山地木材集運。
A,農、林、漁、牧業,A2,林業及伐木業,A299,其他林業,A299990,其他林業,從事 A201 至 A202 小類以外之其他林業之行業。
A,農、林、漁、牧業,A3,漁業,A301,漁撈及水產養殖業,A301010,遠洋漁撈業,使用動力漁船在我國二百浬經濟海域以外，從事漁撈之行業。
A,農、林、漁、牧業,A3,漁業,A301,漁撈及水產養殖業,A301020,近海沿岸及內陸漁撈業,使用動力漁船在我國經濟海域（十二至二百浬）或領海（十二浬）內或湖泊、河川、水庫等內陸水域從事漁撈之行業。包括近海漁業、沿岸漁業、內陸漁撈業。
A,農、林、漁、牧業,A3,漁業,A301,漁撈及水產養殖業,A301030,水產養殖業,從事水產生物繁殖或飼養，而出售成體或幼體之行業。包括海面養殖業、內陸養殖業、其他水產養殖業。
A,農、林、漁、牧業,A3,漁業,A301,漁撈及水產養殖業,A301040,娛樂漁業,依娛樂漁業管理辦法規定，指提供漁船，供以娛樂為目的者，在水上採捕水產動植物或觀光之行業。
A,農、林、漁、牧業,A3,漁業,A302,漁事服務業,A302010,對外漁業合作業,以提供漁業技術，在外國專屬漁業區、經濟海域或中華民國境內合作經營漁業之行業。
A,農、林、漁、牧業,A3,漁業,A302,漁事服務業,A302020,漁業服務業,提供漁業生產服務之行業，如漁業補給業。
A,農、林、漁、牧業,A3,漁業,A399,其他漁業,A399990,其他漁業,從事 A301 至 A302 小類以外之其他漁業之行業。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401010,畜牧場經營業,經營種畜畜牧場、種禽畜牧場、生產畜牧場等之行業。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401020,家畜禽飼育業,從事家畜及家禽飼育、繁殖之行業。包括牛飼育業、豬飼育業、雞飼育業、鴨飼育業等。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401031,特定寵物服務業,依動物保護法之規定，經營特定寵物之繁殖、買賣、寄養之行業。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401040,畜牧服務業,從事畜牧技術服務之行業。如家禽孵育、家畜禽配種、 家畜剪毛、蛋類選洗包裝。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401051,野生動物飼養業,依野生動物保育法規定，從事主管機關公告之野生動物之飼養、繁殖、買賣、加工、進出口之行業。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401060,其他動物服務業,經營非依動物保護法規定公告之寵物，及非列為野生動物保育法主管機關公告之野生動物之飼養、繁殖、寄養之行業。
A,農、林、漁、牧業,A4,牧業,A401,畜牧及畜牧服務業,A401990,其他畜牧業,從事A401細類以外畜牧之行業。從事蠶、蜂飼育之行業亦歸入本類。
B,礦業及土石採取業,B1,能源礦業,B101,煤礦業,B101010,煤礦業,從事煤炭之探勘、採取、初步處理及準備作業等之行業，如煤塊碎解、洗煤、煤品分級、褐煤採取、煙煤採取、無煙煤採取等。
B,礦業及土石採取業,B1,能源礦業,B102,石油及天然氣礦業,B102010,石油及天然氣礦業,從事石油及天然氣之勘測、採取、初步處理及有關準備作業等行業，如油氣井設備安裝、石油及天然氣探勘、石油及天然氣開發生產、油頁岩、瀝青砂開採及取油等。
B,礦業及土石採取業,B2,其他礦業,B201,金屬礦業,B201010,金屬礦業,從事金屬礦之探勘、採取、初步處理及有關準備作業等行業。但非以取鐵為主要目的之含鐵礦物採取，應依其主要煉取物歸類；採取硫化鐵用於製硫，應歸入非金屬礦業細類。
B,礦業及土石採取業,B2,其他礦業,B202,非金屬礦業,B202010,非金屬礦業,從事鹽業、土礦業、石礦業及其他非金屬礦物之探勘、採取、初步處理及有關準備作業等之行業。
B,礦業及土石採取業,B6,土石採取業,B601,土石採取業,B601010,土石採取業,從事土、砂、礫、石之探勘、採取、初步處理及有關準備作業等之行業。包括陸上採土業、陸上採石業、河川砂礫採取業、濱海及海域砂礫採取業、其他土石採取業。
C,製造業,C1,食品、飲料及菸類製造業,C101,屠宰業,C101010,屠宰業,依畜牧法規定，設置屠宰場，經營屠宰業務之行業。如家禽屠宰、家畜屠宰、屠體評級等。毋須辦理工廠設立登記。
C,製造業,C1,食品、飲料及菸類製造業,C102,乳品製造業,C102010,乳品製造業,從事乳製品製造之行業。從事批發或零售乳之殺菌、均質、調味、裝瓶等業務者亦歸入本細類。
C,製造業,C1,食品、飲料及菸類製造業,C103,罐頭、冷凍、脫水及醃漬食品製造業,C103050,罐頭、冷凍、脫水及醃漬食品製造業,從事禽畜、水產、果蔬、菜餚等裝罐、冷凍、脫水及醃漬之行業。包括罐頭食品製造業、冷凍食品製造業、脫水食品製造業、醃漬食品製造業等。
C,製造業,C1,食品、飲料及菸類製造業,C104,糖果及烘焙食品製造業,C104010,糖果製造業,從事以蔗糖、果糖、麥芽糖、穀類、乾果、香料、食用色素為原料，製造各種中西式糖果之行業。
C,製造業,C1,食品、飲料及菸類製造業,C104,糖果及烘焙食品製造業,C104020,烘焙炊蒸食品製造業,從事烘焙炊蒸食品製造之行業。如麵包、西點、蛋糕、餅乾、中式茶食、年糕、發糕、蘿蔔糕、麻糬、米?、米香等製造。
C,製造業,C1,食品、飲料及菸類製造業,C105,製油業,C105010,食用油脂製造業,從事食用動、植物油脂之壓榨、萃取及精煉之行業。人造奶油、配製烹飪用油、涼拌用油之製造亦歸入本類。
C,製造業,C1,食品、飲料及菸類製造業,C106,製粉業,C106010,製粉業,從事以稻、麥、豆、薯等製造麵粉、澱粉、粗粒粉、籤、片及速食穀類製品等之行業。代客處理豆類、咖啡、根類之脫粒或剝皮之行業亦歸入本類。
C,製造業,C1,食品、飲料及菸類製造業,C108,製糖業,C108010,糖類製造業,從事以甘蔗、甜菜、澱粉、原料糖或其他原料製造砂糖或其他糖類之行業。
C,製造業,C1,食品、飲料及菸類製造業,C109,調味品製造業,C109010,調味品製造業,從事味精、食用鹽、醬油、調味醬、食用醋及其他調味品製造之行業。包括味精製造業、食用鹽製造業、醬油製造業、調味醬製造業、食用醋製造業及其他調味品製造業。
C,製造業,C1,食品、飲料及菸類製造業,C110,飲料製造業,C110010,飲料製造業,從事含酒精性成分0.5%以下之飲料製造之行業，如果汁、蒸餾水、礦泉水、果蔬汁、蔬菜汁、醋飲料、碳酸飲料、麥芽飲料、咖啡飲料、運動飲料、茶類飲料、包裝飲用水、機能性飲料等製造之行業。
C,製造業,C1,食品、飲料及菸類製造業,C111,製茶業,C111010,製茶業,從事茶葉製造之行業，包括分級、殺菁、發酵、揉捻、烘焙、加料、壓製等作業。
C,製造業,C1,食品、飲料及菸類製造業,C112,製菸業,C112011,製菸業,依菸酒管理法之規定，經營菸類製造、分裝之行業。
C,製造業,C1,食品、飲料及菸類製造業,C113,製酒業,C113011,製酒業,依菸酒管理法之規定，經營酒類製造、分裝之行業。
C,製造業,C1,食品、飲料及菸類製造業,C113,製酒業,C113020,酒類半成品製造業,產製酒麴、酒類半成品之行業。
C,製造業,C1,食品、飲料及菸類製造業,C114,食品添加物製造業,C114010,食品添加物製造業,依「食品衛生管理法」規定，經營食品添加物製造之行業。並符合「食品添加物使用範圍及限量暨規格標準」之規定。
C,製造業,C1,食品、飲料及菸類製造業,C199,其他食品製造業,C199010,麵條、粉條類食品製造業,從事以穀類細粉揉成粉坯，經人工或機器擠軋、拉漏等操作，製成生、熟麵條、粉條食品之行業。如麵條、米粉、冬粉、通心粉、速食米粉、速食麵條、粉條等之製造。
C,製造業,C1,食品、飲料及菸類製造業,C199,其他食品製造業,C199020,食用冰製造業,從事食用冰製品製造之行業。如冰棒之製造。
C,製造業,C1,食品、飲料及菸類製造業,C199,其他食品製造業,C199030,即食餐食製造業,從事餐盒食品、團體膳食、現成菜餚等製造外送之行業。
C,製造業,C1,食品、飲料及菸類製造業,C199,其他食品製造業,C199040,豆類加工食品製造業,從事豆類加工食品製造之行業。
C,製造業,C1,食品、飲料及菸類製造業,C199,其他食品製造業,C199990,未分類其他食品製造業,從事 C101010 至 C199040 細類以外之其他食品製造之行業。
C,製造業,C2,飼料及寵物食品製造業,C201,飼料及寵物食品製造業,C201010,飼料製造業,從事家畜、家禽、水產類之飼料或飼料添加物等製造、調配之行業。如植物性單一飼料製造、動物性單一飼料製造、補助飼料配製、配合飼料配製、飼料添加物配製。
C,製造業,C2,飼料及寵物食品製造業,C201,飼料及寵物食品製造業,C201020,寵物食品製造業,經營寵物食用之乾糧、罐頭、零食及營養品等製造、調配之行業。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C301,紡紗業,C301010,紡紗業,從事纖維開棉、去脂、梳理、併條、精紡或假撚加工等處理，以紡成紗線之行業。包（覆）彈性絲之紡紗亦歸入本類。包括棉紡紗業、毛紡紗業、人造纖維紡紗業、人造纖維加工絲業及其他紡紗業等。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C302,織布業,C302010,織布業,從事以各種材質之紗（絲）為原料織造布疋之行業。包括棉梭織布業、毛梭織布業、人造纖維梭織布業、針織布業、其他織布業等。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C303,不織布業,C303010,不織布業,從事以天然纖維及人造纖維經膠合、針軋、水軋、熱融、紡黏及融噴等方法製成織品之行業。如膠合不織布製造、 水針（軋）不織布製造、紡黏不織布製造、針軋不織布製造、熱融不織布製造、融噴不織布製造等。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C305,印染整理業,C305010,印染整理業,從事纖維、紗線、布疋、成衣、織帶、拉鍊、繩網等漂白、染色、印花、整理及塗佈等行業。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C306,成衣業,C306010,成衣業,從事衣著裁剪、縫製之行業。包括梭織成衣業、針織成衣業等。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C307,服飾品製造業,C307010,服飾品製造業,從事各類服飾品製造之行業，如襪類、紡織手套、假領縫製、領帶縫製、絲巾縫製、手帕縫製、護膝縫製、綁腿製造、襪帶縫製、領結縫製、領巾縫製、圍巾頭巾製造、護袖縫製、護脛縫製、吊帶縫製等。
C,製造業,C3,紡織、成衣、服飾品及紡織製品製造業,C399,其他紡織及製品製造業,C399990,其他紡織及製品製造業,從事C301、C302、C303、C305、C306、C307  以外之其他紡織及紡織製品製造之行業，如花邊、畫布、毛巾、床單、睡袋等。
C,製造業,C4,皮革、毛皮及其製品製造業,C401,皮革、毛皮整製業,C401030,皮革、毛皮整製業,從事皮革、毛皮之鞣製、硝製、染整、梳整、壓花、上漆、上蠟，或以熟製皮革下腳為原料從事磨碎、壓製等行業。
C,製造業,C4,皮革、毛皮及其製品製造業,C402,皮革、毛皮製品製造業,C402030,皮革、毛皮製品製造業,從事以皮革、毛皮及人造皮革製品製造之行業。如網皮製造、皮管製造、皮馬勒製造、皮圍裙製造、皮墊圈製造、皮革蛇管製造、小件皮飾製造、編皮製品製造、皮革狗玩具製造、皮革狗（貓）飾物製造、毛皮縫製、毛皮護耳縫製、毛皮手套縫製、全獸毛皮地毯製造、皮衣製造、皮帶製造、皮鞭製造、皮套製造、皮手套製造、皮齒輪製造、皮吊桶製造、機軸護革製造、皮革鞍具製造、磨刀皮帶製造、機器用皮帶製造、機器用皮革零件製造、毛皮暖帽縫製、毛皮手筒縫製、毛皮圍領製造、全獸毛皮衣飾縫製等。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501010,製材業,從事原木之貯存、鋸割及製成製造用材料或半成品之行業。木材保存處理之行業及設於林地之專業性鋸木廠亦歸入本類。原木之剝皮、切斷等初步處理應歸入A202040（伐木業）細類。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501030,合板製造業,從事合板製造與合板表面處理等二次加工之行業。單板之製造亦歸入本細類。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501040,組合木材製造業,從事以加壓膠合方式，將木質材料製造成建築或家具用板材、割材與角材之行業。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501060,木質容器製造業,從事以木質、柳條材料製造各種容器之行業。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501070,竹、藤製品製造業,從事竹、藤加工及其製品製造之行業。層竹製品製造亦歸入本類。
C,製造業,C5,木竹製品製造業,C501,木竹製品製造業,C501990,其他木製品製造業,從事C501010至C501070 細類以外木製品製造之行業。木細作及雕花、刻字、塗裝，以及軟木（木栓）製品製造亦歸入本類。木、竹、柳條、藤材等塑化、塑化木（板）材加工之行業亦歸入本類。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601010,紙漿製造業,從事木材、竹、草、蔗渣、廢布、廢紙、下腳棉花及其他植物纖維製造紙漿之行業。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601020,紙製造業,從事紙張、紙板及其製品製造之行業。包括紙張製造業、紙板製造業等。但瓦楞紙板製造歸入C601030 紙容器製造業。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601030,紙容器製造業,從事以紙板、瓦楞紙、浸蠟紙、強力紙等製造密封或通氣之容器或紙袋之行業。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601040,加工紙製造業,以紙或紙板製造加工紙類之行業。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601050,家庭及衛生用紙製造業,從事以紙漿、紙等製造家庭或衛生用紙之行業。但不織布紙巾之製造應歸入C303010（不織布業）細類。
C,製造業,C6,紙漿、紙及紙製品業,C601,紙漿、紙及紙製品業,C601990,其他紙製品製造業,從事 C601010 至 C601050 細類以外之其他紙及紙製品製造之行業。紙帽之製造亦歸入本細類。
C,製造業,C7,印刷及其輔助業,C701,印刷業,C701010,印刷業,從事書籍、地圖、樂譜、廣告、文件、表冊等承印之行業，不論被印材為紙質、金屬、塑膠、橡膠、樹脂，或其他材料者均屬之。
C,製造業,C7,印刷及其輔助業,C702,製版業,C702010,製版業,從事印刷相關用版製作之行業。如木版、鉛版、石版、銅鋅版、樹脂版、鋁版、銅版、照相版、電鑄版、網版等。
C,製造業,C7,印刷及其輔助業,C703,裝訂業,C703010,印刷品裝訂及加工業,從事印刷品裝訂及加工之行業。
C,製造業,C8,化學業,C801,化學材料製造業,C801010,基本化學工業,以化合、分解、分餾、蒸發、萃取等物理或化學反應方法產製無機或有機基本化學原料之行業。如化學元素（如氧氣、液氧、氫氣、氮氣、液氮、一氧化碳、液氯、氬、二氧化鈦、合成氣等）、酸類（如濃硫酸、氫氯酸、硝酸、磷酸等）、氫氧化合物（如氫氧化鈉、液鹼、氫氧化鉀、氫氧化鋁等）、氧化物（如氧化鋅、過氧化氫等）、硫酸化合物（如硫酸鋁、硫酸鈉、硫酸鉀、硫酸鎳等）、金屬無機鹽（如碳酸鈉、氯酸鉀、碳酸氫鈉、磷酸二鈣、三聚磷酸鈉、碳酸鉀、氰化鈉、矽酸鈉、碳酸亞鎳、碳化鈣等）、氯化物等各項基本化學材料製造之行業。但從事酒精製造應歸「食用酒精製造業」或「非食用酒精製造業」。
C,製造業,C8,化學業,C801,化學材料製造業,C801020,石油化工原料製造業,事以石油或天然氣產製石化基本原料及中間產品之行業。其中石油化工原料包括無環烴（如甲烷、乙烷、丙烷、丁烷、正己烷、乙烯、丙烯、正丁烯、丁二烯、異丁烯、乙炔、氟氯碳化物等）、環烴（如苯、甲苯、乙苯、苯乙烯單體、烷苯、異丙苯、環己烷等）、烴衍生物（如氯乙烯單體）、醚及衍生物（如環氧乙烷、氧化丙烯、甲基第三丁基醚等）、醛酮化合物（如甲醛、乙醛、丙酮、丁醛、甲基異丁基酮等）、醇化合物（如甲醇、乙二醇、丙二醇、異丙醇、丙三醇、異戊四醇等）、酚及化合物（如酚、丙二酚等）、合成酸及衍生物（如冰醋酸、醋酸乙烯、對苯二甲酸二甲酯、甲基丙烯酸甲酯、丙烯酸甲酯、丙烯酸丁酯、馬來酐、己二酸等）、合成胺（如己內醯胺、三聚氰胺、環己胺、己二胺等）及無水氨、炭黑等。有關乙醇之製造，應歸非食用酒精製造業。
C,製造業,C8,化學業,C801,化學材料製造業,C801030,精密化學材料製造業,從事以精密化學操作製造高純度化學元素，各種無機及有機試藥，及放射性物質等以供測定、分析、試驗等使用之行業。
C,製造業,C8,化學業,C801,化學材料製造業,C801060,合成橡膠製造業,從事以化學合成方法製造合成橡膠或彈性物質之行業。
C,製造業,C8,化學業,C801,化學材料製造業,C801081,食用酒精製造業,依菸酒管理法之規定，食用酒精製造之行業。
C,製造業,C8,化學業,C801,化學材料製造業,C801091,非食用酒精製造業,依菸酒管理法之規定，非食用酒精製造之行業，含乙醇之製造。
C,製造業,C8,化學業,C801,化學材料製造業,C801100,合成樹脂及塑膠製造業,從事高分子聚合物如合成樹脂、塑膠等化學合成製造之行業。
C,製造業,C8,化學業,C801,化學材料製造業,C801110,肥料製造業,從事以化學方法製造化學肥料與土壤改進劑等行業。有機肥料之製造亦歸入本類。
C,製造業,C8,化學業,C801,化學材料製造業,C801120,人造纖維製造業,以化學合成方法製造高分子聚合纖維棉及絲之行業。以纖維素再生製造纖維如嫘縈等亦歸入本細類。
C,製造業,C8,化學業,C801,化學材料製造業,C801990,其他化學材料製造業,從事C801010 至C801120 細類以外其他化學材料製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802041,西藥製造業,人用醫藥品原料（如抗生素、維生素、激素、麻醉藥、鎮靜催眠藥、賦形劑、空膠囊等）及藥品（如麻醉藥品製劑、心臟脈管與腎作用藥、呼吸道作用藥、營養與電解質液、血液與造血器作用藥、激素及影響激素機能作用藥、免疫性用藥、抗腫瘍藥、抗微生物藥、抗過敏抗組織安藥、皮膚用藥、醫用氣體等）、生物製劑（毒素、疫苗、抗毒素、類毒素、結核菌素、蛇毒血清、凝血因子、血清蛋白、血液衍生物、檢驗試劑等）等製造、加工調製之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802051,中藥製造業,中藥藥材之加工及其劑型之加工調製製成一定重量劑型之行業。如中藥傳統製劑、中藥濃縮製劑、中藥之西藥劑型等之製造。
C,製造業,C8,化學業,C802,化學製品製造業,C802060,動物用藥製造業,從事動物用藥品製造、加工之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802070,農藥製造業,從事農藥製造之行業。如殺菌劑、殺蟲劑（農業用）、殺鼠劑、除草劑、殺線蟲劑、植物生長調節劑、引誘劑等之製造。
C,製造業,C8,化學業,C802,化學製品製造業,C802080,環境用藥製造業,從事環境用藥之製造、加工、分裝行業。如蚊香、殺蟲劑（環境衛生用）等之製造。
C,製造業,C8,化學業,C802,化學製品製造業,C802090,清潔用品製造業,從事清潔洗濯用品製造之行業。牙膏、牙粉等盥洗用品製造亦歸入本細類。
C,製造業,C8,化學業,C802,化學製品製造業,C802100,化粧品製造業,從事化粧品製造之行業。化粧用香料之製造或萃取亦歸入本細類。
C,製造業,C8,化學業,C802,化學製品製造業,C802110,化粧品色素製造業,從事化粧品色素製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802120,工業助劑製造業,各種工業觸媒及工業助劑（如水處理劑、安定劑、稀釋劑、接著劑、增硬劑）製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802130,事業用爆炸物製造業,依事業用爆炸物管理條例之規定，從事爆炸物製造之行業，包括1.供爆破用途之炸藥成品，包括現場拌合爆劑2.供起爆、引燃、發射及其他特定用途之火工製品，包括各式雷管、導火索、導爆索、底火帽、點火頭、延期信管及發射藥3.製造前二款爆炸物用之火藥類及炸藥類原料4.經中央主管機關公告之其他爆炸物。
C,製造業,C8,化學業,C802,化學製品製造業,C802140,爆竹、煙火製造業,從事各種爆竹、煙火製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802160,黏性膠帶製造業,從事各種黏性膠帶製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802170,毒性化學物質製造業,從事各種毒性化學物質製造之行業。
C,製造業,C8,化學業,C802,化學製品製造業,C802200,塗料、油漆、染料及顏料製造業,從事塗料、油漆、染料及顏料製造及分裝之行業。瓷釉、油墨之製造亦歸入本類。
C,製造業,C8,化學業,C802,化學製品製造業,C802990,其他化學製品製造業,從事C802010 至C802200 細類以外其他化學製品（如石蠟、蠟燭等）製造之行業。
C,製造業,C8,化學業,C803,石油及煤製品製造業,C803011,石油煉製業,依石油管理法之規定，指以石油為原料，經蒸餾、精煉及摻配之煉製程序，從事製造石油製品之事業。但瀝青製品製造應歸入C803990（其他石油及煤製品製造業）細類。
C,製造業,C8,化學業,C803,石油及煤製品製造業,C803021,酒精汽油與生質柴油及廢棄物回收產生石油等再生能源生產業,依石油管理法之規定，經營酒精汽油與生質柴油及廢棄物回收產生石油等再生能源生產之行業。
C,製造業,C8,化學業,C803,石油及煤製品製造業,C803990,其他石油及煤製品製造業,由石油副產品如瀝青、石油焦等製造建築防水材料及其他製品，而獨立經營不屬石油煉製之行業以及用煤炭煉製焦炭或壓製煤磚等行業。
C,製造業,C8,化學業,C804,橡膠製品製造業,C804010,輪胎製造業,從事橡膠輪胎製造或翻新之行業。
C,製造業,C8,化學業,C804,橡膠製品製造業,C804020,工業用橡膠製品製造業,從事工業用橡膠製品製造之行業。
C,製造業,C8,化學業,C804,橡膠製品製造業,C804990,其他橡膠製品製造業,從事C804010 至C804020 細類及橡膠鞋以外其他橡膠或合成橡膠製品製造之行業。廢舊橡膠製品重製再生膠之行業亦屬本細類。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805010,塑膠皮、布、板、管材製造業,從事塑膠原料加工製造皮、布、板、管等基本材料之行業。如塑膠布、塑膠管、合成皮、塑膠片、塑膠板、塑膠桿等之製造。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805020,塑膠膜、袋製造業,從事薄膜塑膠袋吹製、押出之行業。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805030,塑膠日用品製造業,從事塑膠日用品真空、射出、及擠壓成型之行業。如塑膠碗、塑膠壺、塑膠盒、塑膠梳、塑膠盆、塑膠筷、塑膠杯、塑膠匙、塑膠桶、塑膠衣夾、塑膠牙刷、塑膠提籃、塑膠衣架、塑膠毛巾架、塑膠肥皂盒等之製造。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805050,工業用塑膠製品製造業,從事工業用塑膠製品製造之行業。如電子、電機、運輸工具塑膠配件等之製造。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805060,塑膠皮製品製造業,從事塑膠鞋以外其他塑膠皮燙粘製品製造之行業。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805070,強化塑膠製品製造業,從事以樹脂（塑膠）為基材，玻璃纖維、碳纖維等為補強材，複合加工製造各種製品之行業。
C,製造業,C8,化學業,C805,塑膠製品製造業,C805990,其他塑膠製品製造業,從事C805010 至C805070 細類及塑膠鞋以外其他塑膠製品製造之行業。塑膠廢品之再製亦歸入本細類。
C,製造業,C9,非金屬礦物製品製造業,C901,非金屬礦物製品製造業,C901010,陶瓷及陶瓷製品製造業,從事以長石、砂石、黏土等天然礦物與人造陶瓷材料製造陶瓷製品之行業。包括陶瓷衛浴設備製造業、陶瓷藝術品製造業、陶瓷建材製造業、科學用與工業用陶瓷製品製造業、其他陶瓷製品製造業。陶瓷餐具製造業歸入CO01010 餐具製造業。
