Category,Category_Name,Classes,Classes_Name,Subcategory,Subcategories_Name,Business_Item,Business_Item_Desc,Business_Item_Content
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01020,軌道車輛及其零件製造業,從事軌道車輛及其專用零件製造修配之行業。包括軌道車輛製造修配業、軌道車輛零件製造業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01030,汽車及其零件製造業,從事汽車及其專用零件製造之行業。包括汽車製造業、汽車零件製造業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01040,機車及其零件製造業,從事二輪、三輪機車及其專用零件製造之行業。包括機車製造業、機車零件製造業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01050,自行車及其零件製造業,從事自行車及其專用零件製造之行業。包括自行車製造業、自行車零件製造業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01060,航空器及其零件製造業,從事航空器及其專用零件製造修配之行業。包括航空器製造修配業、航空器零件製造業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01070,商港區船舶小修業,從事商港區船舶小修業務之行業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01080,工業專用港或工業專用碼頭船舶小修業,依促進產業升級條例及民營事業投資開發工業區內工業專用港輔導及管理辦法之規定，經營工業專用港或工業專用碼頭區域內，船舶小修業務之行業。
C,製造業,CD,運輸工具製造業,CD01,運輸工具製造業,CD01990,其他運輸工具及其零件製造業,從事CD01010至CD01080細類以外運輸工具及零件製造修配之行業。
C,製造業,CE,光學及精密器械製造業,CE01,光學及精密器械製造業,CE01010,一般儀器製造業,種科學儀器如一般測量器械，一般檢驗器械，物理、化學、生物實驗用一般儀器及特殊設計儀器，汽車、船舶、航空器之各種記錄儀器及量度儀表、工業用檢驗、記錄、量度、控制儀表、各種監控器材等製造之行業。包括六分儀、迴轉儀、粘度計、氣壓計、製圖機、積分儀、濕度計、瓦特計、水平儀、安培計、地震計、探空儀、指北針、風力儀、計數器、示波器、氣流計、數學儀器、燃氣儀表、電測儀器、氣象儀器、面積儀器、航海羅盤、航海儀器、示範模型、水文儀器、地質儀器、電導測定器、塵埃分析器、光譜分析儀、質子加速器、數學繪圖儀、三次元量床、土壤分析器、魚群探測儀、熱工測驗機、織物試驗機、氣體分析器、顯微切片機、電子加速器、頻率測定器、紙類試驗機、環境測驗儀、質譜分析儀、流量校正器、化學實驗儀器、色譜層析設備、核子衝擊設備、電子試驗儀器、電路試驗儀器、物理實驗儀器、工業材料試驗機、高速離心分離機、放射線測驗儀器、真空器及感測器、機械精度控制儀器、船用遠航（羅遠）儀、自動生物化學分析設備（限供動物或研究室使用，如為人體用屬醫療器材範圍）等。
C,製造業,CE,光學及精密器械製造業,CE01,光學及精密器械製造業,CE01021,度量衡器製造業,依度量衡法及度量衡法施行細則等規定，從事度量衡器製造之行業。
C,製造業,CE,光學及精密器械製造業,CE01,光學及精密器械製造業,CE01030,光學儀器製造業,從事各種光學元件、照像及攝影器材、觀測器材、眼鏡等光學儀器製造之行業。包括感光紙、螢光屏、感光片、放映鏡頭、交換鏡頭、複印攝影機、照像暗房器材、相片沖洗設備、風鏡、門眼、眼鏡框、透鏡片、濾鏡片、眼鏡片、偏光鏡片、放大鏡片、三錂鏡片、工業用護目鏡、光柵、測距器、測光器、定天儀、投影機、色譜儀、曝光表、定日鏡、經緯儀、潛望鏡、分光儀、航炸儀、幻燈機、顯微鏡、瞄準鏡、雷射設備（限供動物或研究室使用，如為人體用屬醫療器材範圍）、防空搜索鏡、望遠鏡、電子繞射設備等。
C,製造業,CE,光學及精密器械製造業,CE01,光學及精密器械製造業,CE01040,鐘錶製造業,從事鐘錶、計時器及其零件製造之行業。
C,製造業,CE,光學及精密器械製造業,CE01,光學及精密器械製造業,CE01990,其他光學及精密器械製造業,從事CE01010 至CE01040 細類以外其他精密器械製造之行業，包括繪圖器械、鐫刻器械等。
C,製造業,CF,醫療器材製造業,CF01,醫療器材製造業,CF01011,醫療器材製造業,依藥事法之規定，從事醫療器材製造之行業。包括醫學、醫療衛生材料（棉花、不織布製敷料，橡膠、塑膠製醫用材料），體外檢驗試劑、檢驗分析儀器，治療儀器設備，隱形眼鏡、保健、復健及殘障用品、助聽器、牙科填料、人工肢體、醫學檢診儀器、一般診斷用ｘ光機、處方用鏡片及使用於處方用鏡片之鏡框等。
C,製造業,CG,珠寶及貴金屬製品製造業,CG01,珠寶及貴金屬製品製造業,CG01010,珠寶及貴金屬製品製造業,從事珠寶及貴金屬之鑲嵌、鏤刻或琢磨，以製造各種首飾、案頭裝飾品及其他製品之行業均屬之。寶石琢磨及錢幣鑄造亦歸入本細類。
C,製造業,CH,育樂用品製造業,CH01,育樂用品製造業,CH01010,體育用品製造業,從事體育用品製造之行業。
C,製造業,CH,育樂用品製造業,CH01,育樂用品製造業,CH01020,樂器製造業,從事樂器及其專用零件製造之行業。
C,製造業,CH,育樂用品製造業,CH01,育樂用品製造業,CH01030,文具製造業,從事文具製造之行業。
C,製造業,CH,育樂用品製造業,CH01,育樂用品製造業,CH01040,玩具製造業,從事玩具、玩偶及電動玩具製造之行業。經植入電子零件之電子玩具亦歸入本類。包含玩具槍製造。
C,製造業,CI,繩、纜、網、氈、毯製造業,CI01,繩、纜、網、氈、毯製造業,CI01010,繩、纜、網製造業,從事以棉、麻、絲、棕櫚等纖維，或人造纖維、紙、草、蔓及塑膠等編製繩、纜、網等之行業。
C,製造業,CI,繩、纜、網、氈、毯製造業,CI01,繩、纜、網、氈、毯製造業,CI01020,毯、氈製造業,從事以毛、麻、人造纖維等製造毯、氈等之編織或槌製之行業。包括地毯、掛毯、棕氈、毛氈、刺繡毛毯等。
C,製造業,CI,繩、纜、網、氈、毯製造業,CI01,繩、纜、網、氈、毯製造業,CI01030,漁網製造業,從事以各種纖維或塑膠等編製漁網之行業。從事以各種材質製造或編織帽類之行業。針織帽、氈帽之製造亦歸入本類。
C,製造業,CJ,製帽業,CJ01,製帽業,CJ01010,製帽業,從事以各種材質製造或編織帽類之行業。針織帽、氈帽之製造亦歸入本類。
C,製造業,CK,製鞋業,CK01,製鞋業,CK01010,製鞋業,從事以各種材質（如皮革、橡膠、塑膠、紡織品等）製造各式鞋類之行業。鞋跟、鞋底等鞋材之製造亦歸入本類。
C,製造業,CL,製傘業,CL01,製傘業,CL01010,製傘業,從事以各種材質製造各式傘類之行業。
C,製造業,CM,箱、包、袋業,CM01,箱、包、袋業,CM01010,箱、包、袋製造業,從事以各種材質（如皮革、紡織品、塑膠皮布等）製造行李箱、書包、手提袋及類似品之行業。
C,製造業,CN,家具及裝設品製造業,CN01,家具及裝設品製造業,CN01010,家具及裝設品製造業,從事各種材質家具及裝設品之製造、表面塗裝之行業。
C,製造業,CO,餐具製造業,CO01,餐具製造業,CO01010,餐具製造業,從事各種餐具製造之行業，如飲食用刀具、碗、盤、碟等。
C,製造業,CP,手工具製造業,CP01,手工具製造業,CP01010,手工具製造業,從事各種金屬手工具製造修配之行業。
C,製造業,CQ,模具製造業,CQ01,模具製造業,CQ01010,模具製造業,從事模具鐫刻、修改、翻製之行業。
C,製造業,CR,瓦斯器材及其零件製造業,CR01,瓦斯器材及其零件製造業,CR01010,瓦斯器材及其零件製造業,從事瓦斯器材及其零件製造之行業。
C,製造業,CZ,其他工業製品製造業,CZ99,其他工業製品製造業,CZ99010,製冰業,從事冰塊製造之行業。
C,製造業,CZ,其他工業製品製造業,CZ99,其他工業製品製造業,CZ99020,拉鍊及鈕扣製造業,從事拉鍊、鈕扣製造之行業。
C,製造業,CZ,其他工業製品製造業,CZ99,其他工業製品製造業,CZ99990,未分類其他工業製品製造業,從事CZ99010及CZ99020細類以外之其他工業製品製造之行業。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101011,發電業,從事生產電能批發或供給輸電業、配電業之行業，如水力發電、潮汐發電、太陽能發電、地熱發電、火力發電、核能發電、風力發電等。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101021,輸電業,從事接收或購買電能並轉供配電業或特定用戶者之行業，如電力輸送。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101031,配電業,從事接收或購買電能供應營業區域內一般用戶者之行業，如配電。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101040,非屬公用之發電業,從事生產電能批發當地輸、配電業或經由輸、配電業代為輸送至其他用戶或直接供應電與中央主管機關核准之一般用戶之行業。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101050,汽電共生業,經營汽電共生廠之行業、如汽電共生（電力供應）。
D,水電燃氣業,D1,電力供應業,D101,電力供應業,D101060,再生能源自用發電設備業,依再生能源發展條例之規定，設置利用再生能源之自用發電設備，其裝置容量不及500瓩者，並將其所生電能躉售予所在地經營電力網之電業。
D,水電燃氣業,D2,氣體燃料供應業,D201,氣體燃料供應業,D201011,公用煤氣業,依煤氣事業管理規則之規定，指在中央主管機關核定之營業區域內經營以導管供應天然氣、液化氣體燃料、以煤炭、焦煤、石油或其他物質製造或合成之可燃氣體之公用事業。
D,水電燃氣業,D2,氣體燃料供應業,D201,氣體燃料供應業,D201040,液化石油氣分裝業,從事液化石油氣分裝(灌裝)之行業。包括其符合相關法規所從事之儲存業務。
D,水電燃氣業,D3,自來水供應業,D301,自來水供應業,D301010,自來水經營業,從事住宅、工商業、船舶、市政及其他用戶用水之集取、淨化及分配之行業。
D,水電燃氣業,D4,熱能供應業,D401,熱能供應業,D401010,熱能供應業,從事熱能製造分配之行業。包括地熱能供應、蒸氣供應、太陽能供應、熱水供應、冰水供應、冷暖氣供應。
D,水電燃氣業,D5,溫泉取供業,D501,溫泉取供業,D501010,溫泉取供業,依溫泉法及溫泉取供事業申請經營許可辦法之規定，於取得溫泉水權並申請開發許可完成溫泉開發後，將溫泉提供溫泉使用事業或他人使用之行業。
E,營造及工程業,E1,營造業,E101,綜合營造業,E101011,綜合營造業,依營造業法之規定，從事綜理營繕工程施工及管理等整體性工作之行業。
E,營造及工程業,E1,營造業,E102,土木包工業,E102011,土木包工業,依營造業法之規定，在當地或毗鄰地區承攬小型綜合營繕工程之行業。
E,營造及工程業,E1,營造業,E103,專業營造業,E103011,鋼構工程專業營造業,依營造業法之規定，從事綱結構吊裝、組立工程之行業。
E,營造及工程業,E1,營造業,E103,專業營造業,E103021,擋土支撐及土方工程專業營造業,依營造業法之規定，從事下列工程之行業：一、臨時性擋土設施及支撐設施工程。二、土方開挖、回填、整地工程。
E,營造及工程業,E1,營造業,E103,專業營造業,E103031,基礎工程專業營造業,依營造業法之規定，從事淺基礎、深基礎、擋土牆、地下牆、地下連續壁、基樁、地錨、地層改良工程之行業。
E,營造及工程業,E1,營造業,E103,專業營造業,E103041,施工塔架吊裝及模版工程專業營造業,依營造業法之規定，從事下列工程之行業：一、施工塔架吊裝工程。二、模板工程。
E,營造及工程業,E1,營造業,E103,專業營造業,E103051,預拌混凝土工程專業營造業,依營造業法之規定，從事預拌混凝土之泵送、澆置、搗實工程之行業‧
E,營造及工程業,E1,營造業,E103,專業營造業,E103061,營建鑽探工程專業營造業,依營造業法之規定，從事下列工程之行業：一、現場土壤、岩石鑽孔工程(不包含地下水鑿井業之業務內容)。二、土壤、岩石取樣工程。三、水位觀測儀器埋設。
E,營造及工程業,E1,營造業,E103,專業營造業,E103071,地下管線工程專業營造業,依營造業法之規定，從事下列工程之行業：一、地下電信管線結構體工程。(不含電線電纜)二、地下電力管線結構工程。(不含電線電纜)三、地下自來水管直徑二千五百毫米以上之幹管工程。四、下水道幹管工程。五、地下水利管渠工程。六、地下共同管道結構體工程。
E,營造及工程業,E1,營造業,E103,專業營造業,E103081,帷幕牆工程專業營造業,依營造業法之規定，從事帷幕牆吊裝、組立工程之行業
E,營造及工程業,E1,營造業,E103,專業營造業,E103091,庭園、景觀工程專業營造業,依營造業法之規定，從事下列工程之行業：一、造園景觀工程。二、園藝工程。三、植生綠化工程。
E,營造及工程業,E1,營造業,E103,專業營造業,E103101,環境保護工程專業營造業,依營造業法之規定，從事下列工程之行業：一、水污染防治工程。二、空氣污染防治工程。三、噪音及震動防制工程。四、廢棄物處置資源化處理工程。五、土壤污染防治及復育工程。六、環境監測工程。
E,營造及工程業,E1,營造業,E103,專業營造業,E103111,防水工程專業營造業,依營造業法之規定，從事防水、止漏工程與防水有關之填縫工程之行業。
E,營造及工程業,E4,海事工程業,E401,疏濬業,E401010,疏濬業,抽砂、挖泥及浚渫等業務。
E,營造及工程業,E4,海事工程業,E402,沙石、淤泥海拋業,E402010,沙石、淤泥海拋業,沙石、淤泥海拋等業務。
E,營造及工程業,E5,管道工程業,E501,自來水管承裝商,E501011,自來水管承裝商,依自來水管承裝商管理辦法之規定，裝修自來水導水、送水、配水管線及自來水設備等工程之行業。
E,營造及工程業,E5,管道工程業,E502,燃料導管安裝工程業,E502010,燃料導管安裝工程業,氣體、液體燃料導管安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E5,管道工程業,E503,下水道用戶排水設備承裝商,E503011,下水道用戶排水設備承裝商,裝修下水道用戶因接用下水道以排洩下水所設之管渠及有設備之行業。
E,營造及工程業,E5,管道工程業,E599,其他管道工程業,E599010,配管工程業,各種配管工程(自來水管及燃料導管除外)之規劃設計及施工、維護業務。例如消防管道安裝工程等。不包含地下管線工程專業營造業之業務內容。
E,營造及工程業,E6,機電工程業,E601,電器承裝、安裝業,E601010,電器承裝業,指承裝電業供電設備及用戶用電設備裝設維修工程之行業。
E,營造及工程業,E6,機電工程業,E601,電器承裝、安裝業,E601020,電器安裝業,各種家電製品（如電冰箱、洗衣機、冷暖氣機、錄放影機、收錄音機）、播音設備、音響設備等之安裝皆屬之。<br>但安裝單一主機在10冷凍噸以上或5馬力以上之冷凍、冷藏、空氣調節、環境控制、潔淨室、冰水主機、儲能設備、通風換氣等設備者，應歸入E602011（冷凍空調工程業）。
E,營造及工程業,E6,機電工程業,E602,冷凍空調工程業,E602011,冷凍空調工程業,依「冷凍空調業管理條例」從事冷凍、冷藏、空氣調節、環境控制、潔淨室、冰水主機、儲能設備、通風換氣相關工程之鑑定、檢驗、施工、安裝、測試、維護、保養等項目之事業。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603010,電纜安裝工程業,電纜安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603020,電梯安裝工程業,電扶梯、升降機等安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603040,消防安全設備安裝工程業,依各類場所消防安全設備設置標準規定，經營下列安裝工程之規劃設計及施工、維護業務：一、滅火設備（1.滅火器、消防砂2.室內消防栓3.室外消防栓4.自動撒水設備5.自動水霧滅火設備6.自動泡沫滅火設備7.自動二氧化碳滅火設備8.海龍（鹵化烷）滅火設備9.自動乾粉滅火設備10.固定、半固定滅火系統）。二、警報設備（1.火警自動警報設備2.手動報警設備3.緊急廣播設備4.氣體漏氣自動警報設備）。三、避難逃生設備（1.標示設備：出口標示燈、避難方向指示燈（標）及嚴禁煙火標誌2.避難器具：指滑台、避難梯、避難橋、救助袋、緩降機、避難繩索、滑杆等）。四、消防搶救上之必要設施：指送水口、六十三公厘出水口、排煙設備、緊急電源插座及消防專用蓄水池。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603050,自動控制設備工程業,家庭、辦公室、廠房自動控制設備之規劃設計及安裝、維護業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603080,交通號誌安裝工程業,交通號誌之安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603090,照明設備安裝工程業,各種照明設備之安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603100,電焊工程業,電焊工程之規劃設計及施工業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603110,冷作工程業,冷作工程之規劃設計及施工業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603120,噴砂工程業,噴砂工程之規劃設計及施工業務。
E,營造及工程業,E6,機電工程業,E603,機電工程業,E603130,燃氣熱水器承裝業,依燃氣熱水器及其配管承裝業管理辦法之規定，從事以液化石油或天然氣為燃料之熱水器及其配管安裝之行業。
E,營造及工程業,E6,機電工程業,E604,機械工程業,E604010,機械安裝業,各式機械安裝、修理、維護之行業。
E,營造及工程業,E6,機電工程業,E605,電腦工程業,E605010,電腦設備安裝業,電腦及週邊設備安裝、修理、維護之行業。
E,營造及工程業,E7,電信工程業,E701,電信工程業,E701011,電信工程業,依電信法及電信工程業管理規則規定，從事連接第一類電信事業間電信設備互連，及第一類電信事業交換機房總配線設備至用戶建築物內之用戶終端設備間之電信設備施工及維護工程之行業。
E,營造及工程業,E7,電信工程業,E701,電信工程業,E701020,衛星電視ＫＵ頻道、Ｃ頻道器材安裝業,衛星電視ＫＵ頻道、Ｃ頻道器材安裝、維護。
E,營造及工程業,E7,電信工程業,E701,電信工程業,E701030,電信管制射頻器材裝設工程業,電信管制射頻器材應經許可項目之裝設工程及維護業務。
E,營造及工程業,E7,電信工程業,E701,電信工程業,E701040,簡易電信設備安裝業,非屬電信工程業施工範疇之簡易電信設備安裝工程業，如電話、電報線路裝設工程，通信數位網路系統安裝、維護。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801010,室內裝潢業,從事建築物室內裝修管理辦法規定以外裝潢工程之行業，如室內、櫥窗及展覽會場裝潢、壁紙張貼、高架地板安裝及疊席安裝等。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801020,門窗安裝工程業,各類門窗安裝、維護之業務。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801030,室內輕鋼架工程業,室內輕鋼架工程之規劃設計及施工、維護業務。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801040,玻璃安裝工程業,玻璃、明鏡安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801060,室內裝修業,依建築物室內裝修管理辦法，從事建築物室內裝修設計或施工、維護業務。
E,營造及工程業,E8,建物裝修及裝潢業,E801,建物裝修及裝潢業,E801070,廚具、衛浴設備安裝工程業,廚具、衛浴設備安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,E9,油漆及防蝕工程業,E901,油漆工程業,E901010,油漆工程業,油漆、烤漆、噴漆工程之規劃設計及施工業務。
E,營造及工程業,E9,油漆及防蝕工程業,E903,防蝕、防銹工程業,E903010,防蝕、防銹工程業,防蝕、防銹材料加以施塗業務。
E,營造及工程業,EZ,其他工程業,EZ01,鑿井業,EZ01011,地下水鑿井業,依地下水鑿井業管理規則之規定，承攬供觀(監)測、研究、調查、抽汲、補注地下水之水井鑽鑿、維護及封填工程之行業。
E,營造及工程業,EZ,其他工程業,EZ02,起重工程業,EZ02010,起重工程業,起重工程、天車工程（吊車機械）之規劃設計及施工業務。
E,營造及工程業,EZ,其他工程業,EZ03,鎔爐安裝業,EZ03010,鎔爐安裝業,鎔爐安裝工程之規劃設計及施工業務。
E,營造及工程業,EZ,其他工程業,EZ05,儀器、儀表安裝工程業,EZ05010,儀器、儀表安裝工程業,化學、科學及醫療儀器、儀表、防盜、閉路監視系統安裝工程之規劃設計及施工、維護業務。
E,營造及工程業,EZ,其他工程業,EZ06,交通標示工程業,EZ06010,交通標示工程業,道路標示工程及交通安全標示工程之規劃設計及施工、維護業務。
E,營造及工程業,EZ,其他工程業,EZ07,鑽孔工程業,EZ07010,鑽孔工程業,鑽孔工程之規劃設計及施工業務。
E,營造及工程業,EZ,其他工程業,EZ08,測量工程業,EZ08011,測繪業,依國土測繪法之規定，經許可從事土地之測量及製圖之規劃、研究、分析、評價、鑑定、實測及製作等業務。
E,營造及工程業,EZ,其他工程業,EZ09,靜電防護及消除工程業,EZ09010,靜電防護及消除工程業,靜電防護及消除工程之規劃設計及施工業務。
E,營造及工程業,EZ,其他工程業,EZ11,球場跑道樹脂材料鋪設工程業,EZ11010,球場跑道樹脂材料鋪設工程業,球場跑道樹脂材料鋪設工程之規劃設計及施工、維護業務。
E,營造及工程業,EZ,其他工程業,EZ13,核子工程業,EZ13010,核子工程業,核能輻射在醫療器材及農工業上之應用、核能工業之改善業務及輻射照射廠之設計、施工運轉、及維護等之業務。
E,營造及工程業,EZ,其他工程業,EZ14,運動場地用設備工程業,EZ14010,運動場地用設備工程業,運動場地用設備工程之規劃設計及施工、維護業務。
E,營造及工程業,EZ,其他工程業,EZ15,保溫、保冷安裝工程業,EZ15010,保溫、保冷安裝工程業,從事機器設備、燃料導管之保溫、保冷工程之規劃設計及施工業務。
E,營造及工程業,EZ,其他工程業,EZ99,其他工程業,EZ99990,其他工程業,從事 E101011 至 EZ15010 細類外其他工程之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101040,家畜家禽批發業,從事家畜家禽活體、屠體及肉品批發之行業。包括肉類、家禽、家畜等。未調理之冷凍畜肉禽肉批發亦歸入本類。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101050,水產品批發業,從事生鮮或未調理之冷凍水產品批發之行業。包括魚類、蝦蟹類、貝介類、頭足類等。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101061,農產品批發市場,依農產品市場交易法之規定，指每日或定期集中進行農產品交易之機構。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101070,漁具批發業,從事各種漁網具批發之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101081,種苗批發業,依植物種苗法規定，從事種苗批發之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101091,野生動物批發業,依野生動物保育法規定，從事主管機關公告之野生動物之批發行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101100,花卉批發業,從事花卉批發之行業。包括觀葉植物、盆栽等。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101111,特定寵物批發業,依動物保護法之規定，從事特定寵物之批發之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101120,觀賞魚批發業,從事各種觀賞魚批發之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101130,蔬果批發業,從事蔬菜、水果批發之行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101980,其他動物批發業,從事非依動物保護法規定公告之寵物，及非列為野生動物保育法主管機關公告之野生動物批發行業。
F,批發、零售及餐飲業,F1,批發業,F101,農、畜、水產品批發業,F101990,其他農、畜、水產品批發業,從事 F101040 至 F101980 細類以外之其他農、畜、水產品批發之行業。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102020,食用油脂批發業,從事食用油脂批發之行業。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102030,菸酒批發業,從事菸酒批發之行業。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102040,飲料批發業,從事含酒精成分不超過0.5％飲料批發之行業。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102050,茶葉批發業,從事茶葉批發之行業。但茶飲料製品批發應歸入F102040（飲料批發業) 細類。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102170,食品什貨批發業,從事食用油脂、菸酒、飲料、茶以外食品什貨批發之行業。
F,批發、零售及餐飲業,F1,批發業,F102,食品什貨、菸酒、飲料批發業,F102180,酒精批發業,依未變性酒精管理辦法之規定，經營酒精批發之行業。但酒精製造業者、進口業者及領有藥局執照或藥商許可執照並依未變性酒精管理辦法第十五條規定銷售者除外。
F,批發、零售及餐飲業,F1,批發業,F103,飼料批發業,F103010,飼料批發業,經營家畜、家禽、水產類之飼料或飼料添加物批發之行業。
F,批發、零售及餐飲業,F1,批發業,F104,布疋、衣著、鞋、帽、傘、服飾品批發業,F104110,布疋、衣著、鞋、帽、傘、服飾品批發業,從事布疋、成衣、鞋、帽、傘、皮包、手提袋、皮箱及服飾配件等批發之行業。拉鍊、線類、鈕扣、縫紉用品、雨衣、紙尿褲亦歸入本細類。
F,批發、零售及餐飲業,F1,批發業,F105,家具及裝設品批發業,F105050,家具、寢具、廚房器具、裝設品批發業,從事家具、寢具、廚房器具、室內裝設品、手工藝飾品批發之行業。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106010,五金批發業,從事五金批發之行業。非動力農具批發亦歸本細類。包括銲條、廚房刀具、鋁梯、小五金（如螺釘、螺帽、門把手、鎖、鐵釘等）、農業工具、金屬手工具、大五金（如鋼線、鋼纜、鋼圈、銅線等）等。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106020,日常用品批發業,從事日常用品批發之行業。包括炊具、掃帚、刷子、餐具、器皿、鏡子、家庭及衛生用紙等。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106030,模具批發業,從事各種模具批發之行業。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106040,水器材料批發業,從事各種水器材料如水龍頭、水管批發之行業。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106050,陶瓷玻璃器皿批發業,從事陶瓷玻璃器皿批發之行業。包括玻璃器皿、玻璃餐具、陶瓷器皿、陶瓷餐具等。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106060,寵物食品及其用品批發業,經營各種寵物食品及其用品批發之行業。
F,批發、零售及餐飲業,F1,批發業,F106,五金及日常用品批發業,F106070,祭祀用品批發業,從事各種祭祀用之香、燭、冥紙等批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107010,漆料、塗料批發業,各種油漆、油墨、塗料、光油等批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107020,染料、顏料批發業,各種染料、顏料、著色劑、食用顏料等批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107030,清潔用品批發業,從事各種清潔洗濯用品批發之行業。包括洗碗精、去污劑、洗衣粉、冷洗精、亮光劑、合成洗滌劑、衣物柔軟精、洗衣皂、皂絲、牙膏及牙粉等。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107041,農藥批發業,依農藥管理法之規定，經營農藥批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107050,肥料批發業,依肥料管理規則之規定，經營肥料批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107060,毒性化學物質批發業,依毒性化學物質管理法之規定，經營毒性化學物質批發之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107070,動物用藥品批發業,依動物用藥品管理法之規定，經營動物用藥品之批發、輸入及輸出業之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107080,環境用藥批發業,依環境用藥管理法之規定，經營環境用藥之批發、輸入及輸出業之行業。
F,批發、零售及餐飲業,F1,批發業,F107,化學原料及其製品批發業,F107090,事業用爆炸物批發業,依事業用爆炸物管理條例之規定，從事爆炸物批發之行業，包括1.供爆破用途之炸藥成品，包括現場拌合爆劑2.供起爆、引燃、發射及其他特定用途之火工製品，包括各式雷管、導火索、導爆索、底火帽、點火頭、延期信管及發射藥3.製造前二款爆炸物用之火藥類及炸藥類原料4.經中央主管機關公告之其他爆炸物。
