"統一編號","商業名稱","商業地址","登記狀態"
"25467539","潤榮商號","南投縣魚池鄉魚池村魚池街296號1樓","核准設立"
"25490089","華旺食品加工行","雲林縣斗南鎮新光里興業一街41號","停業"
"25715496","黃記食品企業行","高雄市大寮區大寮里保生街１６巷１２號１樓","停業"
"25721737","大園食品商行","高雄市林園區西溪里西溪路５４巷１０號１樓","歇業／撤銷"
"25727985","寶濎企業社","高雄市永安區永安里忠孝街６巷１５號１樓","核准設立"
"25739928","鮮綠鄉商行","嘉義縣鹿草鄉鹿草村161之14號","核准設立"
"25741023","永茂生醫科技實業社","嘉義縣水上鄉大堀村頂過溝29之1號","核准設立"
"25768227","第一?味食品廠","澎湖縣馬公市山水里１１９-５號","核准設立"
"25852028","高家米倉館","臺東縣池上鄉福原村中山路十七號","核准設立"
"25852815","鄒族企業社","臺東縣成功鎮忠仁里公民路二之十五號一樓","歇業／撤銷"
"25981509","崇寶企業商行","高雄市小港區崇明街１０９之４號５樓","停業"
"25990465","愛和健康國際美食企業社","高雄市燕巢區安招里安林４街３４號１樓","核准設立"
"25990465","愛和健康國際美食企業社","高雄市燕巢區安招里安林４街３４號１樓","歇業／撤銷"
"26011349","印象國際貿易商行","高雄市鳳山區建國路三段２４５之４號","核准設立"
"26026384","魚好食品行","高雄市鳳山區文雅東街５號１樓","歇業／撤銷"
"01370183","富力亨企業社","桃園市中壢區仁德里晉元路289巷76號","核准設立"
"02164669","怡信食品工廠","新北市新莊區新樹路３０２巷１５號","歇業／撤銷"
"02418798","尚馨餐坊","新北市土城區日新街37巷3號(2樓)","核准設立"
"02656812","鐵樹園西點?包店","桃園市平鎮區北勢里莒光路１５號","歇業／撤銷"
"02857944","川口食品號","新竹市北區民富里延平路１段１７２巷１弄３號","歇業／撤銷"
"02891844","福記摃丸行","新竹市東區竹蓮里東南街28巷38號一樓","核准設立"
"05827466","三豐農產行工廠","臺中市清水區下湳里三田路1號","歇業／撤銷"
"06012616","百和食品廠","彰化縣北斗鎮大道里復興路五０六號","核准設立"
"06122677","豐力養菌場","南投縣魚池鄉中明村文正巷1之32號","核准設立"
"06152159","金品食品行","南投縣鹿谷鄉竹林村田頭巷三一之二號","歇業／撤銷"
"06161164","文生食品廠","雲林縣莿桐鄉甘西村中村路九七號","核准設立"
"06186221","正泰食品廠","雲林縣元長鄉瓦?村中央路一四三之二號","核准設立"
"06187869","三川農產加工廠","雲林縣北港鎮番溝里番溝一四八之三號","核准設立"
"06187875","明香農產加工廠","雲林縣水林鄉春埔村春埔路一五之一號","核准設立"
"06283602","明興油行","嘉義縣溪口鄉柳溝村柳子溝四五號","核准設立"
"06314112","嘉新農產加工廠","嘉義縣新港鄉埤子村埤子頭二六號","核准設立"
"06318237","一二黃豆食品加工廠","嘉義縣中埔鄉金蘭村頂山門二三之三號","核准設立"
"06354893","大進溢食品工廠","嘉義縣朴子市大鄉里朴子工業區二街五號","歇業／撤銷"
"06561020","信美食品廠","臺南市柳營區人和里橋南177之2號","歇業／撤銷"
"08107461","八三三商行強國街分行","臺東縣臺東市寶桑里強國街三八二巷十四號","歇業／撤銷"
"08457157","福泉布丁豆花食品工廠","臺南市永康區尚頂里中正二街162巷29號","歇業／撤銷"
"08517269","丸禾食品廠","高雄市大社區三奶里三民路５３９－２號","歇業／撤銷"
"08752952","明天企業社","南投縣埔里鎮北門里中華路１６４號","核准設立"
"09192134","起瓦士商行","彰化縣彰化市西興里辭修路２３１號","歇業／撤銷"
"09296200","史塔特巧克力工場","臺中市太平區中興里１７鄰永平路二段５２１巷１３８號１樓","歇業／撤銷"
"09895486","加菲貓企業社","桃園市龜山區南上里民生北路１段２８５號１樓","歇業／撤銷"
"10069935","王記府城肉粽店","新北市汐止區大同路３段３６９巷３６號","歇業／撤銷"
"10163024","泓泉生技食品","臺南市佳里區海澄里萊芊寮1之69號","核准設立"
"10187004","楊媽媽?子工坊","臺南市後壁區後壁里後壁98之5、98之6號1樓","核准設立"
"10317745","新祐食品行","臺北市南港區忠孝東路6段225巷4弄10號","核准設立"
"10536761","百桂食品行","新北市蘆洲區長安街１３１巷２弄３號１樓","遷他縣市"
"10536761","小老闆食品行","桃園市大園區北港里自立一街40號","核准設立"
"10723595","紫夯企業商行","澎湖縣馬公市朝陽里朝陽路１０４號１樓","歇業／撤銷"
"10767994","清泰農產行","嘉義縣布袋鎮光復里太平東路１０７號","歇業／撤銷"
"10773335","度小明擔仔麵","臺南市永康區南灣里南興路101巷20號1樓","核准設立"
"10839272","特特科技室內裝修工程","臺南市永康區?行里中正六街177號8樓之1","核准設立"
"10842380","三巧商行","臺南市新市區永就里中山路199之4號","歇業／撤銷"
"10850521","蓮生佛企業社","臺南市鹽水區岸內里北門路1巷3弄42號1樓","核准設立"
"10850521","蓮生佛企業社","臺南市鹽水區岸內里北門路1巷3弄42號1樓","核准設立"
"10854575","良信商行","臺南市安南區海西里海環街229巷17弄26號1樓","停業"
"10901232","金桃本味坊","雲林縣西螺鎮漢光里平和南路188號1樓","核准設立"
