"","CID","CNAME","CADDR","Response_Address","Response_Latitude","Response_Longitude","village"
"1",12148598,"中興保全股份有限公司","臺北市大同區鄭州路139號6樓及7樓","No. 139, Zhengzhou Rd, Datong District, Taipei City, Taiwan 103",25.0503952,121.5103036,"玉泉里"
"2",12348012,"強固保全股份有限公司","臺北市大同區延平北路2段202號15樓、15樓之1、12樓之1",NA,NA,NA,NA
"3",12662659,"民和保全股份有限公司","臺北市信義區忠孝東路5段412號2樓之7","No. 412, Section 5, Zhongxiao E Rd, Xinyi District, Taipei City, Taiwan 110",25.040707,121.57517,"廣居里"
"4",12666141,"中菱保全股份有限公司","臺北市大安區復興南路2段363號1樓","No. 363, Section 2, Fuxing S Rd, Da’an District, Taipei City, Taiwan 106",25.0226613,121.543623,"臥龍里"
"5",12697550,"泓揚保全股份有限公司","臺北市信義區虎林街202巷5號1樓","No. 5, Lane 202, Hulin St, Xinyi District, Taipei City, Taiwan 110",25.0379291,121.5766795,"國業里"
"6",12712095,"新興保全股份有限公司","臺北市中正區南昌路２段１０３號８樓之２","No. 103, Section 2, Nanchang Rd, Zhongzheng District, Taipei City, Taiwan 100",25.0267187,121.5214732,"板溪里"
"7",12791210,"康泰保全股份有限公司","臺北市中山區長安東路1段23號7樓之4","No. 23, Section 1, Chang'an E Rd, Zhongshan District, Taipei City, Taiwan 104",25.0494821,121.523794,"正得里"
"8",12948873,"巨笙保全股份有限公司","臺北市南港區向陽路120巷2弄5號1樓","No. 5, Alley 2, Lane 120, Xiangyang Rd, Nangang District, Taipei City, Taiwan 115",25.0549557,121.5966064,"東新里"
"9",12951460,"駿鋒保全股份有限公司","臺北市松山區八德路4段678號9樓","No. 678, Section 4, Bade Rd, Songshan District, Taipei City, Taiwan 105",25.0498781,121.5764449,"慈祐里"
"10",12955070,"大順保全股份有限公司","臺北市松山區光復南路1號12樓之2","No. 1, Guangfu S Rd, Songshan District, Taipei City, Taiwan 105",25.0479181,121.5579899,"復盛里"
"11",13082671,"超航保全股份有限公司","臺北市中山區新生北路3段11巷27號1樓","No. 27, Lane 11, Section 3, Xinsheng N Rd, Zhongshan District, Taipei City, Taiwan 104",25.063657,121.528627,"新福里"
"12",13087090,"聯宗保全股份有限公司","臺北市內湖區內湖路2段367號6樓","No. 367, Section 2, Neihu Rd, Neihu District, Taipei City, Taiwan 114",25.0838639,121.5923339,"內湖里"
"13",13097055,"東寧保全股份有限公司","臺北市大同區承德路2段142號3樓","No. 142, Section 2, Chengde Rd, Datong District, Taipei City, Taiwan 103",25.0595538,121.5179797,"雙連里"
"14",13129535,"皇承保全股份有限公司","臺北市大同區塔城街7號3樓","No. 7, Tacheng St, Datong District, Taipei City, Taiwan 103",25.0506268,121.51069,"玉泉里"
"15",13132258,"新禾保全股份有限公司","臺北市大同區民權西路279號5樓之2","No. 279, Minquan W Rd, Datong District, Taipei City, Taiwan 103",25.0634233,121.5096738,"景星里"
"16",16154347,"喬信保全股份有限公司","臺北市內湖區新湖二路339號5樓","No. 339, Xinhu 2nd Rd, Neihu District, Taipei City, Taiwan 114",25.064579,121.5835144,"湖元里"
"17",16294706,"立保保全股份有限公司","臺北市大同區鄭州路139號5樓","No. 139, Zhengzhou Rd, Datong District, Taipei City, Taiwan 103",25.0503952,121.5103036,"玉泉里"
"18",16298800,"清三保全股份有限公司","臺北市中山區建國北路2段120號3樓","No. 120, Section 2, Jianguo N Rd, Zhongshan District, Taipei City, Taiwan 104",25.0589614,121.536527,"松江里"
"19",16299343,"力霸保泰保全股份有限公司","臺北市大安區信義路4段181號2樓之3","No. 181, Section 4, Xinyi Rd, Da’an District, Taipei City, Taiwan 106",25.033616,121.550768,"敦安里"
"20",16329493,"長榮警備保全股份有限公司","臺北市中山區松江路111號4、5樓","No. 111, Songjiang Rd, Zhongshan District, Taipei City, Taiwan 104",25.0513225,121.5332576,"朱園里"
"21",16531623,"皇家國際保全股份有限公司","臺北市中山區長春路26號6樓之3","No. 26, Changchun Rd, Zhongshan District, Taipei City, Taiwan 104",25.0548716,121.5244622,"康樂里"
"22",16610437,"巨朝保全股份有限公司","臺北市松山區敦化南路1段102號7樓","No. 102, Section 1, Dunhua S Rd, Songshan District, Taipei City, Taiwan 105",25.0461046,121.5484367,"福成里"
"23",16619850,"全安保全股份有限公司","臺北市信義區忠孝東路5段510號4樓之2","No. 510, Section 5, Zhongxiao E Rd, Xinyi District, Taipei City, Taiwan 110",25.041154,121.578971,"松光里"
"24",16630757,"家興保全股份有限公司","臺北市信義區忠孝東路5段412號11樓","No. 412, Section 5, Zhongxiao E Rd, Xinyi District, Taipei City, Taiwan 110",25.040707,121.57517,"廣居里"
"25",16772208,"海天保全股份有限公司","臺北市中山區松江路185號14樓","No. 185, Songjiang Rd, Zhongshan District, Taipei City, Taiwan 104",25.0564886,121.5333489,"中央里"
"26",16840445,"台灣保全股份有限公司","臺北市中山區建國北路1段126號地下1樓","No. 126, Section 1, Jianguo N Rd, Zhongshan District, Taipei City, Taiwan 104",25.05086,121.536064,"朱園里"
"27",23160921,"國聯保全股份有限公司","臺北市中山區南京東路2段62號8樓","No. 62, Section 2, Nanjing E Rd, Zhongshan District, Taipei City, Taiwan 104",25.0518549,121.5302263,"興亞里"
"28",23316868,"天威保全股份有限公司","臺北市中山區民生東路2段170號2樓","No. 170, Section 2, Minsheng E Rd, Zhongshan District, Taipei City, Taiwan 104",25.0577109,121.5350815,"中央里"
"29",23460130,"天鷹保全股份有限公司","臺北市大安區敦化南路2段97號13樓","No. 97, Section 2, Dunhua S Rd, Da’an District, Taipei City, Taiwan 106",25.0290164,121.5491763,"義安里"
"30",23602623,"國興保全股份有限公司","臺北市大同區鄭州路139號9樓","No. 139, Zhengzhou Rd, Datong District, Taipei City, Taiwan 103",25.0503952,121.5103036,"玉泉里"
"31",24755029,"中實特勤保全股份有限公司","臺北市內湖區瑞光路210號6樓","No. 210, Ruiguang Rd, Neihu District, Taipei City, Taiwan 114",25.075254,121.5765436,"港墘里"
"32",24779351,"雲品保全股份有限公司","臺北市內湖區金莊路100號4樓之9","Jinzhuang Rd, Neihu District, Taipei City, Taiwan 114",25.0636768,121.5876377,"Taipei City"
"33",27340256,"京華保全股份有限公司","臺北市松山區塔悠路８１號１２樓之１","No. 81, Tayou Rd, Songshan District, Taipei City, Taiwan 105",25.0518965,121.5706655,"新東里"
"34",27722775,"巨龍保全股份有限公司","臺北市萬華區西園路1段200號6樓","No. 200, Section 1, Xiyuan Rd, Wanhua District, Taipei City, Taiwan 108",25.035972,121.499159,"青山里"
"35",27738501,"捷元保全股份有限公司","臺北市大同區民生西路102號2樓","No. 102, Minsheng W Rd, Datong District, Taipei City, Taiwan 103",25.0574064,121.5198078,"光能里"
"36",28207241,"華德保全股份有限公司","臺北市大同區承德路3段36號4樓","No. 36, Section 3, Chengde Rd, Datong District, Taipei City, Taiwan 103",25.0645897,121.518066,"蓬萊里"
