"Response_X","Response_Y","R_cat","P_cat","M_cat"
306909.627,2772490.362,1,0,1
306914.134,2772519.54,10,8,0
307003.881,2772502.487,2,1,1
307040.001,2772550.837,1,0,1
306808.777,2772348.6,0,2,1
306806.68,2772356.246,3,1,0
306878.198,2772341.821,5,2,3
306124.205,2772341.668,1,0,1
306920.504,2772364.581,0,1,1
306921.917,2772352.864,2,0,0
306935.614,2772395.719,2,4,2
307124.248,2772457.199,1,0,0
307137.095,2772459.26,3,1,0
306052.263,2772364.242,2,0,0
306962.675,2772379.301,1,1,0
306991.423,2772392.205,5,4,2
307006.711,2772387.373,2,0,0
307024.595,2772363.038,2,0,0
307009.222,2772414.811,1,1,1
307198.983,2772466.75,2,0,0
307055.428,2772420.798,1,1,0
307074.595,2772422.545,1,3,0
307232.367,2772465.83,1,0,0
307083.15,2772394.232,0,1,1
307255.783,2772468.271,1,0,1
307266.834,2772468.646,2,0,0
307281.593,2772485.273,4,0,0
307295.868,2772471.275,2,0,2
307163.186,2772429.62,2,0,0
306134.769,2772342.376,0,2,0
307186.667,2772431.782,2,0,2
307203.853,2772429.327,1,0,0
307209.051,2772429.701,2,0,0
307239.844,2772347.49,2,0,2
307226.056,2772285.031,1,0,0
307219.789,2772396.928,1,0,1
307234.803,2772434.747,1,0,0
307286.126,2772439.066,2,1,2
306180.854,2772488.043,4,0,0
306091.415,2772522.609,1,1,0
306144.243,2772343.286,1,4,1
306052.498,2772335.196,1,2,0
306170.875,2772329.838,0,3,0
306178.504,2772375.352,2,0,0
306267.736,2772304.517,1,1,1
306274.661,2772304.889,2,0,0
306218.28,2772299.804,4,0,0
306539.998,2772304.418,2,0,0
306334.059,2772309.823,1,1,0
306356.358,2772312.041,1,1,0
306406.834,2772316.16,1,3,0
306501.328,2772324.893,1,5,0
306508.494,2772325.572,2,1,1
306442.645,2772293.247,2,0,0
306242.396,2772301.787,2,0,0
306545.528,2772282.109,0,2,0
306483.855,2772261.579,4,0,0
306503.089,2772246.456,1,0,1
306420.774,2772242.008,3,0,1
306542.278,2772250.143,0,2,0
306428.039,2772242.622,1,1,0
306435.808,2772216.07,2,0,0
306551.085,2772226.348,2,0,0
306445.052,2772244.144,1,0,1
306451.892,2772244.756,1,0,0
306467.394,2772245.88,2,0,2
306462.242,2772245.574,0,2,0
306188.793,2772376.244,0,3,1
306214.352,2772341.992,1,0,1
306223.001,2772342.741,1,1,0
306237.95,2772344.348,0,1,1
306237.016,2772380.573,1,0,0
306254.181,2772345.848,1,0,0
306271.553,2772383.646,2,1,0
306320.781,2772351.61,2,0,0
306286.607,2772384.839,5,0,0
306302.959,2772386.033,1,1,0
306308.013,2772479.156,1,1,0
306253.134,2772412.894,1,0,1
306167.94,2772419.304,2,0,0
306300.991,2772415.13,1,0,0
306312.701,2772433.943,1,1,0
306268.105,2772515.884,0,2,0
306256.573,2772514.265,0,4,0
306243.553,2772538.606,0,2,2
306223.947,2772537.31,1,2,1
306289.05,2772515.228,1,1,0
306277.222,2772514.266,1,2,0
306326.855,2772513.533,1,1,0
306375.523,2772473.417,1,2,1
306341.904,2772467.514,2,1,0
306449.699,2772447.532,2,0,0
306424.369,2772477.399,1,2,0
306346.147,2772467.789,1,5,0
306300.748,2772570.483,1,0,0
306275.766,2772474.52,1,1,0
306292.815,2772458.078,0,4,0
306432.761,2772552.159,1,0,0
306327.128,2772542.87,0,3,0
306439.871,2772552.72,1,0,0
306359.399,2772523.994,2,0,0
306347.61,2772396.617,2,0,0
306385.99,2772357.286,1,1,0
306364.649,2772398.405,0,2,0
306412.695,2772359.343,1,2,0
306381.911,2772399.857,2,0,1
306473.987,2772365.303,1,0,0
306435.843,2772405.028,2,0,0
306499.307,2772365.888,2,0,3
306486.827,2772409.195,3,0,0
305730.275,2772332.643,0,1,2
305756.653,2772336.549,1,2,0
305923.63,2772321.277,4,2,0
305989.759,2772301.194,1,0,0
306012.427,2772289.738,2,0,0
305974.472,2772299.575,0,1,0
305994.842,2772257.159,4,2,0
306004.14,2772257.979,1,2,0
305952.065,2772238.92,0,0,2
305979.227,2772257.774,3,0,3
306000.368,2772216.044,1,0,0
306025.204,2772216.972,1,0,0
306014.741,2772174.097,1,1,1
305962.479,2772175.818,3,2,0
305988.317,2772181.85,1,1,0
305964.355,2772326.419,1,2,0
305855.71,2772345.77,6,0,0
305985.789,2772328.427,1,0,0
305883.372,2772349.76,1,1,0
305844.912,2772453.61,3,1,0
305938.737,2772371.227,13,28,0
305504.227,2772307.811,2,0,0
305526.82,2772279.729,2,0,0
305528.562,2772354.234,1,0,1
305529.383,2772366.374,6,1,4
305529.588,2772370.181,1,1,0
305549.955,2772331.49,2,0,0
305534.725,2772399.373,3,0,0
305605.812,2772346.173,2,0,0
305527.843,2772342.814,1,0,0
305528.151,2772349.09,2,2,0
305664.197,2772268.348,2,0,0
305697.4,2772253.694,1,2,1
305723.947,2772230.784,2,0,2
305552.998,2772313.101,2,0,0
305565.109,2772314.954,1,0,0
305693.777,2772297.57,2,0,0
305716.537,2772299.522,2,0,0
305622.089,2772401.883,1,0,1
305625.626,2772378.928,3,4,1
305622.561,2772394.31,3,0,0
305769.845,2772305.282,1,1,2
305639.966,2772322.102,2,0,0
305873.521,2772193.835,2,0,2
305905.02,2772197.297,1,0,0
305832.78,2772177.484,0,2,1
305892.261,2772274.696,2,0,0
305924.182,2772294.25,1,1,0
305819.66,2772284.706,0,1,1
305815.869,2772266.42,2,0,0
305828.436,2772268.411,3,0,0
305881.957,2772229.579,1,0,0
305820.057,2772239.58,2,5,0
305744.058,2772189.503,1,0,0
305807.084,2772210.646,1,0,0
305668.235,2772324.703,1,0,0
305673.656,2772325.596,2,0,0
305868.017,2772315.633,0,2,0
305640.075,2772350.052,1,0,0
305637.523,2772349.782,0,4,0
305686.32,2772373.371,2,0,0
305683.169,2772354.766,1,1,0
305805.079,2772367.624,1,2,0
305820.497,2772368.783,3,0,0
305715.371,2772374.075,2,0,0
305867.786,2772373.759,1,0,0
305734.18,2772360.449,0,1,1
305760.375,2772362.994,1,0,0
305756.671,2772379.167,4,0,1
305685.654,2772398.945,2,1,1
305708.104,2772393.985,2,0,0
305684.586,2772406.831,3,1,0
305780.823,2772453.268,1,0,0
305796.714,2772474.828,3,1,0
305798.403,2772455.155,1,0,1
305751.7,2772449.964,1,0,1
305668.076,2772409.61,3,1,0
305658.165,2772408.538,2,1,1
300101.671,2768660.676,2,0,0
300069.268,2768613.484,2,0,0
299992.084,2768563.14,0,2,0
300417.033,2768779.024,2,0,0
300396.184,2768770.377,1,0,0
300375.072,2768761.426,2,0,0
300361.88,2768755.494,1,0,0
300352.213,2768751.477,2,2,0
300342.388,2768747.394,0,2,0
300314.212,2768736.824,1,0,0
300323.975,2768673.69,1,0,1
300318.28,2768673.392,2,0,0
300298.328,2768728.696,1,0,1
300320.774,2768723.267,1,0,0
300313.14,2768719.988,0,2,0
302140.076,2773455.762,4,0,0
302117.759,2773458.537,1,1,0
302108.739,2773459.067,1,0,0
302103.608,2773458.434,4,3,0
302122.759,2773486.668,1,1,0
302089.358,2773458.587,1,3,0
302105.539,2773486.676,2,0,0
302071.858,2773458.889,1,0,0
302025.529,2773459.768,1,0,0
302015.324,2773460.019,0,1,0
301991.785,2773436.175,1,1,0
301991.785,2773432.928,0,2,0
301987.183,2773460.438,1,0,0
302003.398,2773488.226,1,0,0
301991.358,2773532.234,1,0,0
302003.384,2773544.769,2,0,0
301981.878,2773542.91,1,0,0
301991.13,2773557.996,0,2,0
301990.892,2773510.647,1,0,0
301991.357,2773524.575,1,1,0
301991.373,2773488.455,1,4,0
301968.574,2773459.972,1,0,0
301987.673,2773488.454,3,0,0
301983.51,2773488.686,3,0,0
301960.129,2773460.905,2,1,1
301966.399,2773488.685,3,0,1
301950.208,2773434.085,1,0,1
301937.767,2773461.602,1,0,0
301955.068,2773489.382,2,0,1
301958.058,2773533.856,2,0,0
301952.74,2773544.302,2,0,1
301952.742,2773575.865,2,0,0
301952.743,2773581.201,5,1,0
301952.743,2773584.913,2,0,0
301940.066,2773598.89,2,0,0
301953.84,2773607.185,3,0,0
301952.737,2773522.017,2,0,0
301929.443,2773462.066,1,0,0
301939.112,2773489.149,3,0,2
301932.868,2773488.917,2,0,0
301925.931,2773489.612,2,3,0
301906.55,2773461.833,1,0,0
301900.952,2773461.926,1,0,0
301902.37,2773540.13,2,0,0
301888.494,2773509.958,1,1,0
301888.494,2773516.688,3,1,0
301883.718,2773490.452,2,0,0
301777.076,2773464.756,2,0,0
301760.968,2773465.167,1,0,0
301696.126,2773493.703,1,0,0
301686.543,2773493.704,1,0,0
301761.608,2773492.791,1,0,0
301743.842,2773492.679,3,0,0
301724.675,2773493.294,0,1,0
301756.105,2773610.915,1,0,0
301732.822,2773666.847,1,0,0
301685.537,2773513.52,1,0,0
301673.572,2773588.961,1,0,0
301673.466,2773595.63,2,0,0
301734.067,2773572.582,1,0,0
301693.074,2773536.807,1,0,0
301693.276,2773520.433,1,1,0
301672.007,2773645.682,2,1,0
301672.146,2773656.661,2,1,0
301688.38,2773539.342,1,0,0
301722.851,2773561.734,1,0,0
301750.16,2773464.758,2,0,0
301670.088,2773495.561,1,2,0
301728.75,2773465.168,1,1,0
301724.468,2773465.372,2,0,1
301720.594,2773465.577,2,1,0
301648.882,2773496.177,1,0,0
301639.298,2773495.768,3,0,0
301627.763,2773495.445,0,2,0
301623.134,2773495.499,1,0,0
301613.57,2773495.608,0,0,2
301667.841,2773466.4,1,1,1
301589.189,2773495.887,1,0,0
301603.137,2773420.787,1,1,0
301601.518,2773393.073,1,0,0
301602.039,2773386.578,1,0,0
301490.864,2773497.507,1,1,0
301601.99,2773467.736,1,1,0
301510.502,2773660.677,1,1,0
301472.954,2773514.459,1,0,0
301439.026,2773498.762,2,1,0
301421.591,2773500.535,1,0,0
301464.134,2773470.071,2,0,0
301414.533,2773500.638,1,1,0
302418.308,2773538.886,1,1,0
302423.454,2773584.626,1,1,0
302414.191,2773516.681,1,1,0
301405.485,2773500.77,1,0,0
302390.97,2773481.17,4,1,0
302378.91,2773481.464,1,0,0
302365.968,2773481.612,2,0,0
302354.364,2773453.812,3,3,0
302357.879,2773481.907,1,2,0
302249.935,2773455.342,2,2,0
302240.068,2773413.799,3,0,3
302158.249,2773364.905,5,6,1
302138.568,2773365.261,3,0,1
302184.308,2773399.827,1,0,0
302155.788,2773400.75,2,0,0
302220.455,2773423.289,0,2,0
302223.375,2773393.618,1,0,0
302209.253,2773449.991,1,1,0
302187.045,2773450.288,3,0,0
302206.323,2773484.721,2,0,0
303180.475,2773436.827,1,1,0
303188.412,2773436.63,1,0,1
303208.354,2773436.135,1,0,0
302855.522,2773443.182,1,0,0
303297.05,2773435.037,2,0,0
302862.417,2773443.108,2,1,3
303330.115,2773434.398,1,0,1
303346.706,2773434.011,2,0,0
303364.889,2773434.011,3,1,0
303372.606,2773434.107,1,0,0
304466.491,2773450.123,2,0,0
304475.805,2773450.334,4,0,0
303384.182,2773433.624,1,0,0
303428.049,2773432.106,1,0,0
303434.929,2773432.37,4,1,0
303502.1,2773428.905,1,0,0
303478.05,2773433.621,2,2,0
303536.622,2773431.523,1,0,1
303543.814,2773431.255,0,5,0
303557.132,2773430.721,1,0,1
303579.773,2773430.453,0,2,0
303582.703,2773430.453,1,1,2
303590.162,2773430.453,2,1,0
303609.074,2773430.185,1,0,0
303612.803,2773430.452,2,2,0
303621.594,2773430.451,2,0,1
303625.056,2773429.918,1,0,0
303635.343,2773429.601,1,0,0
303642.802,2773421.046,1,0,0
303664.836,2773429.065,2,0,0
303672.828,2773429.331,2,0,0
303876.28,2773422.28,2,0,0
303884.275,2773421.746,2,2,0
304000.811,2773360.645,4,3,0
303929.962,2773396.605,1,3,0
303937.133,2773390.043,3,4,0
303981.83,2773354.295,1,0,0
303988.331,2773350.768,1,0,0
303996.384,2773342.445,1,0,0
304003.134,2773337.154,2,2,2
303911.192,2773411.85,1,1,0
303918.573,2773406.133,1,1,0
303930.878,2773421.734,3,0,0
303942.868,2773418.787,2,0,0
303955.924,2773419.05,1,0,0
303995.097,2773419.053,3,1,3
304010.409,2773419.421,1,0,0
302942.53,2773441.899,2,1,0
304209.881,2773408.616,1,1,0
304373.839,2773280.459,1,0,3
304370.333,2773295.991,3,0,0
304392.989,2773295.988,1,0,0
304339.955,2773296.388,1,1,0
304418.779,2773279.689,0,2,0
304341.871,2773280.461,2,0,0
304349.518,2773280.46,1,0,0
304363.285,2773280.459,2,0,0
304320.868,2773261.913,2,0,0
304318.351,2773119.917,1,1,0
304318.68,2773087.076,3,2,1
304354.544,2773411.26,2,0,0
304359.338,2773411.02,4,2,1
304372.763,2773410.777,1,0,0
304381.633,2773410.776,4,2,0
304385.229,2773410.536,4,0,0
304394.818,2773410.534,2,1,0
304464.923,2773409.806,3,0,1
304483.147,2773409.565,2,2,0
304492.258,2773409.325,1,0,0
304521.509,2773415.097,1,0,0
304528.943,2773414.615,1,1,0
304542.129,2773414.615,1,1,0
304547.884,2773414.374,0,1,1
304563.469,2773414.133,1,1,0
304596.297,2773413.975,3,0,0
304601.828,2773413.335,1,0,0
304619.828,2773412.818,0,2,1
304622.553,2773411.966,1,0,0
304651.972,2773407.398,4,0,0
304657.63,2773406.108,1,0,0
304667.402,2773402.754,1,0,0
304681.203,2773373.094,1,1,0
304691.61,2773360.727,1,0,0
304741.239,2773325.693,2,0,0
304749.241,2773319.148,2,0,0
304713.79,2773350.27,2,0,1
304777.758,2773269.915,0,2,0
304719.699,2773345.206,2,1,0
304722.869,2773279.187,1,1,0
304674.797,2773341.023,1,3,0
304689.628,2773277.273,0,2,0
304702.238,2773382.391,1,1,0
304674.802,2773314.338,2,0,0
304689.417,2773261.616,5,3,1
304674.805,2773298.661,0,2,0
304700.286,2773377.928,0,2,0
304695.297,2773368.565,2,0,0
304693.128,2773364.428,1,0,1
304724.465,2773380.06,2,0,0
304741.018,2773364.53,2,2,1
304751.336,2773356.982,1,0,0
304770.253,2773337.787,1,1,0
304778.206,2773330.885,3,0,0
304781.86,2773327.219,2,1,0
304789.598,2773320.964,4,0,0
304803.571,2773308.671,3,2,0
304861.189,2773260.466,1,0,0
304867.876,2773254.801,2,0,0
304879.051,2773244.734,1,2,1
304960.213,2773206.068,1,0,1
304963.972,2773202.297,1,0,0
304978.638,2773190.301,1,0,1
304981.467,2773188.293,1,0,0
303083.201,2773438.846,3,0,0
305019.901,2773149.897,1,0,0
305056.314,2773088.907,1,1,0
305072.715,2773107.77,2,0,0
305094.087,2773089.101,2,0,0
304035.753,2773458.827,2,0,0
305220.739,2773003.254,4,0,0
305120.609,2773067.717,3,0,0
305154.406,2773004.203,1,0,1
305131.752,2773023.115,2,0,0
305146.452,2773011.04,1,1,0
305103.706,2773046.971,2,1,1
305085.217,2773055.099,2,0,0
305234.626,2772991.344,2,0,1
305143.328,2773048.332,0,2,0
305266.595,2772985.22,2,0,0
305157.52,2773036.347,1,1,0
305264.313,2772965.884,2,0,1
305162.115,2773032.147,0,2,0
305273.306,2772958.171,6,0,0
305171.694,2773024.095,1,0,0
305281.688,2772950.983,1,0,1
305290.726,2772943.231,4,0,2
305184.968,2773012.827,6,1,0
305299.429,2772935.768,1,1,0
305191.298,2773007.398,1,1,0
303092.764,2773438.624,6,0,0
305330.863,2772908.664,4,1,0
305339.837,2772900.872,1,0,1
305353.85,2772912.941,2,2,1
305347.067,2772894.595,1,0,0
305206.565,2772993.668,1,1,1
305361.279,2772882.258,1,9,2
305363.634,2772880.039,2,0,1
303099.866,2773438.46,1,0,3
305231.411,2772972.378,2,0,0
305243.25,2772953.069,1,1,0
305366.24,2772877.95,0,3,0
305376.691,2772868.876,2,0,0
305397.608,2772852.315,1,0,0
305404.657,2772846.146,1,2,0
305418.902,2772833.514,3,1,1
305435.012,2772819.904,1,2,0
303110.279,2773438.218,1,1,2
305444.783,2772810.773,0,2,0
305448.649,2772807.654,3,2,1
305455.698,2772801.486,1,2,1
305458.341,2772799.173,3,1,0
305475.754,2772803.504,4,4,0
305491.509,2772770.774,1,3,0
303120.395,2773437.983,1,1,0
302853.459,2773443.204,2,0,0
300870.73,2780503.312,1,1,0
300868.214,2780506.646,1,1,0
300931.12,2780555.001,1,0,0
300985.793,2780597.783,1,1,0
301041.381,2780680.636,0,2,0
301042.408,2780726.966,1,0,1
308015.056,2772699.486,7,0,1
307978.426,2772998.411,0,2,0
308076.864,2772477.054,2,0,1
308096.857,2772554.931,10,0,0
308095.164,2772563.186,6,1,1
308093.683,2772573.135,2,1,0
308049.66,2772562.343,2,0,1
308091.143,2772583.719,24,14,2
301525.724,2772204.573,4,0,0
301539.094,2772059.912,1,0,0
301523.058,2772231.346,1,0,0
301522.67,2772242.174,1,0,0
301524.4,2772278.371,1,0,0
301522.542,2772283.796,1,0,0
301520.556,2772303.791,3,0,0
301543.948,2772355.08,1,1,0
301491.429,2772552.864,3,7,1
301493.23,2772574.561,2,0,0
301523.696,2772361.517,1,0,0
301514.943,2772459.45,3,0,0
301548.865,2771899.649,1,0,0
301510.116,2772474.421,1,0,0
301508.678,2772483.7,1,1,1
301506.613,2772513.215,1,2,0
301551.258,2771893.622,2,0,0
301504.906,2772526.957,1,0,0
301537.275,2772094.264,0,2,0
301564.863,2771889.404,1,0,0
301564.409,2771894.465,4,1,2
301536.82,2772105.043,1,1,1
301563.968,2771899.95,1,0,0
301535.953,2772110.672,0,1,0
301535.293,2772126.55,1,0,0
301562.068,2771922.315,1,0,0
301510.582,2772218.456,1,0,0
301508.172,2772221.531,1,0,0
301507.51,2772226.955,0,2,0
301507.157,2772243.073,0,4,0
301509.598,2772252.862,2,1,1
301556.236,2772036.761,1,0,0
301556.043,2772040.617,1,1,0
301551.63,2772072.002,1,0,0
301551.351,2772084.235,2,0,0
301549.498,2772136.748,1,0,0
301549.763,2772143.364,1,1,0
301548.81,2772149.203,4,0,0
302212.378,2772822.792,14,15,1
302187.029,2772824.598,2,0,0
302192.097,2772824.578,18,11,2
302172.623,2772825.335,11,13,3
302669.885,2772774.122,2,0,0
302183.674,2772773.713,1,1,0
302209.259,2772773.41,3,1,0
302217.132,2772773.317,1,0,1
302141.846,2772810.579,7,4,2
302141.379,2772786.76,3,1,0
302151.999,2772782.926,1,1,0
302237.97,2772891.769,1,0,0
302159.193,2772957.195,1,0,0
302173.315,2772951.964,5,5,0
302190.455,2772887.846,1,0,1
302171.536,2772893.541,3,1,0
302160.005,2772895.103,2,0,0
302148.149,2772895.433,1,0,0
302141.26,2772905.539,1,0,0
302145.132,2772869.346,2,0,0
302046.238,2772733.569,4,1,0
302084.679,2772712.808,1,0,0
302093.269,2772712.759,2,0,0
302101.68,2772712.711,1,0,0
302077.348,2772786.983,2,1,0
302047.182,2772787.537,1,0,0
302060.236,2772749.333,2,1,0
302039.976,2772828.774,7,5,0
302124.645,2772869.917,2,0,0
302032.931,2772828.467,9,3,0
302661.215,2772812.586,1,0,0
301964.98,2772773.109,2,0,0
302016.556,2772761.87,0,2,0
301962.337,2772706.416,1,0,0
302036.136,2772698.282,1,1,0
302028.018,2772659.868,1,0,1
302043.828,2772643.129,1,0,0
301981.653,2772806.676,2,0,0
301931.178,2772831.16,1,0,0
301662.556,2772926.782,2,0,0
301661.422,2772869.309,1,0,0
301743.829,2772829.483,1,0,0
301727.827,2772828.791,1,0,0
301494.09,2772892.088,0,0,2
301486.969,2772893.057,0,2,0
301702.308,2772827.484,1,0,0
301686.118,2772826.745,1,3,0
301661.963,2772825.608,1,0,0
301430.154,2772894.198,0,4,0
301415.652,2772896.922,5,6,5
301526.727,2772822.03,1,1,0
301523.961,2772826.673,2,0,0
301514.974,2772832.396,0,1,1
301510.763,2772776.701,1,1,0
301498.55,2772778.749,1,0,0
301500.846,2772772.923,0,2,0
301367.197,2772906.462,1,3,0
301362.844,2772907.251,3,2,1
301420.913,2772850.658,2,1,0
302606.505,2772799.73,5,2,0
302606.351,2772797.209,1,1,0
302606.332,2772814.27,1,0,1
302598.718,2772814.423,2,0,0
302589.827,2772811.045,4,0,0
302589.685,2772805.055,2,2,0
302589.685,2772802.487,1,0,0
302589.542,2772796.782,2,1,0
302681.371,2772854.394,0,3,0
302577.263,2772814.852,2,0,0
302512.302,2772862.234,20,9,0
302487.859,2772817.25,1,0,0
302465.16,2772817.939,1,1,0
302445.054,2772777.467,2,0,0
302426.551,2772862.049,46,22,8
302377.813,2772863.183,1,1,0
302346.835,2772863.791,5,6,2
302338.895,2772864.032,1,0,0
302635.704,2772933.917,7,4,2
302861.75,2772747.394,1,0,1
302891.544,2772752.182,3,1,0
302899.475,2772772.611,1,1,2
302913.532,2772761.548,1,0,0
302852.305,2772769.688,1,1,0
302860.816,2772805.291,3,5,2
302939.401,2772848.3,20,17,1
302876.445,2772805.018,4,5,2
302920.32,2772805.526,2,1,1
302924.685,2772805.437,4,1,1
302955.309,2772847.886,9,7,1
302929.775,2772754.598,1,0,3
302937.13,2772781.618,0,2,0
302936.996,2772778.163,2,0,0
302779.217,2772851.884,2,0,0
302981.392,2772847.306,9,5,0
302958.862,2772805.271,3,1,0
303007.844,2772846.34,9,3,1
302973.597,2772673.577,2,1,0
302966.795,2772777.164,1,1,0
302991.241,2772804.727,1,1,0
303003.48,2772802.972,15,18,3
302789.175,2772912.296,3,4,0
302776.832,2772917.272,2,0,0
302798.178,2772851.445,2,0,0
303674.316,2772786.41,1,0,0
303719.831,2772829.22,0,5,0
303685.43,2772786.155,2,0,0
303752.944,2772828.368,3,2,1
303706.923,2772785.662,1,1,0
303718.431,2772785.398,2,0,1
303725.755,2772785.229,1,1,0
303730.671,2772785.116,4,1,0
303938.758,2772823.751,4,1,1
303952.035,2772823.497,2,2,0
303959.51,2772823.355,2,0,0
303765.574,2772784.275,2,0,0
303967.187,2772937.058,8,5,2
303985.96,2772959.271,2,2,0
303967.271,2772943.268,7,2,0
303985.923,2772965.896,5,1,1
303896.662,2772965.512,1,1,0
303964.813,2772963.582,3,3,0
303953.994,2772963.852,7,1,0
303948.659,2772964.007,2,0,0
303941.352,2772944.858,0,1,1
303984.01,2772982.673,1,0,0
304041.722,2773005.737,1,0,0
304064.638,2772983.401,1,0,1
304063.525,2773003.486,12,2,0
304001.401,2773005.631,0,2,0
304086.145,2773001.593,1,1,1
304017.178,2772986.269,1,1,0
304042.097,2772985.54,0,2,0
303908.765,2773008.277,3,4,1
303898.505,2772988.506,0,5,0
303899.353,2773008.542,6,0,0
303966.499,2772987.129,1,1,0
303946.965,2772988.872,1,0,0
303938.578,2773007.433,1,2,0
303980.979,2772826.711,2,1,0
303867.615,2772773.396,2,0,0
303943.322,2772779.93,3,0,0
303955.013,2772750.914,2,0,0
304029.199,2772602.592,2,2,0
303996.177,2772613.252,3,1,0
303903.975,2772684.11,2,1,1
303881.37,2772684.2,3,2,0
303869.017,2772684.833,0,1,1
303938.305,2772691.893,1,1,0
303920.613,2772683.931,1,0,0
304040.433,2772679.18,1,2,0
303997.727,2772691.755,2,0,0
303973.54,2772776.178,1,2,1
303972.972,2772764.303,2,1,0
303347.956,2772837.785,1,0,0
303993.501,2772776.11,6,3,0
304019.405,2772777.687,5,0,0
304024.148,2772777.64,7,2,0
304040.335,2772777.513,1,1,0
304053.248,2772777.155,0,2,0
304059.451,2772776.984,6,6,1
304063.891,2772776.861,2,2,0
304070.331,2772776.683,3,0,0
304077.293,2772776.49,2,2,0
304096.99,2772775.947,6,1,0
303357.784,2772837.677,7,6,2
304103.94,2772775.796,2,0,0
304110.236,2772775.66,1,1,0
304117.686,2772775.498,3,1,0
303379.789,2772837.206,8,8,0
303383.251,2772837.267,2,1,0
303428.788,2772836.076,1,1,0
303400.95,2772786.056,2,1,0
303307.13,2772838.348,1,0,2
303470.569,2772835.385,2,0,0
303444.586,2772792.496,15,1,0
303518.999,2772833.8,0,0,2
303479.976,2772788.144,31,20,1
303553.636,2772833.046,3,0,0
303565.242,2772832.786,0,2,0
303577.527,2772832.536,0,2,0
303581.302,2772832.463,5,4,0
303578.135,2772789.493,0,2,0
303596.096,2772832.178,0,2,0
303616.515,2772831.69,4,2,0
303632.584,2772923.377,3,0,0
303694.127,2772907.654,1,0,0
303654.409,2772933.084,1,0,0
303637.238,2772996.535,2,1,1
303652.556,2772983.482,6,1,2
303636.44,2773029.757,2,0,0
303653.088,2773017.714,2,0,0
303667.087,2772830.418,1,0,0
303627.936,2772788.043,1,0,0
303682.649,2772830.065,0,2,0
303691.752,2772829.858,1,0,0
303695.681,2772829.769,5,1,0
303675.302,2772695.888,2,0,0
303680.354,2772695.946,1,0,1
303704.651,2772709.548,0,1,5
303693.822,2772695.243,1,3,0
303700.178,2772695.056,0,2,0
303560.057,2772698.28,1,0,0
303582.078,2772709.19,2,0,0
303637.003,2772630.809,0,1,0
303718.629,2772618.987,0,1,1
303704.132,2772609.28,1,0,1
303724.277,2772608.854,2,0,0
303679.448,2772620.092,1,0,0
303605.612,2772621.451,1,1,0
303704.134,2772829.576,0,1,0
304975.892,2772889.272,1,0,0
305031.956,2772939.871,1,2,0
305050.741,2772939.871,1,0,0
305010.252,2772971.488,3,0,0
304992.344,2772971.991,2,0,0
305215.883,2772850.773,4,1,3
305140.949,2772865.284,2,0,0
305198.514,2772838.206,1,1,0
305146.188,2772865.061,1,0,1
305161.908,2772865.396,1,1,0
305183.419,2772854.605,1,1,0
305185.057,2772853.404,1,0,0
305038.428,2772517.47,2,0,0
305037.558,2772541.387,0,2,0
305052.385,2772517.177,1,8,0
305061.399,2772517.468,2,1,0
305053.841,2772541.387,0,2,0
305070.414,2772541.678,2,2,0
305075.357,2772541.385,2,0,0
305086.697,2772541.093,2,1,0
305102.689,2772540.801,5,0,2
304990.743,2772517.473,2,0,0
305010.517,2772541.972,2,0,0
305017.494,2772517.179,5,0,0
305021.276,2772541.68,1,2,0
305026.218,2772541.68,1,0,0
304984.434,2772499.365,1,0,0
305026.505,2772466.572,1,2,1
305059.653,2772487.278,1,0,0
305043.951,2772466.861,1,0,0
305055.872,2772466.277,1,3,0
305082.042,2772487.276,0,2,0
305015.457,2772487.865,2,0,0
305072.447,2772465.983,3,0,0
305078.844,2772465.983,2,0,0
305091.056,2772465.399,2,0,0
305032.902,2772487.572,1,0,0
305011.093,2772467.156,2,0,1
305021.852,2772466.863,2,2,0
304982.104,2772459.115,1,0,0
304968.871,2772487.811,0,0,2
305189.645,2772683.034,1,1,0
305200.409,2772683.292,1,3,0
305051.709,2772707.352,0,2,0
305058.876,2772707.479,2,0,0
304990.209,2772709.536,1,0,0
305234.816,2772682.232,1,2,0
305106.744,2772706.738,3,0,0
305254.544,2772682.55,1,1,0
305294.827,2772680.778,3,1,1
305302.547,2772678.685,3,3,1
305317.608,2772671.752,1,1,0
305369.033,2772661.387,4,0,1
305214.847,2772703.368,1,1,0
305230.255,2772703.678,2,3,0
305230.308,2772705.027,1,0,0
305228.562,2772702.831,2,3,0
305006.847,2772709.278,2,0,0
305016.703,2772709.15,1,0,0
305023.743,2772708.893,0,0,2
304434.589,2772773.051,3,6,1
305009.294,2772742.522,3,4,1
305026.419,2772742.778,3,0,0
305048.332,2772749.691,1,2,0
305051.198,2772742.393,1,1,0
305068.349,2772737.256,5,5,4
305075.9,2772736.871,6,0,1
305059.901,2772737.77,4,6,0
305084.731,2772736.743,2,0,0
304453.63,2772768.352,4,2,0
305102.779,2772736.743,8,3,1
305118.329,2772738.155,1,0,0
304623.685,2772815.982,0,4,0
305160.324,2772662.876,2,0,0
305160.15,2772670.739,2,0,0
305172.534,2772725.699,77,63,15
305123.703,2772789.73,2,0,0
305236.628,2772739.82,1,0,0
305239.934,2772739.964,1,0,3
305249.79,2772739.45,2,1,0
304631.766,2772816.003,4,0,0
305266.36,2772614.137,0,6,0
