"Response_X","Response_Y","R_cat","P_cat","M_cat"
301659.087,2770622.84,1,0,0
301704.694,2770611.601,1,0,0
301757.237,2770611.601,2,0,0
301734.033,2770622.84,1,0,0
301644.217,2770611.83,1,0,0
301717.23,2770622.572,1,0,0
301700.96,2770622.84,2,0,0
307143.443,2764884.412,1,0,0
307274.17,2764897.544,1,0,0
306855.783,2764771.768,1,0,0
306872.373,2764772.218,1,0,0
307197.162,2764852.687,1,0,0
308200.99,2764902.039,1,0,1
308135.664,2764839.498,4,0,0
308081.135,2764808.414,1,0,0
308122.538,2764987.234,2,0,1
308141.361,2764928.776,1,0,0
300349.654,2780897.803,1,0,0
300250.152,2780608.109,3,2,1
300216.965,2780630.228,1,0,0
300188.724,2780653.243,1,0,0
300231.176,2780644.5,1,0,0
300231.901,2780648.983,0,0,1
300232.854,2780654.868,1,0,0
300301.15,2780747.744,1,0,0
300286.64,2780570.9,1,0,0
304423.974,2764856.114,1,0,0
304439.425,2764843.834,3,2,0
302390.794,2771829.163,1,0,0
302426.173,2772016.813,1,0,0
302464.099,2771820.609,1,0,0
302481.685,2771813.894,1,0,0
302432.572,2771827.024,1,0,0
302416.84,2771857.394,2,0,0
302420.237,2771856.542,2,1,0
302401.308,2771862.859,3,0,0
302429.291,2772109.146,1,0,0
302445.366,2771872.253,1,0,0
302471.868,2771865.881,1,0,0
302432.738,2771875.29,1,0,0
302426.369,2771942.603,1,0,0
302451.652,2771774.903,2,0,0
302463.53,2771785.561,1,0,0
302402.048,2771797.22,2,0,0
302462.865,2771772.44,1,0,0
302431.559,2771791.083,1,0,0
302436.366,2771789.853,2,1,0
302433.935,2772173.216,1,2,0
302492.779,2771949.894,2,0,0
302432.614,2771964.123,0,0,1
302397.099,2772201.578,0,0,1
302392.804,2772193.349,1,0,0
302418.838,2772192.617,1,0,0
302490.668,2772006.027,1,0,0
302450.711,2771999.653,0,0,1
302502.555,2772054.995,4,1,0
302503.464,2772043.646,2,0,0
302473.954,2772105.161,1,0,0
302448.053,2772095.278,1,0,0
302384.95,2771805.008,1,0,0
302490.023,2772145.129,2,0,0
302493.915,2772144.931,2,1,0
302458.885,2772146.718,1,0,0
302386.891,2771813.031,1,0,0
304620.581,2764936.191,1,0,0
304616.67,2764918.326,1,0,0
303276.386,2767987.83,1,1,0
303877.956,2768329.66,1,0,0
303271.125,2768025.293,1,0,0
303518.931,2768069.032,1,0,0
303495.78,2768089.936,1,0,0
303501.116,2768094.471,2,1,0
303332.138,2768044.655,1,0,0
303334.33,2768042.608,1,0,0
303257.257,2767972.289,4,0,0
303574.612,2768271.298,3,0,0
303671.196,2768254.94,1,0,0
303273.953,2767985.566,2,0,0
305804.954,2764456.778,3,1,0
305831.159,2764432.001,1,0,0
305962.097,2764208.034,1,0,0
305964.738,2764200.839,2,0,0
305964.846,2764124.934,1,0,0
306017.621,2764108.784,4,0,0
305923.195,2763937.007,1,0,0
306043.754,2763925.81,0,0,1
305913.913,2763854.342,1,0,0
305914.231,2763859.527,1,0,0
305962.915,2763829.685,1,0,0
304401.044,2768307.406,1,0,0
304422.928,2768300.586,7,2,3
304478.406,2768290.668,2,8,0
304556.773,2768287.925,6,3,0
304576.273,2768287.454,4,0,1
304591.864,2768287.076,2,0,0
304601.715,2768353.906,1,0,0
304717.001,2768285.186,1,0,0
304725.114,2768283.119,1,0,0
304747.495,2768282.54,1,2,0
304752.214,2768282.418,4,1,2
304759.395,2768282.233,1,0,0
304768.234,2768282.005,1,2,0
304134.493,2768412.403,5,2,1
305519.578,2767875.198,1,0,0
305549.039,2767824.969,6,0,0
304870.561,2768278.801,1,1,1
305768.001,2765661.215,4,0,0
305968.689,2765934.121,3,1,0
305656.928,2765574.293,1,0,0
305961.726,2765919.544,1,0,0
305954.907,2765905.063,1,0,0
305966.508,2765878.891,1,0,0
305925.686,2765843.312,2,2,1
305911.516,2765813.407,2,1,0
305878.92,2765800.67,3,0,0
305861.637,2765764.606,1,0,0
305797.711,2765640.831,1,0,0
305824.155,2765727.926,4,1,0
305780.978,2765622.503,1,0,0
305970.823,2765938.588,1,0,0
305854.083,2764705.944,1,0,0
305753.859,2764710.561,1,0,0
305683.971,2764690.986,1,0,0
306754.845,2766648.034,0,0,1
306628.924,2766703.89,1,0,0
306474.517,2766621.583,2,0,0
306122.535,2766374.989,1,0,0
306094.13,2766414.719,1,0,1
306127.568,2766421.975,0,0,1
306137.929,2766288.548,1,0,0
306132.264,2766278.794,2,4,0
306116.42,2766251.513,1,0,0
306022.943,2766146.43,5,3,1
306019.773,2766036.454,1,0,0
305909.919,2766075.242,0,0,1
305991.11,2766038.525,7,2,2
305987.843,2766032.834,0,0,1
306544.416,2766747.488,2,0,0
306395.807,2766686.628,1,0,0
306393.767,2766662.115,1,0,0
306392.281,2766644.243,5,1,3
302259.568,2768827.151,7,3,1
302166.448,2768854.372,3,0,0
302634.809,2768844.216,1,0,0
302113.75,2768869.705,1,0,0
302108.093,2768871.35,1,0,0
302623.527,2768841.588,1,0,0
301986.541,2768941.371,1,0,0
302533.086,2768821.819,19,12,7
302463.626,2768806.617,1,0,0
302435.656,2768800.163,21,13,3
302447.344,2768865.138,1,0,0
302409.54,2768793.956,1,0,0
302396.275,2768791.387,1,0,0
302321.164,2768841.867,1,0,0
302330.964,2768805.53,2,5,0
301102.691,2769451.478,1,0,0
301034.929,2769559.495,1,0,0
301090.752,2769462.537,1,3,0
301019.523,2769528.49,1,0,0
300963.003,2769580.494,1,0,0
301845.041,2769013.987,2,0,0
301675.696,2769073.312,1,0,0
301610.262,2769092.398,1,0,0
301210.259,2769396.774,1,0,0
301151.727,2769451.17,1,0,0
301500.38,2769068.274,2,0,0
300532.963,2769758.096,2,1,0
300522.345,2769791.573,1,0,0
300511.864,2769758.587,1,0,0
300513.771,2769791.821,1,0,0
300506.462,2769849.091,12,7,2
300506.642,2769853.777,1,0,0
300505.381,2769821.155,1,0,0
300506.289,2769844.64,1,1,0
300437.113,2769748.581,4,0,0
300353.854,2769793.625,1,1,0
300343.914,2769793.9,1,0,0
300892.236,2769644.698,1,0,0
300879.005,2769703.375,1,0,0
300283.161,2769795.581,4,3,0
300274.552,2769766.173,1,0,0
300275.743,2769798.225,1,0,0
300257.923,2769766.513,1,0,0
300263.991,2769795.86,2,1,0
300244.771,2769766.781,1,0,0
300231.361,2769767.055,1,0,0
300222.797,2769796.463,6,2,0
300887.528,2769650.361,1,0,0
300178.198,2769798.02,1,0,0
300165.237,2769769.038,1,0,0
300161.085,2769769.145,1,0,0
300151.467,2769798.775,1,0,0
300119.5,2769730.21,2,0,0
300858.437,2769721.892,1,0,0
300860.239,2769720.259,1,0,0
299826.891,2769810.678,1,1,0
299896.983,2769830.74,1,0,0
299988.68,2769774.457,1,0,0
300848.259,2769731.155,1,0,0
299782.602,2769775.943,1,0,0
299762.591,2769706.531,1,0,0
299747.326,2769718.256,3,0,0
299693.057,2769744.162,1,0,0
299688.244,2769731.131,2,0,0
300845.635,2769733.573,1,0,0
299713.775,2769778.279,1,0,0
299702.646,2769778.587,1,0,0
300860.893,2769671.046,1,0,0
299683.056,2769779.129,2,1,0
299690.021,2769814.493,0,0,1
299665.203,2769815.185,1,0,0
299669.038,2769779.401,1,0,0
300835.219,2769743.17,1,0,2
299641.029,2769780.2,1,0,1
299631.566,2769780.47,1,1,0
299587.751,2769728.454,4,2,1
299575.745,2769781.657,19,5,2
299545.399,2769782.192,11,9,3
300932.845,2769652.653,1,0,0
300918.885,2769665.768,1,0,0
300910.011,2769674.104,1,0,0
300829.613,2769702.531,5,0,4
300827.099,2769705.574,1,0,0
300816.675,2769715.397,1,0,0
300731.707,2769786.992,3,0,1
300800.211,2769671.701,1,0,0
300786.247,2769616.61,1,0,0
300801.928,2769728.366,1,0,0
300804.921,2769726.124,1,0,0
300685.706,2769787.723,1,0,1
300693.624,2769787.546,3,0,1
300794.177,2769735.303,1,0,0
300675.892,2769787.941,0,0,1
300739.674,2769752.3,1,0,0
300902.38,2769681.001,1,0,0
300628.505,2769826.828,2,0,0
300556.289,2769843.143,1,0,0
300557.094,2769848.726,1,0,0
300550.922,2769807.963,1,0,0
300902.016,2769636.751,1,1,0
300531.464,2769791.31,2,0,0
302732.35,2769012.188,2,0,0
303547.13,2768922.708,1,0,2
303549.229,2768967.854,1,0,0
302823.32,2768849.77,9,2,0
303635.536,2768824.138,1,0,0
302746.437,2768898.367,4,0,2
303242.056,2768811.499,6,0,0
303651.449,2768822.93,2,5,0
303484.193,2768793.413,2,0,0
303462.189,2768795.302,6,7,1
303842.01,2768935.614,4,2,0
303501.714,2768791.908,1,0,0
303494.092,2768792.563,2,0,0
303805.343,2768810.568,1,0,0
303875.303,2768803.403,1,0,0
303608.965,2768782.682,4,2,2
302770.191,2768896.387,1,0,0
303616.717,2768782.037,8,6,0
303635.632,2768780.462,1,0,0
303661.762,2768778.179,10,1,0
303682.236,2768776.658,19,16,1
303708.614,2768773.927,2,2,0
303715.187,2768773.442,3,2,0
303731.349,2768772.249,1,1,0
303751.183,2768767.849,1,0,0
303740.266,2768473.722,1,0,0
303819.923,2768765.11,1,0,0
302894.598,2768889.727,1,0,0
302893.689,2768843.823,1,0,0
302919.301,2768841.606,1,0,0
303044.065,2768898.557,4,2,0
302799.311,2768851.89,4,9,2
304651.806,2768647.908,20,14,2
304505.065,2768713.722,1,0,0
304662.58,2768788.796,1,0,0
304524.523,2768734.776,1,0,0
304537.382,2768709.305,1,0,1
304546.081,2768708.008,2,0,0
304781.46,2768629.417,1,0,0
304779.251,2768596.4,1,0,0
304678.36,2768594.751,2,0,0
304769.182,2768597.862,1,0,0
304792.484,2768482.983,1,0,0
304778.126,2768447.651,1,0,0
304777.734,2768444.026,1,0,0
304797.346,2768461.142,1,0,0
304794.26,2768449.658,1,0,0
304794.192,2768441.211,1,0,0
304779.71,2768420.351,1,0,0
304794.073,2768426.584,1,0,0
304779.122,2768520.889,4,0,0
304778.221,2768556.532,2,0,0
304731.308,2768355.606,1,0,0
304721.549,2768357.724,2,0,0
304774.993,2768366.45,2,1,0
304721.544,2768329.697,1,0,0
304774.089,2768330.672,2,0,0
304697.836,2768330.574,1,0,0
304657.851,2768329.642,1,0,0
304641.985,2768331.469,1,0,0
304635.14,2768332.917,1,0,0
304626.553,2768331.55,1,0,0
304747.008,2768331.216,1,0,0
304740.3,2768331.35,1,0,0
304793.011,2768390.078,2,0,0
304778.533,2768313.586,1,0,0
304793.009,2768369.066,1,0,0
304799.495,2768527.368,1,0,0
304793.008,2768363.092,1,0,0
304793.355,2768324.406,1,0,0
304793.201,2768316.985,1,0,0
304644.463,2768522.637,1,0,0
304793.064,2768310.395,2,0,0
304792.897,2768302.361,1,0,0
304579.86,2768703.573,1,0,0
304612.938,2768698.748,7,3,1
304635.303,2768695.393,1,0,0
304630.015,2768696.186,1,0,0
304664.282,2768690.799,1,0,0
304076.239,2768732.775,5,1,4
304663.585,2768717.41,1,0,0
304671.941,2768841.281,1,0,0
304689.901,2768870.644,1,0,0
304687.878,2768738.928,1,0,0
304708.089,2768684.614,1,0,0
304108.538,2768724.268,1,0,0
304091.628,2768488.155,1,0,0
304727.854,2768681.675,1,0,0
304737.238,2768680.279,17,24,5
304743.78,2768679.306,14,12,1
304772.683,2768675.008,1,0,0
304794.745,2768671.727,1,2,0
304913.018,2768856.636,1,2,0
304900.877,2769007.097,1,0,0
304907.242,2768654.687,1,0,0
304915.602,2768654.467,1,0,0
304918.804,2768654.396,3,2,0
304963.789,2768651.797,1,0,0
304967.577,2768651.601,1,0,0
304982.717,2768650.815,1,0,0
304988.499,2768650.198,1,0,0
304992.066,2768650.09,1,0,0
305023.471,2768686.034,3,0,0
305007.867,2768705.44,1,0,0
305008.263,2768713.231,1,0,0
304988.093,2768739.303,1,0,0
305007.047,2768737.902,1,1,0
305058.782,2768722.902,2,0,0
305005.44,2768662.576,1,0,0
305025.17,2768648.286,1,0,0
305053.66,2768646.752,1,0,0
305096.148,2768644.517,5,0,0
305092.414,2768644.664,2,0,0
305144.95,2768641.848,1,0,0
304205.774,2768713.685,1,0,0
304217.582,2768712.013,11,8,0
304328.01,2768738.534,5,0,0
304330.134,2768695.544,1,0,0
304349.242,2768692.715,1,0,0
304366.546,2768689.939,1,0,0
304383.436,2768687.723,1,0,0
304454.838,2768454.016,1,0,0
304593.069,2768465.745,1,0,0
304569.471,2768484.335,1,0,0
304586.092,2768444.784,1,0,0
304736.665,2768470.643,1,0,0
304623.512,2768452.949,1,0,0
304487.621,2768333.358,1,0,0
304639.46,2768625.817,1,0,0
304640.181,2768605.732,1,0,0
304645.777,2768648.775,1,0,0
304642.39,2768649.293,1,0,0
305640.486,2768580.295,1,0,0
305601.42,2768615.998,3,0,0
305653.115,2768579.657,9,8,5
305623.104,2768614.951,12,12,2
305203.02,2768605.684,8,8,1
305660.618,2768730.529,3,0,0
305628.488,2768785.655,1,0,0
305831.315,2768557.603,5,4,0
305836.139,2768552.748,3,0,0
305840.495,2768548.363,1,0,0
305143.335,2768699.83,1,0,0
305184.677,2768747.798,1,0,0
305191.176,2768792.259,1,0,0
305127.992,2768969.454,0,2,1
305877.578,2768498.062,1,0,0
305899.307,2768518.321,11,10,3
305881.017,2768500.708,1,0,0
305909.76,2768511.564,4,0,0
305897.053,2768516.061,2,0,0
305223.785,2768604.51,6,9,0
305890.85,2768334.841,2,1,0
305803.207,2768250.333,2,0,3
305952.685,2768368.431,1,0,0
305919.276,2768309.808,2,0,0
305910.909,2768294.012,1,0,0
305901.033,2768276.631,1,0,0
305853.22,2768186.805,4,2,1
305839.815,2768177.631,3,0,1
305813.169,2768158.647,1,0,0
305803.467,2768151.198,1,1,0
305800.243,2768148.722,1,0,0
305831.249,2768203.204,1,0,0
305823.843,2768198.151,2,0,0
305957.662,2768322.138,1,0,0
305777.245,2768167.106,1,0,0
305983.219,2768336.717,3,1,0
305930.223,2768445.467,1,0,0
305939.702,2768435.676,1,0,0
306017.329,2768300.798,2,1,0
305959.785,2768414.738,1,1,1
305965.111,2768409.183,1,0,0
306047.218,2768273.39,23,6,6
305982.186,2768395.274,3,0,0
305236.234,2768603.805,2,0,0
306014.125,2768359.576,6,10,0
306090.875,2768227.66,1,0,0
306042.104,2768331.512,2,0,1
306047.216,2768326.303,1,0,0
305243.792,2768603.378,1,0,0
306123.766,2768193.966,1,0,0
306131.145,2768184.919,1,0,0
306058.782,2768314.511,1,0,0
306145.499,2768170.709,1,0,0
306117.711,2768128.729,1,0,0
306087.079,2768095.58,1,0,0
306081.08,2768090.022,1,0,0
306072.777,2768082.33,2,0,0
305972.935,2767985.25,1,0,0
306134.849,2768236.885,2,2,0
306137.943,2768233.203,3,3,0
306140.797,2768230.196,1,0,0
306143.627,2768227.21,1,2,0
306224.177,2768091.328,2,0,2
306369.605,2768296.368,1,0,0
306247.352,2768064.363,1,0,0
306194.518,2768178.879,1,0,0
306264.626,2767963.899,1,2,2
306240.336,2768057.766,8,1,1
306275.527,2767987.77,1,0,0
306262.62,2768053.427,2,3,0
306284.489,2768031.21,1,0,0
306225.515,2768143.175,1,0,0
306233.684,2768135.015,1,0,0
306236.543,2768132.159,1,0,0
306244.029,2768124.679,1,0,0
306256.687,2768112.031,1,0,0
306289.632,2768169.668,1,0,0
306572.711,2768239.909,1,0,0
306379.045,2768141.343,1,0,0
306447.519,2768181.202,1,0,0
306355.585,2768238.378,1,0,0
306284.802,2768129.024,1,0,0
306332.225,2768114.566,1,0,0
306323.233,2767990.207,1,0,0
306289.184,2768080.221,1,0,0
306337.229,2767976.167,2,2,0
306339.269,2767974.12,1,0,0
306302.028,2767950.736,2,2,0
306278.663,2767953.535,1,0,0
306364.864,2767859.884,1,0,0
306317.996,2768050.766,1,0,0
306320.655,2768048.048,6,4,0
306335.067,2768033.315,2,0,1
306369.893,2768046.285,2,0,1
306360,2768006.145,1,0,0
305274.749,2768638.566,1,0,0
306387.162,2767996.638,1,0,0
306394.556,2767970.767,1,0,0
306411.594,2767955.63,0,0,1
306512.986,2767780.139,2,0,0
305311.822,2768599.21,1,0,0
305301.744,2768599.839,1,0,0
306549.545,2767799.746,1,0,0
306549.457,2767780.32,1,0,0
306562.195,2767746.779,2,0,0
306702.778,2767753.561,1,0,0
306742.041,2767645.484,1,0,0
306655.482,2767578.987,1,0,0
306662.386,2767594.665,1,0,0
305192.493,2768638.901,5,4,2
307204.731,2767217.656,2,0,0
305424.484,2768626.223,59,49,22
305442.282,2768625.246,1,0,0
305518.877,2768583.363,1,0,0
305510.097,2768587.489,6,2,2
305450.284,2768655.603,1,0,0
305518.125,2768587.037,1,0,0
305532.647,2768554.624,1,0,0
305191.25,2768603.939,1,0,0
305557.709,2768584.619,1,0,0
305547.603,2768585.126,1,0,0
305475.648,2768623.6,2,0,0
305596.62,2768582.667,1,0,0
305516.43,2768626.068,1,0,0
305509.758,2768621.918,2,0,0
307369.8,2766452.346,1,0,0
307838.35,2766080.874,1,0,0
307262.106,2766513.179,1,0,0
307265.075,2766461.407,3,2,0
307300.98,2766483.637,3,1,0
305499.9,2764241.978,1,0,0
305151.256,2764270.173,1,0,0
305271.447,2764223.418,0,0,1
305331.899,2764190.931,1,0,0
305299.91,2764153.661,3,0,0
305075.83,2764289.924,1,0,0
305138.772,2764380.383,1,2,0
302351.552,2775024.908,0,0,2
302323.938,2775043.713,1,0,0
302293.712,2775041.271,2,0,0
302282.532,2774990.535,1,0,0
302263.761,2775024.826,3,3,0
302361.62,2775033.547,2,1,0
302358.475,2775046.803,0,0,1
301140.486,2780700.543,1,0,0
301652.198,2771749.701,2,0,0
301627.887,2771796.913,1,0,0
301627.252,2771806.967,1,0,0
301646.816,2771806.739,1,0,0
301649.245,2771472.562,6,4,3
301645.254,2771524.411,1,0,0
301667.733,2771516.245,26,11,6
301642.123,2771575.061,1,0,0
301709.124,2771554.243,3,2,0
301739.76,2771576.087,1,0,0
301685.825,2771557.525,1,1,0
301760.545,2771574.226,1,0,0
301773.504,2771577.316,1,0,0
301641.153,2771600.371,1,0,0
300025.909,2776898.389,2,0,1
299905.987,2776688.343,1,0,0
299892.996,2777698.94,1,0,0
299908.874,2776569.359,1,0,0
299867.542,2776493.625,1,0,0
299884.317,2776562.168,1,0,0
299640.394,2776732.615,0,0,1
300041.423,2776410.648,1,0,0
300060.677,2776455.869,1,0,0
300129.923,2776354.023,2,0,0
297580.832,2777770.294,1,0,0
297456.466,2777854.933,0,0,1
297440.052,2777889.92,3,0,0
301607.373,2772162.354,1,0,0
301623.516,2772212.635,1,0,0
301604.15,2772210.273,1,0,0
301622.024,2772233.032,4,2,0
301621.507,2772240.118,1,0,0
301602.275,2772244.054,1,0,0
301618.944,2772284.066,3,0,0
301532.085,2772257.241,1,0,0
301573.98,2772263.799,1,0,0
301618.195,2772297.906,4,2,0
301623.372,2771888.103,1,0,0
301599.863,2772285.739,1,0,1
301598.214,2772312.534,3,1,0
301614.877,2772355.46,1,0,0
301597.164,2772322.707,2,0,0
301595.582,2772344.652,1,0,0
301612.874,2772384.678,3,0,0
301609.594,2772440.385,0,0,1
301609.288,2772445.821,4,4,1
301640.296,2771916.836,1,0,0
301571.518,2772356.658,1,0,0
301572.07,2772349.76,3,1,0
301608.039,2772467.936,1,0,0
301529.715,2772439.598,1,0,0
301558.596,2772445.278,1,0,0
301606.043,2772500.215,3,0,0
301605.248,2772513.182,1,0,0
301588.819,2772466.893,1,0,0
301604.25,2772529.397,1,0,0
301602.967,2772549.515,1,0,0
301587.735,2772485.758,1,0,0
301602.327,2772558.728,1,0,0
301601.606,2772569.137,2,1,0
301586.656,2772504.941,1,0,0
301585.896,2772520.449,4,1,0
301643.004,2772768.981,1,0,0
301703.433,2772772.643,1,0,0
301584.806,2772537.835,2,0,0
301621.764,2771914.834,1,0,0
301583.9,2772546.65,1,0,0
301589.585,2772786.001,8,0,0
301530.266,2772750.255,2,0,0
301563.582,2772761.093,2,0,0
301570.661,2772764.077,1,0,0
301621.12,2771925.91,1,0,0
301638.006,2771957.484,2,0,0
301609.128,2771951.828,1,0,0
301637.565,2771965.32,1,0,0
301618.498,2771974.924,2,0,0
301617.821,2771985.091,1,0,0
301634.974,2772000.856,1,0,0
301580.608,2772016.273,1,0,0
301600.209,2772019.837,1,0,0
301584.107,2772016.689,1,0,0
301666.574,2772027.54,1,0,0
301687.202,2772030.597,3,0,0
301615.525,2772023.699,3,0,0
301632.74,2772123.211,1,0,0
301608.993,2772137.814,3,0,0
298750.544,2777588.796,1,0,0
298570.463,2777592.974,1,0,0
298573.983,2777522.317,1,0,0
298374.857,2777701.331,2,0,0
298312.956,2777691.105,1,0,0
298705.789,2778072.618,1,0,0
299049.227,2778002.155,1,0,0
299669.556,2777828.972,1,0,0
298878.489,2777539.111,1,0,0
298863.745,2777553.906,1,0,0
299016.515,2777658.298,3,0,0
301541.95,2773232.369,2,0,0
301493.865,2773259.369,1,0,0
301540.154,2773264.13,1,0,0
301539.106,2773302.824,1,0,0
301538.915,2773305.912,1,0,0
301534.471,2773384.726,1,0,0
301534.054,2773391.965,1,0,0
301532.331,2773421.915,1,0,0
301532.03,2773427.13,5,1,0
301498.601,2772955.543,1,0,0
301422.722,2772951.15,1,0,0
301577.27,2772997.771,1,0,0
301575.027,2773026.649,1,0,0
301555.757,2772999.238,1,0,0
301573.953,2773046.538,1,0,0
301554.031,2773028.344,1,0,0
301582.61,2772899.691,2,2,0
301571.997,2773073.949,1,0,0
301552.061,2773063.048,2,0,0
301570.569,2773101.362,1,0,0
301554.643,2772898.761,5,2,1
301567.923,2773151.202,1,0,0
301693.803,2773147.23,1,0,0
301567.581,2773204.573,2,0,0
301469.658,2773116.232,1,0,0
301563.125,2773223.444,1,0,0
301561.106,2773262.708,1,0,0
301547.007,2773148.848,2,0,0
301559.864,2773285.527,1,0,0
301544.165,2773200.848,1,0,0
301643.365,2773357.752,1,0,0
301483.242,2774882.578,1,0,0
301509.823,2774889.457,1,0,0
301481.139,2774900.93,1,0,0
301478.78,2774913.171,1,0,0
301471.057,2774948.168,3,1,0
301570.748,2774975.406,1,0,0
301574.156,2775029.281,2,0,3
301565.563,2775047.308,3,3,0
301562.437,2775054.885,1,0,0
301558.27,2775064.029,1,0,0
301555.406,2775071.083,1,0,0
301487.421,2774998.915,1,0,0
301462.266,2774998.658,1,0,0
301574.862,2774678.097,1,0,0
301484.348,2775014.917,1,4,0
301482.264,2775026.413,1,0,0
301458.004,2775018.427,1,0,0
301408.01,2775027.331,3,0,1
301399.215,2775038.038,1,0,0
301360.409,2775084.744,1,0,0
301291.201,2775044.722,1,0,0
301574.18,2774683.521,1,0,0
301477.836,2775051.493,3,0,0
301475.491,2775063.511,1,0,0
301472.886,2775073.962,1,0,0
301471.323,2775081.537,2,0,0
301470.542,2775086.24,1,0,0
301444.094,2775099.108,1,0,0
301441.138,2775117.07,1,0,0
301438.589,2775129.395,1,0,0
301545.42,2774682.996,1,1,1
301558.618,2774632.432,1,0,0
301460.635,2775140.432,1,0,0
301435.975,2775143.601,1,0,0
301435.418,2775146.628,1,0,0
301457.866,2775155.544,1,0,0
301457.403,2775158.07,1,0,0
301316.175,2775110.71,1,0,0
301429.209,2775180.379,1,0,0
301297.077,2775192.213,1,0,0
301446.145,2775217.089,1,0,0
301512.048,2775263.591,1,0,0
301384.832,2775241.577,1,0,0
301373.052,2775291.457,1,0,0
301272.911,2775223.166,1,0,0
301401.566,2775318.858,2,1,0
301423.308,2775331.362,3,0,0
301421.357,2775339.226,1,2,0
301394.686,2775344.874,1,0,0
301392.14,2775355.318,1,0,0
301584.098,2774656.484,1,0,0
301407.361,2775390.505,1,0,0
301366.444,2775447.469,2,1,0
301401.017,2775421.389,1,0,0
301399.066,2775427.461,2,1,0
301394.772,2775443.72,1,0,0
301396.336,2775458.607,2,0,0
301521.091,2774763.306,1,1,0
301517.307,2774774.275,1,0,0
301546.137,2774766.655,2,2,1
301469.841,2774785.089,1,0,0
301510.578,2774794.316,1,0,0
301534.301,2774803.587,2,1,0
301531.373,2774812.67,1,0,0
301501.747,2774824.692,1,0,0
301527.378,2774825.226,2,0,0
301429.215,2774850.751,2,0,0
301431.318,2774838.517,1,0,0
301345.18,2774917.688,1,0,0
301237.644,2775748.214,1,0,0
301237.791,2775758.558,1,0,1
301232.982,2775782.038,0,0,1
301195.675,2775822.138,2,0,0
301254.506,2775856.556,1,0,0
301218.406,2775961.169,1,0,0
301259.052,2775934.937,1,2,0
301288.128,2775877.648,1,0,0
301236.188,2775784.525,2,1,0
301248.395,2775683.89,1,0,0
301238.997,2775710.898,1,0,0
301192.016,2775781.627,2,0,1
301212.98,2775737.546,1,0,1
301153.979,2775802.324,1,0,0
301191.279,2775759.924,1,0,0
301116.652,2775801.218,1,0,0
301101.37,2775801.102,1,0,0
301060.812,2775835.895,1,0,0
301363.459,2775542.354,1,0,0
301043.736,2775774.217,1,0,0
301001.132,2775770.01,1,0,0
300974.36,2775767.674,15,5,3
300901.313,2775779.954,1,0,0
301401.116,2775570.335,1,0,0
300854.277,2775975.111,1,0,0
301342.417,2775531.682,1,0,0
301356.342,2775571.307,1,0,0
301338.708,2775545.984,1,0,0
300529.637,2775881.73,1,0,0
300513.001,2775981.452,4,0,4
300539.181,2776014.393,4,1,0
300445.193,2775944.855,1,0,0
300371.032,2776125.629,1,0,0
301331.486,2775571.648,1,0,0
300456.645,2776191.862,1,0,0
300344.462,2776026.309,3,0,0
301327.727,2775670.524,1,0,0
301299.55,2775681.961,1,0,0
301295.492,2775690.212,1,0,0
301301.737,2775697.938,2,0,0
301451.207,2773813.265,1,0,0
301547.481,2773524.818,1,0,0
301529.284,2773517.509,1,0,0
301547.513,2773530.084,1,0,0
301577.939,2773913.696,2,0,0
301606.427,2773970.804,1,0,0
301592.443,2773985.076,1,0,0
301572.787,2774423.933,1,0,0
301581.248,2774435.578,2,0,0
301496.498,2774418.766,1,0,0
301529.828,2773563.406,1,0,0
301547.394,2773510.259,2,0,0
301548.504,2773625.176,1,0,0
301531.399,2773685.667,1,0,0
301531.643,2773696.475,1,0,0
301548.6,2773650.201,0,0,1
301548.637,2773654.538,2,0,0
301529.39,2773500.788,1,1,0
301531.852,2773705.693,1,0,0
301567.152,2773677.442,1,0,0
301548.736,2773666.146,2,0,0
301548.479,2773677.98,1,0,0
301531.904,2773758.175,2,0,2
301549.313,2773717.704,1,0,0
301567.608,2770599.964,1,0,0
301421.908,2770509.751,1,0,0
301418.872,2770575.412,1,0,0
301557.644,2771093.712,6,2,0
301549.569,2770975.289,8,4,0
301250.288,2769794.616,1,0,0
301261.818,2769777.9,1,0,0
301261.041,2769791.309,4,0,0
301539.85,2770957.607,1,0,0
301295.22,2770089.119,1,0,0
301294.155,2770084.488,1,0,0
301243.97,2769772.23,3,0,0
301243.36,2769761.159,1,0,0
301234.661,2769745.862,2,0,0
301253.086,2769734.487,1,0,0
301257.84,2769713.746,1,0,0
301235.787,2769670.438,1,0,0
301229.814,2769689.727,1,0,0
301235.278,2769688.082,1,0,0
301228.168,2769880.372,1,0,0
301233.263,2769559.151,0,0,1
301535.767,2770946.82,2,0,0
301202.658,2769697.517,2,1,0
301180.664,2769683.894,1,0,0
301203.474,2769674.593,2,0,0
301534.279,2770940.257,6,5,0
301203.314,2769669.142,1,0,0
301201.799,2769663.729,1,0,0
301202.388,2769656.585,1,0,0
301182.653,2769634.898,1,0,0
301166.379,2769637.501,1,0,0
301197.178,2769626.261,1,0,0
301532.678,2770934.11,1,0,0
301194.381,2769606.792,1,0,0
301183.174,2769547.813,1,0,0
301186.047,2769486.467,1,0,0
301523.471,2770898.751,1,0,0
301515.448,2770932.952,2,2,0
301513.89,2770926.964,1,0,0
301509.416,2770908.866,4,2,0
301503.136,2770821.096,48,47,12
301495.203,2770790.488,1,0,0
