"CID","CNAME","CADDR","IND_CAT","Response_Address","Response_X","Response_Y","city","dist","village","neighbour"
"77523890","佳昇服飾行","臺北市大同區太原路8巷5號1樓","R_cat",NA,NA,NA,NA,NA,NA,NA
"18408521","長春五金行","臺北市大同區太原路97巷1號1樓","R_cat","臺北市大同區建泰里18鄰太原路97巷1號","302069.405",2771660.725,"臺北市","大同區","建泰里","18鄰"
"26221083","德勝汽車材料行","臺北市大同區太原路97巷37號(1樓)","R_cat","臺北市大同區建泰里6鄰太原路97巷37號","302156.226",2771639.183,"臺北市","大同區","建泰里","6鄰"
"48949685","永記商行","臺北市大同區太原路9之3號2樓","R_cat","臺北市大同區建明里14鄰太原路9之3號","301972.291",2771367.608,"臺北市","大同區","建明里","14鄰"
"10310089","六分埔商行","臺北市大同區太原路9號","R_cat","臺北市大同區建明里14鄰太原路9號","301985.355",2771357.019,"臺北市","大同區","建明里","14鄰"
"38507083","鼎記照明企業社","臺北市北投區文化三路22號3樓","R_cat","臺北市北投區文化里3鄰文化三路22號","300231.075",2781108.759,"臺北市","北投區","文化里","3鄰"
"31865839","岳勳工程行","臺北市北投區文化三路23號2樓","M_cat","臺北市北投區文化里13鄰文化三路23號","300177.793",2781157.488,"臺北市","北投區","文化里","13鄰"
"31870349","元佳資訊工作室","臺北市北投區文化三路59號3樓","R_cat","臺北市北投區文化里11鄰文化三路59號","300223.1",2781305.913,"臺北市","北投區","文化里","11鄰"
"42299729","子恆小吃店","臺北市大安區文昌街132號","R_cat","臺北市大安區通安里1鄰文昌街132號","305775.918",2769495.898,"臺北市","大安區","通安里","1鄰"
"34778887","鼎煜工程行","臺北市大安區文昌街132號","M_cat","臺北市大安區通安里1鄰文昌街132號","305775.918",2769495.898,"臺北市","大安區","通安里","1鄰"
"10381817","欣居傢俱行","臺北市大安區文昌街160號2樓","R_cat","臺北市大安區通安里5鄰文昌街160號","305856.164",2769485.813,"臺北市","大安區","通安里","5鄰"
"01732593","名鴻家具行","臺北市大安區文昌街168號","M_cat","臺北市大安區通安里5鄰文昌街168號","305872.854",2769485.368,"臺北市","大安區","通安里","5鄰"
"31857676","米迪家居生活館","臺北市大安區文昌街171號","R_cat","臺北市大安區通安里2鄰文昌街171號","305851.849",2769501.179,"臺北市","大安區","通安里","2鄰"
"38575693","瓦提傢俱行","臺北市大安區文昌街183號","R_cat","臺北市大安區通安里2鄰文昌街183號","305881.346",2769495.266,"臺北市","大安區","通安里","2鄰"
"25520696","浤淇生活館","臺北市大安區文昌街186號","R_cat","臺北市大安區通安里5鄰文昌街186號","305905.578",2769481.764,"臺北市","大安區","通安里","5鄰"
"26210500","義張椅子專賣店","臺北市大安區文昌街188號","R_cat","臺北市大安區通安里5鄰文昌街188號","305909.632",2769481.26,"臺北市","大安區","通安里","5鄰"
"38462086","禧多家俱館","臺北市大安區文昌街224號","R_cat","臺北市大安區通化里6鄰文昌街224號","306014.75",2769469.929,"臺北市","大安區","通化里","6鄰"
"25517593","居拓研發設計傢具坊","臺北市大安區文昌街227號1樓、2樓、229號1樓、2樓","R_cat","臺北市大安區通化里2鄰文昌街227號","306000.56",2769482.223,"臺北市","大安區","通化里","2鄰"
"48896842","世界光企業社","臺北市大安區文昌街228號","R_cat","臺北市大安區通化里6鄰文昌街228號","306022.269",2769469.101,"臺北市","大安區","通化里","6鄰"
"10392011","法亞家居工作室","臺北市大安區文昌街245號","R_cat","臺北市大安區通化里2鄰文昌街245號","306033.304",2769479.151,"臺北市","大安區","通化里","2鄰"
"26238232","里甌家具行","臺北市大安區文昌街250巷1號1樓","R_cat","臺北市大安區通化里8鄰文昌街250巷1號","306089.036",2769437.433,"臺北市","大安區","通化里","8鄰"
"26234469","小花園法式烘焙坊","臺北市大安區文昌街26號","R_cat","臺北市大安區義安里4鄰文昌街26號","305473.846",2769530.936,"臺北市","大安區","義安里","4鄰"
"26248506","理達實業社","臺北市大安區文昌街278巷3號3樓","R_cat","臺北市大安區通化里12鄰文昌街278巷3號","306176.472",2769437.721,"臺北市","大安區","通化里","12鄰"
"26374186","力揚家具設計坊","臺北市大安區文昌街281號1樓","R_cat","臺北市大安區通化里2鄰文昌街281號","306127.598",2769468.923,"臺北市","大安區","通化里","2鄰"
"13842167","道朝食品店","臺北市大安區文昌街2號","R_cat","臺北市大安區義安里3鄰文昌街2號","305435.727",2769534.071,"臺北市","大安區","義安里","3鄰"
"20953069","大民水電冷氣行","臺北市信義區文昌街310號1樓","R_cat","臺北市信義區中興里3鄰文昌街310號","306289.055",2769448.639,"臺北市","信義區","中興里","3鄰"
"30300715","金致國際實業社","臺北市信義區文昌街316號3樓之3","R_cat","臺北市信義區中興里3鄰文昌街316號","306305.935",2769449.916,"臺北市","信義區","中興里","3鄰"
"73910977","如發行","臺北市信義區文昌街316號13樓之9","R_cat","臺北市信義區中興里3鄰文昌街316號","306305.935",2769449.916,"臺北市","信義區","中興里","3鄰"
"38505965","泥豆咖啡館","臺北市信義區文昌街316號(1樓)","R_cat","臺北市信義區中興里3鄰文昌街316號","306305.935",2769449.916,"臺北市","信義區","中興里","3鄰"
"29202440","戀上健康企業社","臺北市信義區文昌街318號1樓","R_cat","臺北市信義區中興里3鄰文昌街318號","306313.852",2769450.344,"臺北市","信義區","中興里","3鄰"
"31953214","葳爾服飾行","臺北市信義區文昌街318號","R_cat","臺北市信義區中興里3鄰文昌街318號","306313.852",2769450.344,"臺北市","信義區","中興里","3鄰"
"21725888","美兒精品服飾店","臺北市信義區文昌街320號1樓","R_cat","臺北市信義區中興里3鄰文昌街320號","306324.171",2769450.873,"臺北市","信義區","中興里","3鄰"
"29248641","冬之戀精品服飾","臺北市信義區文昌街322號1樓","R_cat","臺北市信義區中興里3鄰文昌街322號","306333.696",2769451.932,"臺北市","信義區","中興里","3鄰"
"31875772","昌俐咖啡舖","臺北市信義區文昌街326號","R_cat","臺北市信義區中興里3鄰文昌街326號","306352.217",2769451.138,"臺北市","信義區","中興里","3鄰"
"29238159","文昌冷飲店","臺北市大安區文昌街94號1樓","R_cat","臺北市大安區義安里7鄰文昌街94號","305639.521",2769511.459,"臺北市","大安區","義安里","7鄰"
"38575645","喜子商行","臺北市大安區文昌街96號","R_cat","臺北市大安區義安里7鄰文昌街96號","305644.26",2769510.883,"臺北市","大安區","義安里","7鄰"
"38514599","優雅寵物美學館","臺北市大安區文昌街97號","R_cat","臺北市大安區義安里2鄰文昌街97號","305697.805",2769518.632,"臺北市","大安區","義安里","2鄰"
"26227707","禾米豆漢唐苑服飾店","臺北市士林區文昌路104號","R_cat","臺北市士林區福佳里20鄰文昌路104號","302561.625",2776584.199,"臺北市","士林區","福佳里","20鄰"
"14710093","戀之味飲食名店","臺北市士林區文昌路10號","R_cat","臺北市士林區福佳里19鄰文昌路10號","302636.488",2776385.613,"臺北市","士林區","福佳里","19鄰"
"10355114","佑利小吃店","臺北市士林區文昌路110號","R_cat","臺北市士林區福佳里20鄰文昌路110號","302557.483",2776594.876,"臺北市","士林區","福佳里","20鄰"
"38558435","興益旺企業社","臺北市士林區文昌路14號2樓","R_cat","臺北市士林區福佳里19鄰文昌路14號","302632.712",2776395.857,"臺北市","士林區","福佳里","19鄰"
"09721872","久芸綠茶店","臺北市士林區文昌路20號","R_cat","臺北市士林區福佳里19鄰文昌路20號","302627.089",2776411.621,"臺北市","士林區","福佳里","19鄰"
"83902602","虹飛企業社","臺北市士林區文昌路240號1樓","R_cat","臺北市士林區德華里19鄰文昌路240號","302520.278",2777001.189,"臺北市","士林區","德華里","19鄰"
"48769487","永川汽車材料百貨行","臺北市士林區文昌路251號","R_cat","臺北市士林區德華里16鄰文昌路251號","302504.476",2777039.375,"臺北市","士林區","德華里","16鄰"
"31862018","就是晴天飲料店","臺北市士林區文昌路26號","R_cat","臺北市士林區福佳里19鄰文昌路26號","302621.595",2776426.005,"臺北市","士林區","福佳里","19鄰"
"10315129","僑祥裝潢行","臺北市士林區文昌路271號","M_cat","臺北市士林區德華里16鄰文昌路271號","302560.63",2777097.797,"臺北市","士林區","德華里","16鄰"
"25682050","越鄉美食館","臺北市士林區文昌路34號1樓","R_cat","臺北市士林區福佳里19鄰文昌路34號","302614.242",2776445.945,"臺北市","士林區","福佳里","19鄰"
"25543403","元寶小吃店","臺北市士林區文昌路48號1樓","R_cat","臺北市士林區福佳里19鄰文昌路48號","302601.641",2776479.965,"臺北市","士林區","福佳里","19鄰"
"13457902","慧嘉婦幼用品行","臺北市士林區文昌路70號","R_cat","臺北市士林區福佳里20鄰文昌路70號","302578.879",2776542.04,"臺北市","士林區","福佳里","20鄰"
"31721405","京十藝社","臺北市士林區文昌路70號5樓","R_cat","臺北市士林區福佳里20鄰文昌路70號","302578.879",2776542.04,"臺北市","士林區","福佳里","20鄰"
"14724028","可邁皮鞋店","臺北市士林區文昌路74號","R_cat","臺北市士林區福佳里20鄰文昌路74號","302573.876",2776555.191,"臺北市","士林區","福佳里","20鄰"
"17525803","阿香小吃店","臺北市北投區文林北路102號1樓","R_cat","臺北市北投區建民里8鄰文林北路102號","302197.503",2777584.886,"臺北市","北投區","建民里","8鄰"
"38574842","華升汽車保養所","臺北市北投區文林北路170號1樓","R_cat","臺北市北投區文林里18鄰文林北路170號","302035.51",2777717.508,"臺北市","北投區","文林里","18鄰"
"83937709","銓有輪車行","臺北市北投區文林北路182號1樓","R_cat","臺北市北投區文林里18鄰文林北路182號","302018.113",2777732.056,"臺北市","北投區","文林里","18鄰"
"26222490","恩慈少女服飾","臺北市北投區文林北路190號(1樓)","R_cat","臺北市北投區文林里18鄰文林北路190號","302004.521",2777743.421,"臺北市","北投區","文林里","18鄰"
"01403902","昇玖汽車商行","臺北市北投區文林北路190號","R_cat","臺北市北投區文林里18鄰文林北路190號","302004.521",2777743.421,"臺北市","北投區","文林里","18鄰"
"48768635","鈜賓汽車玻璃行","臺北市北投區文林北路200號","R_cat","臺北市北投區文林里18鄰文林北路200號","301982.301",2777762.003,"臺北市","北投區","文林里","18鄰"
"99606938","濱江飲食店","臺北市北投區文林北路234號1樓","R_cat","臺北市北投區文林里15鄰文林北路234號","301833.059",2777905.292,"臺北市","北投區","文林里","15鄰"
"15662288","益眾車之坊","臺北市北投區文林北路234號之1、1樓","R_cat","臺北市北投區文林里15鄰文林北路234號","301833.059",2777905.292,"臺北市","北投區","文林里","15鄰"
"38566189","禾旭坊","臺北市北投區文林北路238號4樓","R_cat","臺北市北投區文林里15鄰文林北路238號","301816.793",2777912.076,"臺北市","北投區","文林里","15鄰"
"37890005","立新國際商行","臺北市北投區文林北路244巷66號1樓","R_cat","臺北市北投區文林里12鄰文林北路244巷66號","301959.459",2777966.733,"臺北市","北投區","文林里","12鄰"
"09693637","盈鑫國際商行","臺北市北投區文林北路244巷66號1樓","R_cat","臺北市北投區文林里12鄰文林北路244巷66號","301959.459",2777966.733,"臺北市","北投區","文林里","12鄰"
"31286233","三益水電行","臺北市北投區文林北路244巷68號1樓","R_cat","臺北市北投區文林里12鄰文林北路244巷68號","301964.328",2777969.003,"臺北市","北投區","文林里","12鄰"
"38497677","阿畢克漢草本花園商行","臺北市北投區文林北路250號3F","R_cat","臺北市北投區文林里2鄰文林北路250號","301783.458",2777945.286,"臺北市","北投區","文林里","2鄰"
"25654961","班智達文化出版社","臺北市北投區文林北路250號3樓","R_cat","臺北市北投區文林里2鄰文林北路250號","301783.458",2777945.286,"臺北市","北投區","文林里","2鄰"
"26232722","鼎旺企業社","臺北市北投區文林北路252號3樓","R_cat","臺北市北投區文林里2鄰文林北路252號","301797.792",2777951.51,"臺北市","北投區","文林里","2鄰"
"21721834","一品排氣管行","臺北市北投區文林北路264號1樓","R_cat","臺北市北投區文林里10鄰文林北路264號","301765.4",2777966.865,"臺北市","北投區","文林里","10鄰"
"30295327","柏均汽車商行","臺北市北投區文林北路272巷3號2樓","R_cat","臺北市北投區文林里10鄰文林北路272巷3號","301760.32",2778003.164,"臺北市","北投區","文林里","10鄰"
"99353119","興美好企業社","臺北市北投區文林北路276號4樓","R_cat","臺北市北投區文林里10鄰文林北路276號","301737.266",2777993.394,"臺北市","北投區","文林里","10鄰"
"18396285","鈺林品味生活舖","臺北市北投區文林北路280號7樓","R_cat","臺北市北投區文林里7鄰文林北路280號","301724.891",2778005.497,"臺北市","北投區","文林里","7鄰"
"25556862","茉莉國際企業社","臺北市北投區文林北路284巷2號1樓","R_cat","臺北市北投區文林里7鄰文林北路284巷2號","301736.811",2778027.378,"臺北市","北投區","文林里","7鄰"
"31859457","富繹企業社","臺北市北投區文林北路50號","R_cat","臺北市北投區建民里3鄰文林北路50號","302302.619",2777499.025,"臺北市","北投區","建民里","3鄰"
"38496712","雄爺工程行","臺北市北投區文林北路53巷32號","M_cat","臺北市北投區建民里10鄰文林北路53巷32號","302183.993",2777451.317,"臺北市","北投區","建民里","10鄰"
"29647921","津味香商店","臺北市北投區文林北路66號","R_cat","臺北市北投區建民里8鄰文林北路66號","302278.424",2777515.229,"臺北市","北投區","建民里","8鄰"
"48979890","家禾汽車材料行","臺北市北投區文林北路68號","R_cat","臺北市北投區建民里8鄰文林北路68號","302272.358",2777520.225,"臺北市","北投區","建民里","8鄰"
"66983072","巧思工程行","臺北市士林區文林北路72號","R_cat","臺北市北投區建民里8鄰文林北路72號","302264.595",2777526.622,"臺北市","北投區","建民里","8鄰"
"48735706","亞宏車業商行","臺北市北投區文林北路74號","R_cat","臺北市北投區建民里8鄰文林北路74號","302262.52",2777528.33,"臺北市","北投區","建民里","8鄰"
"26249603","九拓企業社","臺北市北投區文林北路80巷59弄19號","R_cat","臺北市北投區建民里14鄰文林北路80巷59弄19號","302350.41",2777698.68,"臺北市","北投區","建民里","14鄰"
"38559743","新視野流通發展企業","臺北市北投區文林北路80巷59弄9號2樓","R_cat","臺北市北投區建民里14鄰文林北路80巷59弄9號","302367.095",2777679.651,"臺北市","北投區","建民里","14鄰"
"31872156","三元工程行","臺北市北投區文林北路80巷59弄9號2樓","R_cat","臺北市北投區建民里14鄰文林北路80巷59弄9號","302367.095",2777679.651,"臺北市","北投區","建民里","14鄰"
"13840148","永緒企業社","臺北市北投區文林北路80巷60弄22號1樓","R_cat","臺北市北投區建民里12鄰文林北路80巷60弄22號","302415.695",2777587.493,"臺北市","北投區","建民里","12鄰"
"26253964","傳杰企業社","臺北市北投區文林北路80巷60弄22號1樓","R_cat","臺北市北投區建民里12鄰文林北路80巷60弄22號","302415.695",2777587.493,"臺北市","北投區","建民里","12鄰"
"25582806","廖家牛肉麵","臺北市北投區文林北路80巷60弄9號1樓","R_cat","臺北市北投區建民里7鄰文林北路80巷60弄9號","302408.252",2777632.956,"臺北市","北投區","建民里","7鄰"
"99980532","上益車業行","臺北市北投區文林北路94巷133號1樓","R_cat","臺北市北投區建民里19鄰文林北路94巷133號","302441.917",2777779.273,"臺北市","北投區","建民里","19鄰"
"14720233","浚成交通器材行","臺北市北投區文林北路94巷15號1樓","R_cat","臺北市北投區建民里16鄰文林北路94巷15號","302240.558",2777609.719,"臺北市","北投區","建民里","16鄰"
"10372107","琳媽咪工作室","臺北市北投區文林北路94巷34號","R_cat","臺北市北投區建民里14鄰文林北路94巷34號","302295.105",2777660.674,"臺北市","北投區","建民里","14鄰"
"38573196","美麗家彩繪設計工作室","臺北市北投區文林北路94巷87號3樓","M_cat","臺北市北投區建民里19鄰文林北路94巷87號","302406.24",2777779.637,"臺北市","北投區","建民里","19鄰"
"81672463","清信花園餐廳","臺北市北投區文林北路臨99號","R_cat","臺北市北投區建民里15鄰文林北路99號","302015.766",2777560.879,"臺北市","北投區","建民里","15鄰"
"26244121","巧娃依流行坊","臺北市士林區文林路101巷12號","R_cat","臺北市士林區仁勇里5鄰文林路101巷12號","303034.689",2775628.535,"臺北市","士林區","仁勇里","5鄰"
"48672717","哇青蛙下蛋食品行","臺北市士林區文林路101巷14號1樓","R_cat","臺北市士林區仁勇里5鄰文林路101巷14號","303030.314",2775625.457,"臺北市","士林區","仁勇里","5鄰"
"99968636","東妮商行","臺北市士林區文林路101巷18號1樓","R_cat","臺北市士林區仁勇里5鄰文林路101巷18號","303023.38",2775620.576,"臺北市","士林區","仁勇里","5鄰"
"38580274","艋舺雞排天王企業社","臺北市士林區文林路101巷1號","R_cat","臺北市士林區仁勇里4鄰文林路101巷1號","303031.196",2775606.364,"臺北市","士林區","仁勇里","4鄰"
"31843391","禾苗商行","臺北市士林區文林路101巷1號","R_cat","臺北市士林區仁勇里4鄰文林路101巷1號","303031.196",2775606.364,"臺北市","士林區","仁勇里","4鄰"
"31880661","昱東企業社","臺北市士林區文林路101巷1號","R_cat","臺北市士林區仁勇里4鄰文林路101巷1號","303031.196",2775606.364,"臺北市","士林區","仁勇里","4鄰"
"26252233","明輝小吃店","臺北市士林區文林路101巷20號","R_cat","臺北市士林區仁勇里5鄰文林路101巷20號","303020.151",2775618.304,"臺北市","士林區","仁勇里","5鄰"
"25654189","加貴茶飲店","臺北市士林區文林路101巷20號","R_cat","臺北市士林區仁勇里5鄰文林路101巷20號","303020.151",2775618.304,"臺北市","士林區","仁勇里","5鄰"
"25507693","香宜雞膳食坊","臺北市士林區文林路101巷22號","R_cat","臺北市士林區仁勇里5鄰文林路101巷22號","303017.014",2775616.097,"臺北市","士林區","仁勇里","5鄰"
"15669064","超值牛排館","臺北市士林區文林路101巷4號1樓","R_cat","臺北市士林區仁勇里5鄰文林路101巷4號","303049.253",2775638.784,"臺北市","士林區","仁勇里","5鄰"
"31975511","哞登大聖小吃店","臺北市士林區文林路101巷6號","R_cat","臺北市士林區仁勇里5鄰文林路101巷6號","303045.649",2775636.248,"臺北市","士林區","仁勇里","5鄰"
"26255132","茶北壹零貳商行","臺北市士林區文林路102之24號、102之25號、102之26號、102之27號","R_cat","臺北市士林區仁勇里1鄰文林路102之24號","303099.688",2775614.265,"臺北市","士林區","仁勇里","1鄰"
"48891662","泓凱企業社","臺北市士林區文林路102號地下2樓之1至地下2樓之46","R_cat","臺北市士林區仁勇里1鄰文林路102號","303088.933",2775616.922,"臺北市","士林區","仁勇里","1鄰"
"25588148","米娜加家商行","臺北市士林區文林路113號","R_cat","臺北市士林區仁勇里5鄰文林路113號","303071.314",2775661.262,"臺北市","士林區","仁勇里","5鄰"
"38468336","角落服飾店","臺北市士林區文林路116號","R_cat","臺北市士林區仁勇里2鄰文林路116號","303096.952",2775653.213,"臺北市","士林區","仁勇里","2鄰"
"26343585","喜臨咖啡屋","臺北市士林區文林路132號2樓","R_cat","臺北市士林區仁勇里2鄰文林路132號","303114.139",2775693.111,"臺北市","士林區","仁勇里","2鄰"
"26222576","丹丹美容用品專門店","臺北市士林區文林路132號4樓","R_cat","臺北市士林區仁勇里2鄰文林路132號","303114.139",2775693.111,"臺北市","士林區","仁勇里","2鄰"
"31959441","飛來發彩券行","臺北市士林區文林路143號1樓","R_cat","臺北市士林區仁勇里7鄰文林路143號","303113.317",2775742.191,"臺北市","士林區","仁勇里","7鄰"
"31964492","飛箂發彩券行","臺北市士林區文林路151號1樓","R_cat","臺北市士林區仁勇里7鄰文林路151號","303116.306",2775748.962,"臺北市","士林區","仁勇里","7鄰"
"10358652","湧發洋行","臺北市士林區文林路157號","R_cat","臺北市士林區仁勇里7鄰文林路157號","303120.722",2775759.329,"臺北市","士林區","仁勇里","7鄰"
"38581983","宇生服飾精品店","臺北市士林區文林路169號","R_cat","臺北市士林區仁勇里7鄰文林路169號","303133.794",2775790.031,"臺北市","士林區","仁勇里","7鄰"
"38574532","黑輪大王小吃店","臺北市士林區文林路169號","R_cat","臺北市士林區仁勇里7鄰文林路169號","303133.794",2775790.031,"臺北市","士林區","仁勇里","7鄰"
"31949438","赤龍小吃店","臺北市士林區文林路170號1樓","R_cat","臺北市士林區仁勇里2鄰文林路170號","303152.074",2775781.789,"臺北市","士林區","仁勇里","2鄰"
"78501819","力道企業社","臺北市士林區文林路180號","R_cat","臺北市士林區仁勇里2鄰文林路180號","303161.682",2775804.921,"臺北市","士林區","仁勇里","2鄰"
"48716953","克捷行","臺北市士林區文林路184號1樓","R_cat","臺北市士林區仁勇里2鄰文林路184號","303164.262",2775810.992,"臺北市","士林區","仁勇里","2鄰"
"26359299","淑?飲料行","臺北市士林區文林路184號1樓","R_cat","臺北市士林區仁勇里2鄰文林路184號","303164.262",2775810.992,"臺北市","士林區","仁勇里","2鄰"
"25570175","祥慶鳳舞綠茶店","臺北市士林區文林路191號","R_cat","臺北市士林區仁勇里9鄰文林路191號","303143.017",2775815.327,"臺北市","士林區","仁勇里","9鄰"
"38567933","旭昇通訊行","臺北市士林區文林路197號","R_cat","臺北市士林區仁勇里9鄰文林路197號","303149.125",2775830.02,"臺北市","士林區","仁勇里","9鄰"
"25508200","天藍小舖","臺北市士林區文林路24號1樓","R_cat","臺北市士林區仁勇里1鄰文林路24號","303016.023",2775461.986,"臺北市","士林區","仁勇里","1鄰"
"48712915","麗登網路藥妝館","臺北市士林區文林路261號","R_cat","臺北市士林區仁勇里11鄰文林路261號","303121.593",2775969.463,"臺北市","士林區","仁勇里","11鄰"
"09707203","小錢通訊行","臺北市士林區文林路265號","R_cat","臺北市士林區仁勇里11鄰文林路265號","303118.742",2775979.096,"臺北市","士林區","仁勇里","11鄰"
"25671835","加州麋鹿服飾精品店","臺北市士林區文林路267號","R_cat","臺北市士林區仁勇里11鄰文林路267號","303116.641",2775986.317,"臺北市","士林區","仁勇里","11鄰"
"31856114","一杯咖啡店","臺北市士林區文林路291號","R_cat","臺北市士林區仁勇里11鄰文林路291號","303055.695",2776067.399,"臺北市","士林區","仁勇里","11鄰"
"48692066","三樹商行","臺北市士林區文林路292號1樓","R_cat","臺北市士林區福德里1鄰文林路292號","303106.167",2776046.442,"臺北市","士林區","福德里","1鄰"
"13843095","洋橘子商行","臺北市士林區文林路304號1樓","R_cat","臺北市士林區福德里1鄰文林路304號","303089.846",2776070.36,"臺北市","士林區","福德里","1鄰"
"10387880","曜麟飾品行","臺北市士林區文林路306號","R_cat","臺北市士林區福德里1鄰文林路306號","303087.627",2776073.674,"臺北市","士林區","福德里","1鄰"
"17768033","士林泡沬咖啡舍","臺北市士林區文林路317號1樓","R_cat","臺北市士林區仁勇里11鄰文林路317號","303049.672",2776094.965,"臺北市","士林區","仁勇里","11鄰"
"21778836","安杰小吃店","臺北市士林區文林路320號1樓","R_cat","臺北市士林區福德里1鄰文林路320號","303072.394",2776109.565,"臺北市","士林區","福德里","1鄰"
"38576807","山木的店","臺北市士林區文林路330號","R_cat","臺北市士林區福德里1鄰文林路330號","303046.492",2776135.248,"臺北市","士林區","福德里","1鄰"
"10376363","亨塊小吃店","臺北市士林區文林路341號1樓","R_cat","臺北市士林區福德里4鄰文林路341號","303008.774",2776139.742,"臺北市","士林區","福德里","4鄰"
"18407425","勝美縫紉精品店","臺北市士林區文林路400號1樓","R_cat","臺北市士林區福德里1鄰文林路400號","302959.29",2776273.664,"臺北市","士林區","福德里","1鄰"
"10344721","妙妙美容用品專門店","臺北市士林區文林路406號","R_cat","臺北市士林區福德里3鄰文林路406號","302954.093",2776289.331,"臺北市","士林區","福德里","3鄰"
"29504803","大友木器行","臺北市士林區文林路436號1樓","R_cat","臺北市士林區福德里3鄰文林路436號","302933.911",2776369.848,"臺北市","士林區","福德里","3鄰"
"38571346","慈航商行","臺北市士林區文林路441號","R_cat","臺北市士林區福德里6鄰文林路441號","302909.735",2776381.387,"臺北市","士林區","福德里","6鄰"
"99993071","芙洛拉美容坊","臺北市士林區文林路452號2樓","R_cat","臺北市士林區舊佳里19鄰文林路452號","302913.238",2776453.837,"臺北市","士林區","舊佳里","19鄰"
"83943548","酷德國際商行","臺北市士林區文林路45號1樓","R_cat","臺北市士林區仁勇里4鄰文林路45號","303011.201",2775501.68,"臺北市","士林區","仁勇里","4鄰"
"31328753","祥和銀樓","臺北市士林區文林路469號1樓","R_cat","臺北市士林區福佳里2鄰文林路469號","302881.871",2776499.056,"臺北市","士林區","福佳里","2鄰"
"38473767","夏豆美髮屋","臺北市士林區文林路470號2樓","R_cat","臺北市士林區舊佳里19鄰文林路470號","302901.79",2776499.693,"臺北市","士林區","舊佳里","19鄰"
"10368618","雅威精品家具行","臺北市士林區文林路484號","R_cat","臺北市士林區舊佳里19鄰文林路484號","302892.489",2776536.53,"臺北市","士林區","舊佳里","19鄰"
"25549201","蓁愛服飾精品名店","臺北市士林區文林路485號","R_cat","臺北市士林區福佳里2鄰文林路485號","302872.294",2776536.539,"臺北市","士林區","福佳里","2鄰"
"26224238","家馨商行","臺北市士林區文林路488號4樓","R_cat","臺北市士林區舊佳里20鄰文林路488號","302890.783",2776542.661,"臺北市","士林區","舊佳里","20鄰"
"17261957","信億傢飾行","臺北市士林區文林路488號地下樓及490號","R_cat","臺北市士林區舊佳里20鄰文林路488號","302890.783",2776542.661,"臺北市","士林區","舊佳里","20鄰"
"25539528","源亨商行","臺北市士林區文林路489號","R_cat","臺北市士林區福佳里2鄰文林路489號","302870.283",2776543.235,"臺北市","士林區","福佳里","2鄰"
"25618038","喬立國際精品行","臺北市士林區文林路497之1號1樓","R_cat","臺北市士林區福佳里2鄰文林路497之1號","302831.58",2776549.759,"臺北市","士林區","福佳里","2鄰"
"48955285","富琪服飾行","臺北市士林區文林路501號","R_cat","臺北市士林區福佳里2鄰文林路501號","302862.867",2776574.76,"臺北市","士林區","福佳里","2鄰"
"29241582","綠田自然生活館","臺北市士林區文林路512之1號","R_cat","臺北市士林區舊佳里20鄰文林路512之1號","302871.496",2776623.115,"臺北市","士林區","舊佳里","20鄰"
"99987388","麗華服飾店","臺北市士林區文林路512號1樓","R_cat","臺北市士林區舊佳里20鄰文林路512號","302870.906",2776625.363,"臺北市","士林區","舊佳里","20鄰"
"02339372","新哥弟行","臺北市士林區文林路515號","R_cat","臺北市士林區福佳里3鄰文林路515號","302853.314",2776612.842,"臺北市","士林區","福佳里","3鄰"
"29589767","宏偉飼料行","臺北市士林區文林路524號","R_cat","臺北市士林區舊佳里20鄰文林路524號","302864.699",2776640.77,"臺北市","士林區","舊佳里","20鄰"
"29203481","有鑫小吃店","臺北市士林區文林路531號","R_cat","臺北市士林區福佳里3鄰文林路531號","302844.818",2776647.291,"臺北市","士林區","福佳里","3鄰"
"99614070","士林早餐店","臺北市士林區文林路532號1樓","R_cat","臺北市士林區舊佳里20鄰文林路532號","302882.402",2776664.941,"臺北市","士林區","舊佳里","20鄰"
"99634081","鈦騑精品坊","臺北市士林區文林路53號1樓","R_cat","臺北市士林區仁勇里4鄰文林路53號","303018.799",2775519.6,"臺北市","士林區","仁勇里","4鄰"
"83916752","市展珠寶行","臺北市士林區文林路543號1樓","R_cat","臺北市士林區福佳里4鄰文林路543號","302841.188",2776663.175,"臺北市","士林區","福佳里","4鄰"
"38574462","大奕企業社","臺北市士林區文林路565號1樓","R_cat","臺北市士林區福佳里4鄰文林路565號","302825.611",2776723.613,"臺北市","士林區","福佳里","4鄰"
"25504507","進發襪子專賣店","臺北市士林區文林路59號","R_cat","臺北市士林區仁勇里4鄰文林路59號","303025.856",2775536.186,"臺北市","士林區","仁勇里","4鄰"
"99816759","津湖實業社","臺北市士林區文林路625號","R_cat","臺北市士林區德華里1鄰文林路625號","302768.689",2776929.583,"臺北市","士林區","德華里","1鄰"
"25668108","八格格小館","臺北市士林區文林路647號1樓","R_cat","臺北市士林區德華里1鄰文林路647號","302742.776",2776979.739,"臺北市","士林區","德華里","1鄰"
"14732630","雄大金屬工程行","臺北市士林區文林路653號1樓","R_cat","臺北市士林區德華里1鄰文林路653號","302733.282",2776989.005,"臺北市","士林區","德華里","1鄰"
