"admin","R_cat","P_cat","M_cat","max_cat"
"°ê·~¨½19¾F",10,1,4,"R_cat"
"°ê·~¨½1¾F",4,1,1,"R_cat"
"°ê·~¨½20¾F",2,2,0,"P_cat"
"°ê·~¨½21¾F",1,0,1,"R_cat"
"°ê·~¨½22¾F",4,2,0,"R_cat"
"°ê·~¨½23¾F",7,1,0,"R_cat"
"°ê·~¨½24¾F",12,2,0,"R_cat"
"°ê·~¨½25¾F",2,1,2,"M_cat"
"°ê·~¨½26¾F",4,1,0,"R_cat"
"°ê·~¨½27¾F",4,3,1,"R_cat"
"°ê·~¨½28¾F",5,1,0,"R_cat"
"°ê·~¨½2¾F",13,5,0,"R_cat"
"°ê·~¨½3¾F",168,144,24,"R_cat"
"°ê·~¨½4¾F",5,1,3,"R_cat"
"°ê·~¨½5¾F",5,1,1,"R_cat"
"°ê·~¨½7¾F",11,6,3,"R_cat"
"°ê·~¨½8¾F",4,1,0,"R_cat"
"°ê·~¨½9¾F",4,1,1,"R_cat"
"°ê¼y¨½10¾F",13,0,4,"R_cat"
"°ê¼y¨½11¾F",2,0,0,"R_cat"
"°ê¼y¨½12¾F",15,2,0,"R_cat"
"°ê¼y¨½13¾F",1,0,0,"R_cat"
"°ê¼y¨½14¾F",1,0,0,"R_cat"
"°ê¼y¨½15¾F",5,3,1,"R_cat"
"°ê¼y¨½16¾F",16,4,0,"R_cat"
"°ê¼y¨½17¾F",9,2,2,"R_cat"
"°ê¼y¨½18¾F",6,2,0,"R_cat"
"°ê¼y¨½1¾F",20,10,6,"R_cat"
"°ê¼y¨½2¾F",18,4,4,"R_cat"
"°ê¼y¨½3¾F",7,2,0,"R_cat"
"°ê¼y¨½4¾F",5,1,1,"R_cat"
"°ê¼y¨½5¾F",24,6,6,"R_cat"
"°ê¼y¨½6¾F",14,7,1,"R_cat"
"°ê¼y¨½7¾F",7,3,0,"R_cat"
"°ê¼y¨½8¾F",2,0,0,"R_cat"
"°ê¼y¨½9¾F",9,4,1,"R_cat"
"°ñÀY¨½10¾F",26,29,2,"P_cat"
"°ñÀY¨½11¾F",10,3,3,"R_cat"
"°ñÀY¨½12¾F",14,2,2,"R_cat"
"°ñÀY¨½13¾F",9,3,2,"R_cat"
"°ñÀY¨½14¾F",30,10,4,"R_cat"
"°ñÀY¨½15¾F",32,9,2,"R_cat"
"°ñÀY¨½16¾F",28,27,6,"R_cat"
"°ñÀY¨½17¾F",69,31,14,"R_cat"
"°ñÀY¨½1¾F",13,7,1,"R_cat"
"°ñÀY¨½2¾F",9,5,5,"R_cat"
"°ñÀY¨½3¾F",7,3,2,"R_cat"
"°ñÀY¨½4¾F",18,6,0,"R_cat"
"°ñÀY¨½5¾F",25,11,5,"R_cat"
"°ñÀY¨½6¾F",4,2,1,"R_cat"
"°ñÀY¨½7¾F",7,5,6,"R_cat"
"°ñÀY¨½9¾F",5,3,2,"R_cat"
"±d¹ç¨½11¾F",8,0,0,"R_cat"
"±d¹ç¨½12¾F",0,0,1,"M_cat"
"±d¹ç¨½13¾F",3,3,1,"R_cat"
"±d¹ç¨½14¾F",1,0,0,"R_cat"
"±d¹ç¨½15¾F",7,6,0,"R_cat"
"±d¹ç¨½16¾F",1,1,0,"P_cat"
"±d¹ç¨½17¾F",5,2,0,"R_cat"
"±d¹ç¨½18¾F",1,2,0,"P_cat"
"±d¹ç¨½19¾F",5,3,2,"R_cat"
"±d¹ç¨½1¾F",4,0,0,"R_cat"
"±d¹ç¨½20¾F",2,1,0,"R_cat"
"±d¹ç¨½21¾F",1,2,1,"P_cat"
"±d¹ç¨½23¾F",1,0,0,"R_cat"
"±d¹ç¨½2¾F",1,1,0,"P_cat"
"±d¹ç¨½3¾F",3,1,0,"R_cat"
"±d¹ç¨½4¾F",5,3,0,"R_cat"
"±d¹ç¨½7¾F",2,1,1,"R_cat"
"±d¹ç¨½8¾F",4,1,0,"R_cat"
"±d¹ç¨½9¾F",1,2,0,"P_cat"
"±d¼Ö¨½10¾F",8,5,1,"R_cat"
"±d¼Ö¨½11¾F",9,4,1,"R_cat"
"±d¼Ö¨½12¾F",10,1,0,"R_cat"
"±d¼Ö¨½13¾F",11,6,2,"R_cat"
"±d¼Ö¨½14¾F",6,1,0,"R_cat"
"±d¼Ö¨½15¾F",3,1,1,"R_cat"
"±d¼Ö¨½16¾F",2,2,0,"P_cat"
"±d¼Ö¨½1¾F",117,94,24,"R_cat"
"±d¼Ö¨½2¾F",46,22,2,"R_cat"
"±d¼Ö¨½3¾F",46,27,7,"R_cat"
"±d¼Ö¨½4¾F",43,25,6,"R_cat"
"±d¼Ö¨½5¾F",62,30,7,"R_cat"
"±d¼Ö¨½6¾F",105,56,15,"R_cat"
"±d¼Ö¨½7¾F",45,22,5,"R_cat"
"±d¼Ö¨½8¾F",30,14,3,"R_cat"
"±d¼Ö¨½9¾F",15,9,1,"R_cat"
"±öªá¨½10¾F",73,49,5,"R_cat"
"±öªá¨½11¾F",8,5,1,"R_cat"
"±öªá¨½12¾F",34,20,6,"R_cat"
"±öªá¨½13¾F",37,27,2,"R_cat"
"±öªá¨½14¾F",205,92,3,"R_cat"
"±öªá¨½15¾F",108,69,7,"R_cat"
"±öªá¨½1¾F",31,17,1,"R_cat"
"±öªá¨½2¾F",4,0,1,"R_cat"
"±öªá¨½3¾F",2,2,0,"P_cat"
"±öªá¨½4¾F",84,61,11,"R_cat"
"±öªá¨½5¾F",15,14,4,"R_cat"
"±öªá¨½6¾F",46,30,10,"R_cat"
"±öªá¨½7¾F",47,46,7,"R_cat"
"±öªá¨½8¾F",103,72,14,"R_cat"
"±öªá¨½9¾F",27,18,1,"R_cat"
"²M¥Õ¨½10¾F",11,5,0,"R_cat"
"²M¥Õ¨½11¾F",1,1,0,"P_cat"
"²M¥Õ¨½12¾F",8,1,1,"R_cat"
"²M¥Õ¨½13¾F",14,9,0,"R_cat"
"²M¥Õ¨½14¾F",10,1,2,"R_cat"
"²M¥Õ¨½15¾F",4,1,1,"R_cat"
"²M¥Õ¨½16¾F",10,5,2,"R_cat"
"²M¥Õ¨½17¾F",5,0,0,"R_cat"
"²M¥Õ¨½18¾F",6,1,2,"R_cat"
"²M¥Õ¨½19¾F",4,3,0,"R_cat"
"²M¥Õ¨½1¾F",2,0,0,"R_cat"
"²M¥Õ¨½20¾F",13,2,0,"R_cat"
"²M¥Õ¨½21¾F",2,0,0,"R_cat"
"²M¥Õ¨½22¾F",7,0,1,"R_cat"
"²M¥Õ¨½23¾F",2,2,0,"R_cat"
"²M¥Õ¨½24¾F",6,2,2,"R_cat"
"²M¥Õ¨½25¾F",1,0,1,"R_cat"
"²M¥Õ¨½26¾F",2,0,0,"R_cat"
"²M¥Õ¨½27¾F",2,1,0,"R_cat"
"²M¥Õ¨½28¾F",4,3,1,"R_cat"
"²M¥Õ¨½29¾F",3,3,0,"R_cat"
"²M¥Õ¨½2¾F",0,0,2,"M_cat"
"²M¥Õ¨½30¾F",5,4,0,"R_cat"
"²M¥Õ¨½3¾F",4,3,2,"R_cat"
"²M¥Õ¨½4¾F",2,1,0,"R_cat"
"²M¥Õ¨½5¾F",2,2,1,"P_cat"
"²M¥Õ¨½6¾F",2,0,0,"R_cat"
"²M¥Õ¨½7¾F",5,0,0,"R_cat"
"²M¥Õ¨½9¾F",1,2,0,"P_cat"
"²M¦¿¨½10¾F",16,5,1,"R_cat"
"²M¦¿¨½11¾F",2,0,0,"R_cat"
"²M¦¿¨½12¾F",2,0,1,"R_cat"
"²M¦¿¨½13¾F",3,0,1,"R_cat"
"²M¦¿¨½14¾F",7,4,0,"R_cat"
"²M¦¿¨½16¾F",1,1,1,"P_cat"
"²M¦¿¨½17¾F",5,2,3,"R_cat"
"²M¦¿¨½18¾F",4,1,1,"R_cat"
"²M¦¿¨½19¾F",7,4,1,"R_cat"
"²M¦¿¨½1¾F",11,0,1,"R_cat"
"²M¦¿¨½20¾F",13,3,7,"R_cat"
"²M¦¿¨½21¾F",22,1,3,"R_cat"
"²M¦¿¨½22¾F",7,5,0,"R_cat"
"²M¦¿¨½23¾F",3,0,2,"R_cat"
"²M¦¿¨½24¾F",8,3,3,"R_cat"
"²M¦¿¨½25¾F",2,0,1,"R_cat"
"²M¦¿¨½26¾F",3,0,0,"R_cat"
"²M¦¿¨½27¾F",13,2,4,"R_cat"
"²M¦¿¨½2¾F",14,2,3,"R_cat"
"²M¦¿¨½3¾F",7,2,4,"R_cat"
"²M¦¿¨½4¾F",3,1,0,"R_cat"
"²M¦¿¨½5¾F",17,8,1,"R_cat"
"²M¦¿¨½6¾F",6,2,3,"R_cat"
"²M¦¿¨½8¾F",2,1,0,"R_cat"
"²M¦¿¨½9¾F",4,1,0,"R_cat"
"²ø·q¨½10¾F",1,0,0,"R_cat"
"²ø·q¨½11¾F",18,6,2,"R_cat"
"²ø·q¨½12¾F",8,2,1,"R_cat"
"²ø·q¨½13¾F",5,1,1,"R_cat"
"²ø·q¨½14¾F",6,1,3,"R_cat"
"²ø·q¨½15¾F",1,0,0,"R_cat"
"²ø·q¨½16¾F",2,1,1,"R_cat"
"²ø·q¨½17¾F",3,0,1,"R_cat"
"²ø·q¨½18¾F",2,0,1,"R_cat"
"²ø·q¨½1¾F",2,0,1,"R_cat"
"²ø·q¨½20¾F",5,1,0,"R_cat"
"²ø·q¨½26¾F",3,0,1,"R_cat"
"²ø·q¨½28¾F",4,1,0,"R_cat"
"²ø·q¨½2¾F",3,2,0,"R_cat"
"²ø·q¨½4¾F",1,1,0,"R_cat"
"²ø·q¨½5¾F",0,1,1,"P_cat"
"²ø·q¨½6¾F",3,0,0,"R_cat"
"²ø·q¨½7¾F",5,2,0,"R_cat"
"²ø·q¨½8¾F",5,1,1,"R_cat"
"²ø·q¨½9¾F",3,2,0,"R_cat"
"³q¤Æ¨½10¾F",5,3,2,"R_cat"
"³q¤Æ¨½11¾F",2,1,1,"R_cat"
"³q¤Æ¨½12¾F",7,1,1,"R_cat"
"³q¤Æ¨½13¾F",17,9,8,"R_cat"
"³q¤Æ¨½14¾F",4,1,0,"R_cat"
"³q¤Æ¨½15¾F",3,1,0,"R_cat"
"³q¤Æ¨½16¾F",13,1,1,"R_cat"
"³q¤Æ¨½17¾F",2,2,0,"R_cat"
"³q¤Æ¨½18¾F",9,3,1,"R_cat"
"³q¤Æ¨½19¾F",3,1,0,"R_cat"
"³q¤Æ¨½1¾F",83,52,13,"R_cat"
"³q¤Æ¨½20¾F",20,5,3,"R_cat"
"³q¤Æ¨½21¾F",17,1,1,"R_cat"
"³q¤Æ¨½22¾F",5,4,0,"R_cat"
"³q¤Æ¨½23¾F",18,10,0,"R_cat"
"³q¤Æ¨½2¾F",11,2,7,"R_cat"
"³q¤Æ¨½3¾F",14,8,4,"R_cat"
"³q¤Æ¨½4¾F",28,13,7,"R_cat"
"³q¤Æ¨½5¾F",20,3,1,"R_cat"
"³q¤Æ¨½6¾F",8,1,5,"R_cat"
"³q¤Æ¨½7¾F",3,1,0,"R_cat"
"³q¤Æ¨½8¾F",10,1,5,"R_cat"
"³q¤Æ¨½9¾F",11,13,2,"P_cat"
"³q¦w¨½10¾F",4,3,0,"R_cat"
"³q¦w¨½11¾F",11,3,0,"R_cat"
"³q¦w¨½12¾F",1,0,1,"R_cat"
"³q¦w¨½13¾F",10,2,1,"R_cat"
"³q¦w¨½14¾F",7,0,3,"R_cat"
"³q¦w¨½15¾F",12,1,3,"R_cat"
"³q¦w¨½16¾F",4,3,2,"R_cat"
"³q¦w¨½17¾F",8,4,5,"R_cat"
"³q¦w¨½18¾F",3,2,2,"R_cat"
"³q¦w¨½19¾F",13,5,1,"R_cat"
"³q¦w¨½1¾F",74,43,16,"R_cat"
"³q¦w¨½20¾F",9,2,0,"R_cat"
"³q¦w¨½2¾F",22,10,1,"R_cat"
"³q¦w¨½3¾F",15,10,4,"R_cat"
"³q¦w¨½4¾F",26,8,1,"R_cat"
"³q¦w¨½5¾F",15,2,2,"R_cat"
"³q¦w¨½6¾F",31,13,4,"R_cat"
"³q¦w¨½7¾F",15,3,1,"R_cat"
"³q¦w¨½8¾F",9,1,0,"R_cat"
"³q¦w¨½9¾F",12,0,0,"R_cat"
"³»ªF¨½10¾F",5,1,1,"R_cat"
"³»ªF¨½11¾F",42,41,2,"R_cat"
"³»ªF¨½12¾F",17,8,0,"R_cat"
"³»ªF¨½13¾F",7,2,1,"R_cat"
"³»ªF¨½14¾F",8,3,1,"R_cat"
"³»ªF¨½15¾F",1,1,0,"R_cat"
"³»ªF¨½16¾F",1,1,0,"P_cat"
"³»ªF¨½17¾F",7,1,2,"R_cat"
"³»ªF¨½18¾F",5,0,0,"R_cat"
"³»ªF¨½19¾F",7,3,0,"R_cat"
"³»ªF¨½1¾F",45,31,11,"R_cat"
"³»ªF¨½20¾F",0,1,0,"P_cat"
"³»ªF¨½21¾F",1,2,0,"P_cat"
"³»ªF¨½22¾F",12,0,1,"R_cat"
"³»ªF¨½23¾F",9,8,3,"R_cat"
"³»ªF¨½24¾F",1,1,0,"R_cat"
"³»ªF¨½2¾F",11,8,3,"R_cat"
"³»ªF¨½3¾F",14,10,2,"R_cat"
"³»ªF¨½4¾F",13,2,0,"R_cat"
"³»ªF¨½5¾F",12,11,3,"R_cat"
"³»ªF¨½6¾F",2,0,0,"R_cat"
"³»ªF¨½7¾F",28,25,1,"R_cat"
"³»ªF¨½8¾F",3,1,0,"R_cat"
"³»ªF¨½9¾F",10,8,0,"R_cat"
"³»ºÓ¨½10¾F",1,1,0,"R_cat"
"³»ºÓ¨½11¾F",3,3,1,"P_cat"
"³»ºÓ¨½12¾F",1,0,0,"R_cat"
"³»ºÓ¨½14¾F",4,1,3,"R_cat"
"³»ºÓ¨½15¾F",14,4,0,"R_cat"
"³»ºÓ¨½16¾F",6,0,2,"R_cat"
"³»ºÓ¨½17¾F",11,6,3,"R_cat"
"³»ºÓ¨½18¾F",1,0,0,"R_cat"
"³»ºÓ¨½19¾F",5,4,0,"R_cat"
"³»ºÓ¨½1¾F",4,2,0,"R_cat"
"³»ºÓ¨½20¾F",17,10,2,"R_cat"
"³»ºÓ¨½21¾F",5,2,1,"R_cat"
"³»ºÓ¨½22¾F",2,1,0,"R_cat"
"³»ºÓ¨½23¾F",7,3,0,"R_cat"
"³»ºÓ¨½24¾F",10,1,1,"R_cat"
"³»ºÓ¨½25¾F",6,6,2,"R_cat"
"³»ºÓ¨½26¾F",2,0,0,"R_cat"
"³»ºÓ¨½27¾F",8,2,3,"R_cat"
"³»ºÓ¨½28¾F",5,0,2,"R_cat"
"³»ºÓ¨½29¾F",3,2,1,"R_cat"
"³»ºÓ¨½2¾F",1,1,0,"P_cat"
"³»ºÓ¨½5¾F",1,0,0,"R_cat"
"³»ºÓ¨½6¾F",12,5,1,"R_cat"
"³»ºÓ¨½7¾F",8,4,2,"R_cat"
"³»ºÓ¨½8¾F",0,0,1,"M_cat"
"³»ºÓ¨½9¾F",6,1,0,"R_cat"
"³Õ¹Å¨½11¾F",3,0,0,"R_cat"
"³Õ¹Å¨½13¾F",15,2,3,"R_cat"
"³Õ¹Å¨½14¾F",1,1,0,"R_cat"
"³Õ¹Å¨½15¾F",1,0,0,"R_cat"
"³Õ¹Å¨½16¾F",1,1,0,"P_cat"
"³Õ¹Å¨½17¾F",8,0,4,"R_cat"
"³Õ¹Å¨½18¾F",2,0,1,"R_cat"
"³Õ¹Å¨½19¾F",9,1,2,"R_cat"
"³Õ¹Å¨½21¾F",3,2,0,"R_cat"
"³Õ¹Å¨½4¾F",1,0,0,"R_cat"
"³Õ¹Å¨½5¾F",3,1,1,"R_cat"
"³Õ¹Å¨½6¾F",3,1,1,"R_cat"
"³Õ¹Å¨½7¾F",10,3,2,"R_cat"
"³Õ¹Å¨½8¾F",11,6,0,"R_cat"
"³Õ¹Å¨½9¾F",2,1,0,"R_cat"
"´I¤ô¨½1¾F",9,4,0,"R_cat"
"´I¤ô¨½2¾F",3,1,0,"R_cat"
"´I¤ô¨½3¾F",1,0,0,"R_cat"
"´I¤ô¨½4¾F",2,1,0,"R_cat"
"´I¤ô¨½5¾F",1,0,1,"M_cat"
"´I¥Á¨½10¾F",6,0,1,"R_cat"
"´I¥Á¨½11¾F",8,2,0,"R_cat"
"´I¥Á¨½12¾F",6,1,0,"R_cat"
"´I¥Á¨½13¾F",2,0,0,"R_cat"
"´I¥Á¨½14¾F",9,1,2,"R_cat"
"´I¥Á¨½15¾F",9,3,1,"R_cat"
"´I¥Á¨½16¾F",5,1,0,"R_cat"
"´I¥Á¨½17¾F",4,0,1,"R_cat"
"´I¥Á¨½18¾F",16,4,0,"R_cat"
"´I¥Á¨½19¾F",21,1,0,"R_cat"
"´I¥Á¨½1¾F",6,3,1,"R_cat"
"´I¥Á¨½20¾F",40,10,3,"R_cat"
"´I¥Á¨½21¾F",10,1,0,"R_cat"
"´I¥Á¨½2¾F",12,1,1,"R_cat"
"´I¥Á¨½3¾F",7,2,0,"R_cat"
"´I¥Á¨½4¾F",11,3,0,"R_cat"
"´I¥Á¨½5¾F",11,1,0,"R_cat"
"´I¥Á¨½6¾F",15,5,2,"R_cat"
"´I¥Á¨½7¾F",10,1,4,"R_cat"
"´I¥Á¨½8¾F",4,1,0,"R_cat"
"´I¥Á¨½9¾F",8,2,2,"R_cat"
"´I¥ú¨½10¾F",6,1,1,"R_cat"
"´I¥ú¨½11¾F",1,1,0,"P_cat"
"´I¥ú¨½12¾F",3,1,1,"R_cat"
"´I¥ú¨½13¾F",1,0,0,"R_cat"
"´I¥ú¨½14¾F",2,1,0,"R_cat"
"´I¥ú¨½15¾F",3,0,1,"R_cat"
"´I¥ú¨½16¾F",4,2,0,"R_cat"
"´I¥ú¨½17¾F",3,3,0,"P_cat"
"´I¥ú¨½18¾F",3,1,1,"R_cat"
"´I¥ú¨½19¾F",3,1,0,"R_cat"
"´I¥ú¨½1¾F",13,6,2,"R_cat"
"´I¥ú¨½20¾F",2,0,0,"R_cat"
"´I¥ú¨½21¾F",14,5,3,"R_cat"
"´I¥ú¨½22¾F",1,0,0,"R_cat"
"´I¥ú¨½23¾F",1,1,1,"M_cat"
"´I¥ú¨½24¾F",3,3,0,"R_cat"
"´I¥ú¨½25¾F",5,1,1,"R_cat"
"´I¥ú¨½2¾F",8,2,0,"R_cat"
"´I¥ú¨½3¾F",14,1,0,"R_cat"
"´I¥ú¨½4¾F",2,0,0,"R_cat"
"´I¥ú¨½5¾F",1,0,0,"R_cat"
"´I¥ú¨½6¾F",3,1,0,"R_cat"
"´I¥ú¨½7¾F",4,0,0,"R_cat"
"´I¥ú¨½8¾F",3,1,1,"R_cat"
"´I¥ú¨½9¾F",2,0,0,"R_cat"
"´I¬w¨½10¾F",1,2,0,"P_cat"
"´I¬w¨½12¾F",3,0,0,"R_cat"
"´I¬w¨½13¾F",7,1,4,"R_cat"
"´I¬w¨½14¾F",2,1,0,"R_cat"
"´I¬w¨½15¾F",3,0,1,"R_cat"
"´I¬w¨½16¾F",2,1,0,"R_cat"
"´I¬w¨½17¾F",0,1,0,"P_cat"
"´I¬w¨½1¾F",6,1,0,"R_cat"
"´I¬w¨½2¾F",1,0,0,"R_cat"
"´I¬w¨½3¾F",6,0,1,"R_cat"
"´I¬w¨½4¾F",0,0,1,"M_cat"
"´I¬w¨½5¾F",2,0,0,"R_cat"
"´I¬w¨½6¾F",5,3,0,"R_cat"
"´I¬w¨½7¾F",2,0,0,"R_cat"
"´I¬w¨½8¾F",3,0,0,"R_cat"
"´I¬w¨½9¾F",4,2,0,"R_cat"
"´I®õ¨½10¾F",7,1,2,"R_cat"
"´I®õ¨½11¾F",8,4,3,"R_cat"
"´I®õ¨½12¾F",2,3,0,"P_cat"
"´I®õ¨½13¾F",8,2,4,"R_cat"
"´I®õ¨½14¾F",21,10,4,"R_cat"
"´I®õ¨½15¾F",46,29,11,"R_cat"
"´I®õ¨½16¾F",7,7,3,"P_cat"
"´I®õ¨½18¾F",13,8,1,"R_cat"
"´I®õ¨½1¾F",11,1,2,"R_cat"
"´I®õ¨½20¾F",13,9,2,"R_cat"
"´I®õ¨½2¾F",1,0,0,"R_cat"
"´I®õ¨½3¾F",5,6,3,"P_cat"
"´I®õ¨½4¾F",6,0,0,"R_cat"
"´I®õ¨½5¾F",8,2,0,"R_cat"
"´I®õ¨½6¾F",4,1,0,"R_cat"
"´I®õ¨½7¾F",7,6,3,"R_cat"
"´I®õ¨½8¾F",9,1,1,"R_cat"
"´I®õ¨½9¾F",6,4,0,"R_cat"
"´IºÖ¨½10¾F",12,1,4,"R_cat"
"´IºÖ¨½11¾F",2,0,0,"R_cat"
"´IºÖ¨½12¾F",5,2,3,"R_cat"
"´IºÖ¨½13¾F",10,5,1,"R_cat"
"´IºÖ¨½14¾F",14,4,3,"R_cat"
"´IºÖ¨½15¾F",3,1,1,"R_cat"
"´IºÖ¨½16¾F",12,2,4,"R_cat"
"´IºÖ¨½17¾F",6,3,0,"R_cat"
"´IºÖ¨½18¾F",4,0,0,"R_cat"
"´IºÖ¨½19¾F",7,5,4,"R_cat"
"´IºÖ¨½1¾F",14,0,0,"R_cat"
"´IºÖ¨½2¾F",16,4,0,"R_cat"
"´IºÖ¨½3¾F",1,0,0,"R_cat"
"´IºÖ¨½4¾F",14,4,2,"R_cat"
"´IºÖ¨½5¾F",14,4,3,"R_cat"
"´IºÖ¨½6¾F",16,1,0,"R_cat"
"´IºÖ¨½7¾F",11,0,0,"R_cat"
"´IºÖ¨½8¾F",10,1,0,"R_cat"
"´IºÖ¨½9¾F",6,1,0,"R_cat"
"´I¥x¨½10¾F",1,0,0,"R_cat"
"´I¥x¨½11¾F",1,0,0,"R_cat"
"´I¥x¨½12¾F",1,0,0,"R_cat"
"´I¥x¨½13¾F",59,33,4,"R_cat"
"´I¥x¨½14¾F",16,14,3,"R_cat"
"´I¥x¨½15¾F",15,9,1,"R_cat"
"´I¥x¨½16¾F",9,5,1,"R_cat"
"´I¥x¨½17¾F",45,26,4,"R_cat"
"´I¥x¨½1¾F",2,1,0,"R_cat"
"´I¥x¨½2¾F",3,1,0,"R_cat"
"´I¥x¨½4¾F",1,0,0,"R_cat"
"´I¥x¨½6¾F",2,0,0,"R_cat"
"´I¥x¨½7¾F",4,0,1,"R_cat"
"´I¥x¨½8¾F",1,0,0,"R_cat"
"´I¥x¨½9¾F",0,1,0,"P_cat"
"´IÀA¨½10¾F",2,0,0,"R_cat"
"´IÀA¨½11¾F",1,0,0,"R_cat"
"´IÀA¨½12¾F",1,0,0,"R_cat"
"´IÀA¨½13¾F",5,0,0,"R_cat"
"´IÀA¨½14¾F",6,1,1,"R_cat"
"´IÀA¨½15¾F",1,3,0,"P_cat"
"´IÀA¨½16¾F",21,11,0,"R_cat"
"´IÀA¨½17¾F",3,0,0,"R_cat"
"´IÀA¨½18¾F",6,0,0,"R_cat"
"´IÀA¨½19¾F",2,0,0,"R_cat"
"´IÀA¨½1¾F",11,0,0,"R_cat"
"´IÀA¨½20¾F",1,0,0,"R_cat"
"´IÀA¨½21¾F",5,1,2,"R_cat"
"´IÀA¨½22¾F",3,0,0,"R_cat"
"´IÀA¨½23¾F",13,2,1,"R_cat"
"´IÀA¨½2¾F",4,1,2,"R_cat"
"´IÀA¨½3¾F",33,24,4,"R_cat"
"´IÀA¨½4¾F",6,3,0,"R_cat"
"´IÀA¨½5¾F",11,7,2,"R_cat"
"´IÀA¨½6¾F",7,6,2,"R_cat"
"´IÀA¨½7¾F",5,1,2,"R_cat"
"´IÀA¨½8¾F",11,7,1,"R_cat"
"´IÀA¨½9¾F",1,0,1,"R_cat"
"´L½å¨½10¾F",2,0,0,"R_cat"
"´L½å¨½11¾F",7,0,1,"R_cat"
"´L½å¨½13¾F",2,0,0,"R_cat"
"´L½å¨½14¾F",5,0,1,"R_cat"
"´L½å¨½15¾F",1,0,0,"R_cat"
"´L½å¨½16¾F",1,1,0,"R_cat"
"´L½å¨½17¾F",3,1,0,"R_cat"
"´L½å¨½18¾F",1,1,0,"R_cat"
"´L½å¨½19¾F",2,3,0,"P_cat"
"´L½å¨½1¾F",5,1,2,"R_cat"
"´L½å¨½20¾F",2,1,1,"R_cat"
"´L½å¨½2¾F",1,2,0,"P_cat"
"´L½å¨½3¾F",9,1,2,"R_cat"
"´L½å¨½6¾F",2,0,0,"R_cat"
"´L½å¨½7¾F",1,0,0,"R_cat"
"´L½å¨½8¾F",1,0,0,"R_cat"
"´L½å¨½9¾F",8,0,2,"R_cat"
"´_«Ø¨½10¾F",4,5,1,"P_cat"
"´_«Ø¨½11¾F",114,98,13,"R_cat"
"´_«Ø¨½12¾F",18,9,7,"R_cat"
"´_«Ø¨½13¾F",13,15,3,"P_cat"
"´_«Ø¨½14¾F",8,8,4,"R_cat"
"´_«Ø¨½1¾F",1,1,2,"M_cat"
"´_«Ø¨½2¾F",3,2,0,"R_cat"
"´_«Ø¨½3¾F",1,1,0,"P_cat"
"´_«Ø¨½4¾F",1,5,0,"P_cat"
"´_«Ø¨½5¾F",4,4,1,"P_cat"
"´_«Ø¨½6¾F",48,32,6,"R_cat"
"´_«Ø¨½7¾F",4,3,3,"R_cat"
"´_«Ø¨½8¾F",3,6,0,"P_cat"
"´_«Ø¨½9¾F",5,2,4,"R_cat"
"´_²±¨½10¾F",29,10,0,"R_cat"
"´_²±¨½11¾F",7,2,0,"R_cat"
"´_²±¨½12¾F",2,4,1,"P_cat"
"´_²±¨½13¾F",3,0,0,"R_cat"
"´_²±¨½14¾F",9,2,3,"R_cat"
"´_²±¨½15¾F",0,1,0,"P_cat"
"´_²±¨½16¾F",12,11,1,"R_cat"
"´_²±¨½17¾F",36,8,0,"R_cat"
"´_²±¨½18¾F",7,7,0,"P_cat"
"´_²±¨½19¾F",2,3,1,"P_cat"
"´_²±¨½1¾F",53,38,9,"R_cat"
"´_²±¨½20¾F",8,4,0,"R_cat"
"´_²±¨½21¾F",6,5,5,"R_cat"
"´_²±¨½22¾F",9,5,3,"R_cat"
"´_²±¨½23¾F",25,6,4,"R_cat"
"´_²±¨½24¾F",3,0,1,"R_cat"
"´_²±¨½25¾F",7,0,2,"R_cat"
"´_²±¨½26¾F",45,52,5,"P_cat"
"´_²±¨½2¾F",9,9,1,"R_cat"
"´_²±¨½3¾F",5,1,1,"R_cat"
"´_²±¨½4¾F",7,5,0,"R_cat"
"´_²±¨½5¾F",20,30,5,"P_cat"
"´_²±¨½6¾F",4,1,0,"R_cat"
"´_²±¨½7¾F",12,8,5,"R_cat"
"´_²±¨½8¾F",5,3,1,"R_cat"
"´_²±¨½9¾F",32,30,6,"R_cat"
"´_µØ¨½10¾F",13,2,0,"R_cat"
"´_µØ¨½11¾F",323,256,48,"R_cat"
"´_µØ¨½12¾F",56,36,4,"R_cat"
"´_µØ¨½13¾F",3,2,0,"R_cat"
"´_µØ¨½14¾F",233,214,31,"R_cat"
"´_µØ¨½15¾F",9,7,1,"R_cat"
"´_µØ¨½16¾F",15,1,1,"R_cat"
"´_µØ¨½18¾F",34,25,6,"R_cat"
"´_µØ¨½19¾F",1,0,0,"R_cat"
"´_µØ¨½1¾F",218,129,33,"R_cat"
"´_µØ¨½20¾F",14,10,1,"R_cat"
"´_µØ¨½21¾F",22,20,2,"R_cat"
"´_µØ¨½22¾F",41,36,4,"R_cat"
"´_µØ¨½23¾F",21,18,3,"R_cat"
"´_µØ¨½24¾F",3,1,0,"R_cat"
"´_µØ¨½2¾F",23,16,3,"R_cat"
"´_µØ¨½3¾F",14,7,6,"R_cat"
"´_µØ¨½4¾F",6,4,1,"R_cat"
"´_µØ¨½5¾F",1,0,0,"R_cat"
"´_µØ¨½6¾F",5,0,2,"R_cat"
"´_µØ¨½7¾F",79,73,19,"R_cat"
"´_µØ¨½8¾F",13,7,5,"R_cat"
